,Gender,Geographic Region,Loyalty Status,Neighborhood Cluster-7 Level,Affluence Grade,Age,Loyalty Card Tenure,Organics Purchase Count,Organics Purchase Indicator,Total Spend
2678,0,1,0,3,7,56,4,0,0,6000.0
2679,0,0,0,5,6,57,5,0,0,6000.0
2680,1,3,0,1,6,59,2,0,0,6000.0
2681,0,0,0,2,6,59,35,0,0,6000.0
2682,0,1,3,3,10,62,5,0,0,0.01
2683,0,0,0,1,9,65,18,0,0,12000.0
2684,0,3,2,1,6,37,9,0,0,1000.0
2685,0,3,2,2,5,45,9,0,0,500.0
2686,0,3,0,5,9,74,8,0,0,11884.25
2687,1,4,0,1,13,48,5,0,0,6000.0
2688,0,1,2,3,10,33,4,1,1,1680.0
2689,1,0,0,2,10,45,5,0,0,6053.35
2690,0,0,3,3,12,48,4,1,1,0.01
2691,0,0,2,2,12,63,24,0,0,3500.0
2692,0,0,3,4,14,50,8,0,0,0.01
2693,0,1,2,2,4,45,3,0,0,3000.0
2694,0,0,2,0,16,69,5,1,1,3000.0
2695,0,3,2,2,6,52,8,1,1,600.01
2696,0,0,2,3,6,52,15,0,0,1.54
2697,1,3,0,3,5,64,2,0,0,9000.0
2698,1,0,1,5,8,76,3,0,0,20501.63
2699,1,3,0,0,9,76,11,0,0,6500.0
2700,0,0,3,2,10,43,8,0,0,0.01
2701,0,1,3,3,5,57,7,0,0,0.01
2702,0,4,0,1,9,72,4,0,0,6000.0
2703,0,0,0,2,13,54,6,1,1,12106.7
2704,0,0,0,2,7,47,1,0,0,10000.0
2705,0,4,0,1,15,66,6,0,0,6000.0
2706,0,1,2,3,11,68,9,0,0,500.0
2707,1,2,0,1,6,71,27,0,0,9000.0
2708,1,0,3,2,11,38,5,1,1,0.01
2709,0,0,0,4,13,54,3,1,1,6000.0
2710,1,0,2,1,10,54,5,0,0,3000.0
2711,0,1,3,2,11,35,5,1,1,0.01
2712,1,3,3,2,10,34,5,0,0,0.01
2713,0,3,2,3,7,41,12,0,0,500.0
2714,0,3,3,4,9,35,5,1,1,0.01
2715,0,0,3,3,7,54,4,1,1,0.01
2716,0,0,0,1,10,52,7,0,0,16852.32
2717,0,0,3,5,8,34,8,1,1,0.01
2718,0,0,2,1,7,31,1,1,1,780.0
2719,1,3,3,4,17,36,8,1,1,0.01
2720,0,3,0,0,11,64,6,0,0,6053.35
2721,0,0,0,1,4,73,4,0,0,20000.0
2722,1,2,0,2,8,56,5,0,0,6053.36
2723,1,3,3,2,18,33,7,2,1,0.01
2724,0,1,0,2,7,76,11,1,1,9500.0
2725,1,3,0,2,9,67,5,1,1,6000.0
2726,0,3,0,1,5,57,2,0,0,6000.0
2727,0,1,3,4,10,30,5,1,1,0.01
2728,0,1,0,0,8,62,2,0,0,6000.0
2729,1,1,0,3,5,55,3,0,0,6000.0
2730,0,1,2,4,11,41,1,0,0,1000.0
2731,0,1,0,5,10,63,6,0,0,12053.35
2732,1,3,0,2,7,50,6,0,0,6053.35
2733,0,0,2,5,11,78,21,0,0,700.0
2734,0,2,2,2,4,76,5,0,0,1000.0
2735,0,3,3,4,8,34,5,0,0,0.01
2736,0,0,0,1,6,79,5,0,0,6000.0
2737,0,1,3,2,5,53,5,0,0,0.01
2738,1,0,0,4,8,47,4,0,0,20000.0
2739,0,1,3,1,6,48,5,0,0,0.01
2740,1,0,0,1,6,50,3,0,0,10000.0
2741,1,0,2,3,14,67,8,1,1,2000.0
2742,0,0,0,4,15,54,1,2,1,6000.0
2743,0,0,1,4,6,76,13,0,0,20483.56
2744,1,3,3,3,8,65,12,0,0,0.01
2745,0,3,3,5,9,35,5,0,0,0.01
2746,1,2,2,0,6,54,8,0,0,3052.65
2747,1,3,3,2,9,45,2,0,0,0.01
2748,0,3,0,3,12,56,3,0,0,15266.22
2749,0,0,2,2,7,71,5,0,0,480.0
2750,0,0,2,5,7,53,9,0,0,2085.88
2751,1,3,2,2,10,29,7,0,0,300.01
2752,0,0,3,4,6,60,5,1,1,0.01
2753,0,0,0,5,10,61,5,1,1,10000.0
2754,0,0,0,1,9,51,5,0,0,7000.0
2755,1,0,2,2,5,62,6,0,0,3000.0
2756,0,0,3,3,10,70,8,0,0,0.01
2757,0,1,2,1,9,40,1,0,0,2400.0
2758,1,1,3,3,5,59,5,0,0,0.01
2759,0,0,0,3,11,63,2,0,0,12000.0
2760,0,3,2,2,9,71,11,0,0,3000.0
2761,1,1,0,2,4,53,1,0,0,6500.0
2762,1,1,1,5,12,74,3,0,0,20513.04
2763,1,3,0,1,12,58,30,0,0,11000.0
2764,0,3,0,1,9,72,8,0,0,18026.67
2765,0,0,3,4,8,34,5,1,1,0.01
2766,0,1,3,2,10,38,8,1,1,0.01
2767,1,4,2,1,14,60,5,0,0,1000.0
2768,0,3,2,3,8,29,12,1,1,1738.87
2769,1,3,2,3,7,57,2,0,0,4000.0
2770,1,2,2,2,8,61,5,0,0,424.55
2771,0,3,3,5,7,40,7,1,1,0.01
2772,1,0,3,3,8,38,5,0,0,0.01
2773,0,0,2,3,8,70,8,0,0,3000.0
2774,0,3,2,0,3,27,1,0,0,2000.0
2775,1,0,2,5,4,56,9,0,0,4558.79
2776,1,0,2,3,9,52,11,0,0,1750.0
2777,0,3,2,3,6,62,5,0,0,0.02
2778,0,0,2,5,4,48,9,0,0,2000.0
2779,1,0,3,1,9,45,7,0,0,0.01
2780,0,1,2,2,14,54,3,1,1,3000.0
2781,0,3,1,3,12,69,3,0,0,20388.79
2782,0,1,0,2,11,71,11,0,0,5200.0
2783,1,3,0,1,8,61,1,0,0,11000.0
2784,0,3,0,1,11,66,1,1,1,6000.0
2785,1,0,2,5,7,62,9,0,0,2400.0
2786,0,3,0,1,9,70,21,0,0,6105.32
2787,0,3,3,0,8,68,5,0,0,0.01
2788,1,1,2,1,12,36,1,1,1,2000.0
2789,1,2,0,2,12,57,5,0,0,6000.01
2790,0,3,1,3,5,69,2,0,0,44428.13
2791,0,0,1,1,10,60,1,1,1,30000.0
2792,1,0,3,5,7,34,4,1,1,0.01
2793,0,2,0,1,7,50,8,0,0,13800.0
2794,0,3,2,0,8,77,9,0,0,2000.0
2795,0,0,3,4,7,52,5,0,0,0.01
2796,1,3,0,1,6,70,17,0,0,7000.0
2797,0,1,2,3,9,51,5,0,0,1800.0
2798,0,1,0,3,12,69,4,0,0,15000.0
2799,0,0,0,5,13,33,1,1,1,6000.0
2800,0,1,0,3,5,60,4,0,0,6000.0
2801,0,3,3,2,12,55,8,0,0,0.01
2802,0,0,2,2,11,72,5,1,1,2000.0
2803,0,2,2,5,9,49,7,1,1,1000.0
2804,0,1,2,3,4,37,4,0,0,4000.0
2805,0,3,2,0,6,42,3,0,0,3000.0
2806,1,0,0,3,8,54,9,0,0,6000.0
2807,1,3,3,3,10,54,5,0,0,0.01
2808,1,3,2,1,5,55,5,0,0,2200.0
2809,1,3,3,5,5,35,8,0,0,0.01
2810,0,1,2,0,6,75,19,0,0,3000.0
2811,1,2,0,1,7,63,8,0,0,12000.0
2812,0,3,3,3,17,51,5,1,1,0.01
2813,0,0,3,5,6,53,8,0,0,0.01
2814,0,3,3,3,2,45,6,0,0,0.01
2815,1,3,3,0,15,52,9,0,0,0.01
2816,1,0,2,2,12,69,2,1,1,5000.0
2817,0,0,3,4,11,39,5,0,0,0.01
2818,0,3,2,0,12,41,4,1,1,2200.0
2819,0,3,2,1,10,59,8,2,1,3000.0
2820,1,0,0,3,6,55,5,0,0,6000.0
2821,1,0,0,4,13,66,6,0,0,5500.0
2822,0,0,3,5,13,46,5,0,0,0.01
2823,0,3,3,5,15,35,8,1,1,0.01
2824,0,1,0,3,7,62,4,1,1,10000.0
2825,0,3,2,4,7,36,1,1,1,500.0
2826,0,0,3,5,15,51,5,2,1,0.01
2827,0,1,2,1,2,53,7,0,0,3052.66
2828,1,3,3,4,11,49,4,0,0,0.01
2829,0,3,3,1,12,66,31,0,0,0.01
2830,1,1,2,2,4,78,5,0,0,3000.0
2831,0,1,3,1,5,60,5,0,0,0.01
2832,1,3,2,2,6,68,9,0,0,1600.0
2833,1,0,2,5,9,48,4,0,0,420.0
2834,0,1,2,1,8,55,6,0,0,2000.0
2835,1,4,0,2,7,66,4,0,0,20000.0
2836,0,0,0,2,7,69,4,0,0,13025.0
2837,0,3,1,2,9,50,13,0,0,25000.0
2838,1,4,3,3,8,51,5,0,0,0.01
2839,0,3,2,1,12,52,5,0,0,4000.0
2840,1,1,3,2,6,31,5,0,0,0.01
2841,0,3,3,0,5,44,8,0,0,0.01
2842,0,3,3,5,8,52,8,1,1,0.01
2843,0,0,0,2,6,64,29,0,0,12315.0
2844,0,3,2,3,8,54,9,1,1,300.01
2845,0,0,3,1,7,59,5,0,0,0.01
2846,1,1,2,1,17,55,2,2,1,3000.0
2847,0,2,3,4,11,29,5,1,1,0.01
2848,0,3,2,3,6,73,7,0,0,3026.68
2849,0,0,0,1,10,58,1,1,1,6000.0
2850,0,0,3,4,14,58,4,2,1,0.01
2851,0,3,0,2,9,78,12,0,0,18000.0
2852,1,3,0,3,11,52,15,0,0,6000.0
2853,0,3,3,1,5,33,4,1,1,0.01
2854,0,4,2,4,6,68,9,1,1,0.02
2855,0,0,0,0,5,66,2,1,1,6000.0
2856,0,1,2,1,10,60,5,0,0,1000.0
2857,0,3,3,5,8,54,5,0,0,0.01
2858,0,0,0,4,9,51,1,0,0,6000.0
2859,0,3,2,2,9,45,2,0,0,50.0
2860,1,1,3,5,4,41,5,0,0,0.01
2861,0,1,2,3,5,75,4,0,0,1100.0
2862,1,3,3,5,9,47,8,0,0,0.01
2863,0,3,2,5,9,60,8,0,0,1560.22
2864,1,2,0,1,12,54,6,0,0,20000.0
2865,1,0,2,2,16,57,4,0,0,1000.0
2866,0,0,1,4,7,62,7,0,0,25457.45
2867,0,3,0,4,6,52,8,0,0,12000.0
2868,0,3,3,3,4,54,4,0,0,0.01
2869,1,1,3,5,10,54,8,0,0,0.01
2870,0,1,2,5,8,31,10,0,0,116.85
2871,0,3,3,2,8,53,8,0,0,0.01
2872,0,0,2,5,10,64,7,0,0,3000.0
2873,0,0,1,1,6,50,9,0,0,34895.94
2874,0,3,1,2,11,68,29,0,0,21053.35
2875,0,3,2,2,3,40,1,0,0,1000.0
2876,1,0,3,5,14,36,11,1,1,0.01
2877,0,3,0,0,5,77,6,0,0,11999.0
2878,0,3,0,3,7,73,8,0,0,7535.1
2879,0,4,1,4,11,43,8,1,1,23042.91
2880,0,1,2,4,9,72,11,0,0,1680.0
2881,1,3,3,2,12,51,6,0,0,0.01
2882,0,0,3,4,8,49,7,0,0,0.01
2883,1,0,3,5,8,76,8,0,0,0.01
2884,0,0,0,1,9,33,2,1,1,12000.0
2885,0,3,0,1,9,64,8,0,0,9000.01
2886,1,3,3,2,5,51,8,0,0,0.01
2887,0,3,0,2,15,55,2,1,1,6000.0
2888,0,0,2,2,9,44,11,0,0,60.0
2889,1,4,2,1,5,65,7,0,0,3000.0
2890,0,0,0,2,8,78,3,0,0,6025.0
2891,1,1,2,4,7,53,9,0,0,1700.0
2892,0,1,0,1,10,65,1,1,1,6000.0
2893,0,3,0,4,8,61,5,0,0,6053.35
2894,0,3,0,1,7,50,5,1,1,6000.0
2895,0,3,0,0,4,55,1,0,0,6000.0
2896,0,0,2,3,16,60,1,1,1,5000.0
2897,0,3,3,2,8,41,8,0,0,0.01
2898,0,0,2,4,11,37,8,1,1,1000.0
2899,0,3,0,4,7,69,7,0,0,6053.35
2900,0,3,0,3,10,57,2,2,1,10000.0
2901,0,2,3,5,6,33,4,0,0,0.01
2902,0,0,2,5,6,67,8,0,0,1000.0
2903,0,0,0,2,2,69,2,0,0,6000.0
2904,1,3,2,5,9,37,2,1,1,3500.0
2905,0,3,0,5,5,71,2,0,0,12000.0
2906,0,1,2,3,12,57,13,0,0,3200.0
2907,1,3,0,4,7,59,19,0,0,5281.51
2908,1,1,3,5,5,47,8,0,0,0.01
2909,0,0,0,1,9,69,8,0,0,11400.0
2910,0,1,0,4,8,63,2,0,0,6697.91
2911,0,0,2,4,8,56,6,0,0,2000.0
2912,0,0,3,3,14,34,8,1,1,0.01
2913,0,0,2,5,10,53,2,0,0,1000.0
2914,0,1,3,0,10,52,9,0,0,0.01
2915,0,4,2,0,7,55,4,0,0,3000.0
2916,0,3,3,0,4,36,9,1,1,0.01
2917,0,3,2,0,14,25,5,2,1,1500.0
2918,0,0,0,1,14,76,11,1,1,12000.0
2919,0,3,0,2,5,71,8,0,0,8250.0
2920,0,3,0,5,15,58,6,1,1,6000.0
2921,0,3,2,5,10,74,5,0,0,5000.0
2922,0,3,3,1,8,53,5,0,0,0.01
2923,1,0,2,1,6,69,13,0,0,3000.0
2924,1,3,1,2,5,46,9,0,0,36194.13
2925,0,3,2,2,11,39,1,1,1,5000.0
2926,0,3,2,0,9,75,9,0,0,3000.0
2927,0,0,2,3,4,56,12,0,0,1000.0
2928,0,3,2,4,15,34,10,1,1,5000.0
2929,1,3,0,5,11,31,2,1,1,12000.0
2930,1,3,0,1,7,67,13,0,0,12000.0
2931,0,0,0,5,8,66,8,0,0,12884.25
2932,0,3,3,2,14,37,4,1,1,0.01
2933,0,3,0,4,5,59,4,0,0,7500.0
2934,0,3,0,0,8,61,18,0,0,14000.0
2935,0,3,3,4,9,54,5,0,0,0.01
2936,0,3,2,0,11,72,2,0,0,4000.0
2937,0,3,3,3,15,39,7,1,1,0.01
2938,1,0,0,1,6,76,6,0,0,6000.0
2939,0,0,0,5,10,49,8,0,0,13658.66
2940,0,3,2,3,10,63,9,1,1,1000.0
2941,1,1,2,4,13,48,5,0,0,0.02
2942,0,1,3,1,3,53,8,0,0,0.01
2943,0,3,2,1,8,71,9,1,1,1000.0
2944,1,0,2,3,5,67,13,0,0,2500.0
2945,0,1,0,3,7,77,5,0,0,5037.5
2946,0,2,2,2,10,69,19,0,0,3150.0
2947,0,0,2,5,8,49,9,0,0,3000.0
2948,0,3,1,5,5,46,18,0,0,26000.0
2949,0,1,0,3,9,56,3,0,0,15000.0
2950,0,0,3,4,8,60,8,0,0,0.01
2951,0,2,2,5,12,51,2,1,1,2700.0
2952,0,1,0,1,7,60,1,0,0,6000.0
2953,0,3,3,4,5,41,4,0,0,0.01
2954,0,1,0,2,4,50,6,0,0,5553.82
2955,1,1,3,5,15,31,4,3,1,0.01
2956,1,3,0,1,3,54,7,0,0,6052.66
2957,0,3,0,1,7,39,11,0,0,6000.0
2958,1,3,2,2,8,60,5,0,0,2000.0
2959,1,1,0,5,7,68,3,0,0,9000.0
2960,0,3,2,2,6,59,2,0,0,205.0
2961,1,1,0,4,8,66,6,0,0,6107.64
2962,1,3,3,5,8,47,7,0,0,0.01
2963,1,3,0,5,10,71,4,0,0,6000.0
2964,1,0,0,1,4,64,1,0,0,6000.0
2965,1,0,3,2,8,76,8,0,0,0.01
2966,0,0,2,3,11,49,5,0,0,1000.0
2967,1,3,3,4,10,40,5,0,0,0.01
2968,0,1,3,2,8,45,10,0,0,0.01
2969,1,0,2,2,2,35,5,0,0,3000.0
2970,1,1,2,1,9,65,8,0,0,3000.0
2971,0,4,0,4,19,40,1,1,1,6000.0
2972,0,3,2,4,8,36,8,0,0,500.0
2973,1,0,0,4,8,58,5,0,0,10000.0
2974,0,0,0,5,5,70,1,0,0,6000.0
2975,1,4,3,4,8,48,4,0,0,0.01
2976,1,3,0,1,4,77,2,1,1,6000.0
2977,0,3,0,5,9,68,25,0,0,6000.0
2978,1,1,0,3,8,58,6,0,0,7053.34
2979,0,3,2,2,6,36,8,0,0,4200.0
2980,0,3,2,1,8,38,3,0,0,72.5
2981,0,0,2,2,10,62,7,0,0,3000.0
2982,0,1,2,3,9,64,9,1,1,1000.0
2983,0,0,0,5,4,65,7,0,0,6053.35
2984,0,3,2,1,5,58,7,0,0,3000.0
2985,0,3,0,1,10,59,3,0,0,18000.0
2986,1,1,0,2,6,58,6,0,0,6000.0
2987,0,1,2,5,6,27,9,1,1,920.0
2988,1,3,2,3,10,46,11,0,0,350.0
2989,0,3,2,1,5,75,5,0,0,5000.0
2990,0,3,2,4,10,50,9,0,0,3000.0
2991,1,3,2,2,5,54,5,0,0,1000.0
2992,0,0,3,2,11,46,5,1,1,0.01
2993,0,3,0,4,5,58,4,0,0,14000.0
2994,0,0,2,0,10,69,35,1,1,240.0
2995,1,3,1,4,6,63,3,0,0,20631.55
2996,0,3,2,2,14,46,3,0,0,3000.0
2997,1,3,0,4,6,57,1,0,0,6000.0
2998,0,3,3,1,10,43,8,0,0,0.01
2999,0,3,2,2,12,52,9,0,0,500.01
3000,0,3,2,0,5,79,7,0,0,1000.0
3001,1,0,0,1,7,56,11,0,0,14000.0
3002,1,2,2,2,9,75,8,1,1,3000.0
3003,1,3,3,5,11,49,5,0,0,0.01
3004,0,3,0,0,5,71,9,0,0,16842.12
3005,0,4,3,1,10,47,5,0,0,0.01
3006,1,1,2,5,9,52,9,0,0,4000.0
3007,1,3,3,2,5,53,7,0,0,0.01
3008,0,3,2,0,4,65,11,0,0,3000.0
3009,0,3,0,4,5,58,11,0,0,13000.0
3010,1,3,0,2,8,54,8,1,1,12000.0
3011,0,1,3,3,13,52,10,0,0,0.01
3012,0,0,2,1,5,58,3,0,0,5000.0
3013,1,3,0,0,8,54,12,0,0,12000.0
3014,0,3,1,4,14,50,9,1,1,27034.59
3015,0,3,3,2,12,48,8,1,1,0.01
3016,0,0,1,3,4,57,8,0,0,20212.01
3017,1,1,0,3,6,74,16,0,0,6000.0
3018,0,3,0,3,9,63,3,0,0,19829.86
3019,0,0,2,2,6,76,4,0,0,1000.0
3020,1,1,3,5,10,55,6,0,0,0.01
3021,0,3,3,0,8,35,9,1,1,0.01
3022,1,0,2,4,9,42,8,0,0,2400.0
3023,0,1,0,5,6,63,2,0,0,6000.0
3024,1,0,2,4,6,56,4,0,0,3000.0
3025,0,1,0,4,13,41,3,1,1,6000.0
3026,0,3,0,2,14,53,11,0,0,7600.02
3027,0,1,0,2,7,46,5,0,0,9000.0
3028,0,1,3,1,13,55,9,0,0,0.01
3029,1,0,1,3,13,76,6,0,0,22000.0
3030,0,1,3,1,10,57,5,0,0,0.01
3031,0,1,3,5,8,52,8,0,0,0.01
3032,0,3,3,2,10,49,5,0,0,0.01
3033,0,0,3,4,13,41,10,0,0,0.01
3034,0,3,2,1,11,57,8,0,0,300.0
3035,1,0,2,5,7,49,1,0,0,2000.0
3036,0,0,3,3,10,64,5,1,1,0.01
3037,0,0,2,3,12,55,1,2,1,3000.0
3038,0,1,1,3,11,33,4,1,1,66000.0
3039,1,1,0,2,3,52,6,0,0,6053.35
3040,1,3,3,4,6,50,5,0,0,0.01
3041,0,0,3,0,6,42,5,1,1,0.01
3042,1,1,2,3,7,32,4,1,1,600.0
3043,1,3,2,2,10,66,7,0,0,1500.0
3044,0,3,3,3,8,59,8,0,0,0.01
3045,0,0,3,3,9,39,4,0,0,0.01
3046,0,3,3,2,5,36,8,1,1,0.01
3047,0,3,3,3,6,29,5,0,0,0.01
3048,0,0,0,4,8,46,1,0,0,6755.3
3049,1,3,2,2,9,54,4,0,0,5000.0
3050,0,0,0,3,9,78,8,1,1,9000.0
3051,0,3,2,3,8,59,8,0,0,2800.0
3052,0,0,2,5,4,74,12,0,0,500.0
3053,0,0,3,5,9,48,5,1,1,0.01
3054,0,3,0,0,5,71,12,0,0,6000.0
3055,0,1,0,4,11,41,1,1,1,6000.0
3056,1,3,3,0,13,36,5,1,1,0.01
3057,0,1,2,3,11,56,2,0,0,3000.0
3058,0,3,2,2,17,35,5,1,1,1620.0
3059,1,0,2,3,11,72,8,0,0,300.0
3060,0,0,0,4,12,61,3,0,0,9000.0
3061,0,3,2,1,7,35,3,1,1,100.0
3062,0,3,0,0,13,69,4,1,1,10050.0
3063,0,3,2,1,9,26,8,1,1,500.0
3064,0,3,0,1,7,71,15,0,0,12900.0
3065,0,0,0,5,12,72,3,0,0,6000.0
3066,0,3,3,2,16,47,4,1,1,0.01
3067,0,3,3,2,8,29,4,0,0,0.01
3068,0,1,2,2,9,38,10,1,1,500.01
3069,0,0,2,2,7,59,11,1,1,1020.0
3070,1,1,2,2,10,59,17,1,1,1000.0
3071,0,1,2,0,10,70,5,0,0,1500.0
3072,0,4,0,4,6,55,2,0,0,6000.0
3073,1,3,2,3,5,72,2,0,0,4172.52
3074,0,3,0,0,8,73,6,0,0,18053.35
3075,0,3,1,1,7,75,4,0,0,30000.0
3076,0,3,3,2,10,52,5,1,1,0.01
3077,0,3,3,0,7,45,10,0,0,0.01
3078,1,1,0,2,12,75,5,1,1,6000.0
3079,1,0,2,4,4,44,2,0,0,50.0
3080,0,0,3,3,8,63,8,0,0,0.01
3081,0,1,2,5,11,33,9,1,1,360.0
3082,0,0,2,1,4,49,3,0,0,3000.0
3083,1,1,0,1,7,74,2,1,1,7000.0
3084,0,2,3,4,7,39,4,1,1,0.01
3085,0,1,2,4,9,59,5,0,0,1000.02
3086,1,3,3,2,12,32,4,2,1,0.01
3087,0,2,0,3,12,76,3,0,0,10850.0
3088,0,0,2,5,7,35,2,1,1,1300.0
3089,1,1,2,4,6,77,1,0,0,2000.0
3090,0,3,2,2,4,51,4,0,0,3000.0
3091,0,3,0,3,8,33,1,1,1,12500.0
3092,0,0,3,4,13,56,5,2,1,0.01
3093,0,3,2,5,10,30,8,1,1,1500.0
3094,1,3,3,1,2,47,10,0,0,0.01
3095,1,1,0,0,7,37,7,0,0,13666.69
3096,0,1,3,1,5,53,5,0,0,0.01
3097,1,3,2,3,4,59,5,0,0,960.0
3098,0,1,0,2,6,62,2,0,0,17000.0
3099,0,3,0,4,13,54,2,2,1,6000.0
3100,0,3,2,2,14,61,5,1,1,1000.0
3101,0,3,3,4,15,39,5,2,1,0.01
3102,0,0,3,4,11,34,5,1,1,0.01
3103,0,0,2,4,13,68,7,0,0,3000.0
3104,0,1,3,1,13,54,8,1,1,0.01
3105,1,0,0,3,11,59,1,0,0,10000.0
3106,0,0,2,0,10,70,23,0,0,2723.77
3107,1,0,3,2,10,51,5,0,0,0.01
3108,0,3,3,5,5,69,4,0,0,0.01
3109,0,3,2,0,16,31,5,2,1,1000.0
3110,0,1,3,5,7,48,5,1,1,0.01
3111,0,2,0,5,8,76,18,0,0,6000.0
3112,1,3,2,1,6,50,9,0,0,600.0
3113,0,0,2,1,8,48,1,0,0,100.0
3114,0,1,3,2,8,60,4,0,0,0.01
3115,1,0,3,1,5,57,10,0,0,0.01
3116,0,0,0,4,4,38,3,0,0,9000.0
3117,0,3,2,4,8,62,5,0,0,1000.0
3118,0,3,2,2,12,46,2,1,1,2035.88
3119,0,3,3,3,13,33,5,1,1,0.01
3120,0,3,2,2,9,79,5,1,1,5000.0
3121,0,0,3,4,7,62,6,0,0,0.01
3122,1,2,0,2,5,38,4,0,0,17555.03
3123,0,3,2,1,9,53,8,0,0,1500.0
3124,0,3,0,3,13,51,5,0,0,5286.11
3125,0,3,2,4,11,55,5,0,0,1000.0
3126,0,3,0,5,11,66,5,1,1,10000.0
3127,0,4,3,5,23,32,4,3,1,0.01
3128,0,1,2,2,12,50,8,0,0,1960.0
3129,0,3,0,3,9,73,7,0,0,8053.35
3130,0,0,0,4,5,62,5,0,0,12000.0
3131,0,3,2,1,10,65,4,0,0,5000.0
3132,0,1,0,4,6,64,7,0,0,9053.35
3133,0,0,3,3,4,30,8,0,0,0.01
3134,1,0,2,3,8,47,8,0,0,2000.0
3135,1,0,3,5,9,45,4,0,0,0.01
3136,0,3,3,5,7,44,5,0,0,0.01
3137,1,3,2,3,8,67,8,0,0,3000.0
3138,1,3,0,5,5,44,4,0,0,6000.0
3139,0,0,3,3,10,44,5,1,1,0.01
3140,1,0,3,5,9,44,9,0,0,0.01
3141,0,4,2,1,8,72,5,1,1,4500.0
3142,0,3,3,5,6,35,6,1,1,0.01
3143,1,1,3,3,3,48,5,0,0,0.01
3144,0,3,3,5,9,50,5,0,0,0.01
3145,1,0,2,1,16,77,6,0,0,1500.0
3146,1,3,3,5,9,45,5,0,0,0.01
3147,1,3,0,1,12,37,1,0,0,6000.0
3148,0,0,2,2,18,55,7,0,0,3000.0
3149,0,3,0,2,9,58,2,0,0,6000.0
3150,1,3,1,1,10,70,3,0,0,20765.47
3151,1,4,2,2,5,44,6,0,0,2000.0
3152,1,1,0,3,4,68,9,0,0,10800.0
3153,1,1,0,3,4,62,2,0,0,6000.0
3154,0,3,0,1,14,43,7,1,1,6000.01
3155,0,3,0,1,7,62,9,0,0,9300.0
3156,0,1,3,3,17,38,6,2,1,0.01
3157,0,3,0,0,10,38,6,0,0,5089.7
3158,0,0,2,3,7,45,9,0,0,5000.0
3159,1,3,0,0,12,48,2,0,0,6000.0
3160,0,3,0,1,15,70,5,0,0,6053.35
3161,0,1,3,3,13,54,8,0,0,0.01
3162,0,0,0,1,12,52,3,0,0,5465.13
3163,0,0,0,1,7,64,2,0,0,6000.0
3164,1,0,2,4,15,32,3,1,1,600.0
3165,0,2,0,0,9,65,7,0,0,9053.35
3166,0,3,3,5,17,46,5,1,1,0.01
3167,0,3,3,3,17,53,5,2,1,0.01
3168,0,3,3,3,4,29,5,0,0,0.01
3169,1,0,2,1,16,47,8,0,0,4884.25
3170,0,3,2,5,7,35,2,1,1,1000.0
3171,0,3,1,1,8,51,4,0,0,27000.0
3172,1,1,3,0,9,49,4,0,0,0.01
3173,1,3,3,2,11,43,7,1,1,0.01
3174,0,3,1,0,10,49,12,0,0,21500.0
3175,1,1,2,3,10,25,1,0,0,420.0
3176,0,3,2,5,11,58,9,1,1,0.02
3177,0,0,2,3,9,70,13,0,0,250.0
3178,0,3,0,3,13,46,8,0,0,12000.0
3179,1,1,2,2,11,31,7,1,1,0.02
3180,0,1,3,3,8,35,5,1,1,0.01
3181,1,1,0,2,9,66,14,0,0,14800.32
3182,1,3,3,3,7,43,4,0,0,0.01
3183,0,1,0,4,9,44,2,1,1,5747.17
3184,0,1,0,4,13,39,4,1,1,7500.0
3185,0,0,2,1,11,59,6,0,0,1000.0
3186,1,0,3,4,8,37,4,0,0,0.01
3187,1,4,2,4,12,70,2,0,0,2000.0
3188,0,3,2,1,11,36,1,1,1,1050.0
3189,0,2,2,5,11,40,14,1,1,2000.0
3190,0,1,3,1,10,37,7,1,1,0.01
3191,1,1,3,4,9,51,8,0,0,0.01
3192,1,1,3,5,6,38,5,0,0,0.01
3193,0,0,3,5,12,34,5,1,1,0.01
3194,1,1,2,5,6,55,21,0,0,2000.0
3195,1,0,2,1,10,55,8,0,0,2500.0
3196,0,1,3,5,6,67,8,0,0,0.01
3197,0,3,2,2,12,47,3,0,0,3000.0
3198,0,3,0,5,8,37,6,1,1,8750.0
3199,1,1,2,2,9,49,4,0,0,1920.0
3200,0,1,2,4,6,28,3,0,0,3000.0
3201,0,1,2,0,7,30,5,2,1,3040.0
3202,0,3,2,2,9,56,1,1,1,4449.0
3203,0,1,0,5,7,62,1,0,0,6000.0
3204,0,0,0,2,10,52,3,0,0,6000.0
3205,1,0,0,2,10,38,8,0,0,13000.0
3206,0,0,2,5,14,70,21,0,0,3720.39
3207,1,1,0,1,8,50,6,0,0,6000.0
3208,0,4,0,3,13,65,6,1,1,6053.35
3209,0,0,3,3,13,34,4,2,1,0.01
3210,0,3,0,0,8,76,4,0,0,6000.0
3211,0,3,3,3,15,46,5,0,0,0.01
3212,0,3,0,5,7,61,9,0,0,14300.0
3213,1,3,2,4,9,48,8,1,1,1000.0
3214,1,0,3,4,3,54,5,0,0,0.01
3215,0,1,3,2,9,43,5,0,0,0.01
3216,0,3,2,1,8,60,4,0,0,1000.0
3217,1,1,2,3,4,64,6,0,0,1000.0
3218,1,2,2,3,5,38,5,1,1,1250.0
3219,1,3,0,3,7,60,2,0,0,6000.0
