"RB010","RB020","RB030","RB031","RB031_F","RB050","RB050_F","RB070","RB070_F","RB080","RB080_F","RB090","RB090_F","RB200","RB200_F","RB210","RB210_F","RB220","RB220_F","RB230","RB230_F","RB240","RB240_F","RB245","RB245_F","RB250","RB250_F","RB260","RB260_F","RB270","RB270_F","RL010","RL010_F","RL020","RL020_F","RL030","RL030_F","RL040","RL040_F","RL050","RL050_F","RL060","RL060_F","RL070","RL070_F","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2013","DE","94247104",,,3722.4,,,,1996,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,"0",,,,,,,,,,,,,,,,
"2013","DE","94272601",,,3722.4,,,,1970,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,"0",,,,,,,,,,,,,,,,,,,,
"2013","DE","94272602",,,3722.4,,,,1972,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94272603",,,3722.4,,,,1996,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,"0",,,,,,,,,,,,,,,,,,,,
"2013","DE","94272604",,,3722.4,,,,1998,,"1",,"1",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","94273801",,,3722.4,,,,1979,,"1",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94273802",,,3722.4,,,,1979,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94273803",,,3722.4,,,,2004,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","94273804",,,3722.4,,,,2010,,"1",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94297701",,,3722.4,,,,1983,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,"0",,,,,,,,,,,,,,,,
"2013","DE","94297702",,,3722.4,,,,1982,,"2",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94297703",,,3722.4,,,,2008,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,"28",,,,,,,,,,,,,,,,,,
"2013","DE","94297704",,,3722.4,,,,2010,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94357501",,,3722.4,,,,1959,,"1",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","94357502",,,3722.4,,,,1963,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94357503",,,3722.4,,,,2000,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94357504",,,3722.4,,,,2003,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94409001",,,3722.4,,,,1979,,"1",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,"0",,,,,,,,,,,,,,,,
"2013","DE","94409002",,,3722.4,,,,1979,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94409003",,,3722.4,,,,2004,,"1",,"1",,"1",,,,,,,,,,"11",,,,,,,,"25",,,,,,"0",,,,,,,,,,,,
"2013","DE","94409004",,,3722.4,,,,2010,,"1",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94466301",,,3722.4,,,,1956,,"1",,"1",,"3",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94466302",,,3722.4,,,,1965,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94466303",,,3722.4,,,,1995,,"2",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","94466304",,,3722.4,,,,1999,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94531201",,,3722.4,,,,1959,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,"30",,,,,,,,,,,,,,,,,,
"2013","DE","94531202",,,3722.4,,,,1965,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94531203",,,3722.4,,,,1996,,"1",,"1",,"4",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94531204",,,3722.4,,,,1998,,"2",,"1",,"1",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94544101",,,3722.4,,,,1979,,"1",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","94544102",,,3722.4,,,,1981,,"2",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94544103",,,3722.4,,,,2010,,"2",,"1",,"2",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94544104",,,3722.4,,,,2012,,"2",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94592501",,,3722.4,,,,1965,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,"0",,"28",,,,"0",,,,,,,,,,,,,,
"2013","DE","94592502",,,3722.4,,,,1971,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94592503",,,3722.4,,,,1993,,"1",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94592504",,,3722.4,,,,1991,,"2",,"1",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94664101",,,3722.4,,,,1969,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94664102",,,3722.4,,,,1994,,"1",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,"0",,"0",,,,,,,,,,,,
"2013","DE","94664103",,,3722.4,,,,1997,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94664104",,,3722.4,,,,1999,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94664105",,,3722.4,,,,1993,,"1",,"1",,"4",,,,,,,,,,,,"4",,,,,,,,,,"0",,,,"0",,,,,,,,,,
"2013","DE","94696101",,,3722.4,,,,1978,,"2",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94696102",,,3722.4,,,,2001,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"20",,,,,,,,,,,,,,
"2013","DE","94696103",,,3722.4,,,,2002,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94696104",,,3722.4,,,,1973,,"1",,"1",,"1",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94696105",,,3722.4,,,,2001,,"2",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94706801",,,3722.4,,,,1969,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94706802",,,3722.4,,,,1994,,"1",,"1",,"4",,,,,,,,,,,,"5",,,,,,,,,,"25",,,,,,,,,,,,,,
"2013","DE","94706803",,,3722.4,,,,1997,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94706804",,,3722.4,,,,1999,,"1",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,"27",,"0",,,,,,,,,,,,
"2013","DE","94706805",,,3722.4,,,,1993,,"1",,"1",,"4",,,,,,,,,,,,"4",,,,,,"25",,,,,,,,"0",,,,,,,,,,
"2013","DE","94730401",,,3722.4,,,,1957,,"2",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94730402",,,3722.4,,,,1948,,"1",,"1",,"4",,,,,,,,,,"11",,,,,,,,,,"0",,,,,,,,,,,,,,,,
"2013","DE","94730403",,,3722.4,,,,1987,,"1",,"1",,"2",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94730404",,,3722.4,,,,1989,,"1",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","94730405",,,3722.4,,,,1994,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94743601",,,3722.4,,,,1978,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","94743602",,,3722.4,,,,2001,,"2",,"1",,"4",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94743603",,,3722.4,,,,2002,,"1",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,"16",,,,,,,,,,,,,,,,
"2013","DE","94743604",,,3722.4,,,,1973,,"1",,"1",,"2",,,,,,,,,,"11",,"4",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","94743605",,,3722.4,,,,2001,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94765901",,,3722.4,,,,1969,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,"28",,,,,,,,,,,,,,,,,,
"2013","DE","94765902",,,3722.4,,,,1994,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94765903",,,3722.4,,,,1997,,"1",,"1",,"2",,,,,,,,,,"11",,,,,,,,"30",,,,"0",,,,,,,,,,,,,,
"2013","DE","94765904",,,3722.4,,,,1999,,"1",,"1",,"4",,,,,,,,,,,,"4",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","94765905",,,3722.4,,,,1993,,"1",,"1",,"1",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94787501",,,3722.4,,,,1957,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94787502",,,3722.4,,,,1948,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94787503",,,3722.4,,,,1987,,"1",,"1",,"2",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94787504",,,3722.4,,,,1989,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94787505",,,3722.4,,,,1994,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","94821301",,,3722.4,,,,1978,,"2",,"1",,"4",,,,,,,,,,"11",,,,,,,,,,,,"35",,,,,,,,,,,,,,
"2013","DE","94821302",,,3722.4,,,,2001,,"2",,"1",,"4",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94821303",,,3722.4,,,,2002,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,"0",,,,,,,,,,,,,,,,,,,,
"2013","DE","94821304",,,3722.4,,,,1973,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94821305",,,3722.4,,,,2001,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,"20",,,,,,"0",,,,,,,,,,
"2013","DE","94838001",,,3722.4,,,,1969,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94838002",,,3722.4,,,,1994,,"1",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94838003",,,3722.4,,,,1997,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94838004",,,3722.4,,,,1999,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","94838005",,,3722.4,,,,1993,,"1",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","94892601",,,3722.4,,,,1939,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","94892602",,,3722.4,,,,1956,,"2",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94892603",,,3722.4,,,,1988,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,"25",,,,,,,,,,,,,,,,,,
"2013","DE","94892604",,,3722.4,,,,1985,,"2",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94892605",,,3722.4,,,,2008,,"1",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94892606",,,3722.4,,,,1991,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94892607",,,3722.4,,,,1992,,"1",,"1",,"2",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94892608",,,3722.4,,,,1991,,"2",,"1",,"4",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94923101",,,3722.4,,,,1939,,"1",,"1",,"1",,,,,,,,,,"11",,,,,,,,"20",,,,,,,,,,,,,,,,,,
"2013","DE","94923102",,,3722.4,,,,1956,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94923103",,,3722.4,,,,1988,,"2",,"1",,"4",,,,,,,,,,"11",,"5",,,,,,,,"2",,"0",,,,,,,,,,,,,,
"2013","DE","94923104",,,3722.4,,,,1985,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94923105",,,3722.4,,,,2008,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94923106",,,3722.4,,,,1991,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94923107",,,3722.4,,,,1992,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,"45",,,,,,,,,,,,,,
"2013","DE","94923108",,,3722.4,,,,1991,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","94926701",,,3722.4,,,,1939,,"1",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94926702",,,3722.4,,,,1956,,"2",,"1",,"4",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94926703",,,3722.4,,,,1988,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94926704",,,3722.4,,,,1985,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94926705",,,3722.4,,,,2008,,"1",,"1",,"2",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94926706",,,3722.4,,,,1991,,"1",,"2",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,"0",,"0",,,,,,,,,,
"2013","DE","94926707",,,3722.4,,,,1992,,"1",,"1",,"2",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94926708",,,3722.4,,,,1991,,"2",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94943701",,,3722.4,,,,1939,,"1",,"1",,"4",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94943702",,,3722.4,,,,1956,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94943703",,,3722.4,,,,1988,,"2",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94943704",,,3722.4,,,,1985,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94943705",,,3722.4,,,,2008,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","94943706",,,3722.4,,,,1991,,"1",,"1",,"4",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94943707",,,3722.4,,,,1992,,"1",,"1",,"1",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94943708",,,3722.4,,,,1991,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","94989501",,,3583.72549019608,,,,1956,,"2",,"2",,"3",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","95020801",,,3583.72549019608,,,,1964,,"1",,"1",,"4",,,,,,,,,,,,"4",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","95021101",,,3583.72549019608,,,,1932,,"2",,"1",,"2",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95067001",,,3583.72549019608,,,,1937,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","95182601",,,3583.72549019608,,,,1956,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95246101",,,3583.72549019608,,,,1936,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95257001",,,3583.72549019608,,,,1938,,"2",,"1",,"4",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95288201",,,3583.72549019608,,,,1965,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95307101",,,3583.72549019608,,,,1964,,"1",,"1",,"2",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95350001",,,3583.72549019608,,,,1978,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95360601",,,3583.72549019608,,,,1953,,"2",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","95404001",,,3583.72549019608,,,,1937,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95409801",,,3583.72549019608,,,,1947,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,"17",,,,"24",,,,,,,,,,,,,,
"2013","DE","95437101",,,3583.72549019608,,,,1940,,"2",,"1",,"3",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","95472701",,,3583.72549019608,,,,1943,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95485801",,,3583.72549019608,,,,1956,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","95488301",,,3583.72549019608,,,,1964,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","95499101",,,3583.72549019608,,,,1971,,"1",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95525901",,,3583.72549019608,,,,1949,,"1",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95532501",,,3583.72549019608,,,,1956,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95549101",,,3583.72549019608,,,,1935,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95602101",,,3583.72549019608,,,,1968,,"1",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","95625701",,,3583.72549019608,,,,1935,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","95644101",,,3583.72549019608,,,,1937,,"2",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95761001",,,3583.72549019608,,,,1956,,"2",,"1",,"3",,,,,,,,,,"11",,"5",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","95763101",,,3583.72549019608,,,,1966,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,"0",,,,,,,,,,,,,,,,
"2013","DE","95867501",,,3583.72549019608,,,,1949,,"1",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95897001",,,3583.72549019608,,,,1953,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","95921501",,,3583.72549019608,,,,1932,,"1",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,"0",,,,,,,,,,,,,,,,,,
"2013","DE","95940901",,,3583.72549019608,,,,1985,,"2",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","95951501",,,3583.72549019608,,,,1932,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96010001",,,3583.72549019608,,,,1935,,"2",,"1",,"1",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96069901",,,3583.72549019608,,,,1932,,"2",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96083001",,,3583.72549019608,,,,1954,,"2",,"1",,"4",,,,,,,,,,,,"4",,,,"0",,,,"0",,,,,,,,,,,,,,,,
"2013","DE","96094701",,,3583.72549019608,,,,1937,,"2",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96107701",,,3583.72549019608,,,,1932,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96119701",,,3583.72549019608,,,,1952,,"2",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96180701",,,3583.72549019608,,,,1989,,"2",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96195901",,,3583.72549019608,,,,1935,,"2",,"1",,"2",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96245301",,,3583.72549019608,,,,1989,,"2",,"1",,"3",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96248701",,,3583.72549019608,,,,1946,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96289401",,,3583.72549019608,,,,1943,,"2",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96300301",,,3583.72549019608,,,,1955,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,"0",,,,,,,,,,,,,,,,
"2013","DE","96335801",,,3583.72549019608,,,,1985,,"2",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96340601",,,3583.72549019608,,,,1978,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","96392901",,,3583.72549019608,,,,1932,,"2",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96436301",,,3583.72549019608,,,,1957,,"2",,"1",,"1",,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96436801",,,3583.72549019608,,,,1963,,"1",,"1",,"4",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96522701",,,3583.72549019608,,,,1937,,"2",,"1",,"3",,,,,,,,,,,,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","96536601",,,3583.72549019608,,,,1983,,"1",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96548401",,,3583.72549019608,,,,1968,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96584101",,,3583.72549019608,,,,1943,,"2",,"1",,"4",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96627801",,,3583.72549019608,,,,1957,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,"0",,,,,,,,,,,,,,,,,,,,
"2013","DE","96650901",,,3583.72549019608,,,,1984,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","96659701",,,3583.72549019608,,,,1982,,"2",,"1",,"3",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96770101",,,3583.72549019608,,,,1946,,"2",,"1",,"3",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","96775801",,,3583.72549019608,,,,1932,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,"0",,,,,,,,,,,,
"2013","DE","96839301",,,3583.72549019608,,,,1971,,"1",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,"0",,,,,,,,,,
"2013","DE","96873301",,,3583.72549019608,,,,1976,,"2",,"1",,"4",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96945001",,,3583.72549019608,,,,1960,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,"26",,,,,,,,,,,,,,,,,,
"2013","DE","96945002",,,3583.72549019608,,,,1987,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96988401",,,3583.72549019608,,,,1945,,"1",,"1",,"1",,,,,,,,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","DE","96988402",,,3583.72549019608,,,,1953,,"2",,"1",,"1",,,,,,,,,,"11",,"4",,,,,,,,,,"0",,,,,,,,,,,,,,
"2013","DE","96993301",,,3583.72549019608,,,,1949,,"1",,"1",,"1",,,,,,,,,,"11",,"5",,,,,,,,,,,,,,,,,,,,,,,,
