"DB010","DB020","DB030","DB040","DB062","DB090"
"2012","BE",19488,"BE21","NA","837.1082"
"2012","BE",19495,"BE21","NA","991.9522"
"2012","BE",19506,"BE21","NA","2590.104"
"2012","BE",19525,"BE21","NA","718.3288"
"2012","BE",19533,"BE21","NA","1289.799"
"2012","BE",19538,"BE21","NA","537.7152"
"2012","BE",19539,"BE21","NA","668.0776"
"2012","BE",19573,"BE21","NA","668.4002"
"2012","BE",19598,"BE21","NA","1443.083"
"2012","BE",19599,"BE21","NA","899.0204"
"2012","BE",19604,"BE21","NA","695.0888"
"2012","BE",19631,"BE21","NA","844.2892"
"2012","BE",19675,"BE21","NA","436.2111"
"2012","BE",19680,"BE21","NA","818.5687"
"2012","BE",19707,"BE21","NA","903.4739"
"2012","BE",19715,"BE21","NA","680.0496"
"2012","BE",19730,"BE21","NA","790.8999"
"2012","BE",19770,"BE21","NA","593.156"
"2012","BE",19776,"BE21","NA","3317.219"
"2012","BE",19802,"BE21","NA","864.5763"
"2012","BE",19820,"BE21","NA","693.4176"
"2012","BE",19821,"BE21","NA","435.33"
"2012","BE",19830,"BE21","NA","1013.626"
"2012","BE",19863,"BE21","NA","794.7087"
"2012","BE",19873,"BE21","NA","604.0052"
"2012","BE",19883,"BE21","NA","768.9646"
"2012","BE",19894,"BE21","NA","888.6699"
"2012","BE",19900,"BE21","NA","1800.172"
"2012","BE",19917,"BE21","NA","540.2341"
"2012","BE",19924,"BE21","NA","2241.136"
"2012","BE",19938,"BE21","NA","1254.836"
"2012","BE",19942,"BE21","NA","1326.463"
"2012","BE",19952,"BE21","NA","859.107"
"2012","BE",20004,"BE21","NA","628.745"
"2012","BE",20022,"BE21","NA","538.6833"
"2012","BE",20085,"BE21","NA","1600.779"
"2012","BE",20107,"BE21","NA","1130.169"
"2012","BE",20112,"BE21","NA","1106.564"
"2012","BE",20144,"BE21","NA","818.5657"
"2012","BE",20159,"BE21","NA","482.1961"
"2012","BE",20170,"BE21","NA","1429.736"
"2012","BE",20193,"BE21","NA","621.6212"
"2012","BE",20215,"BE21","NA","438.057"
"2012","BE",20236,"BE21","NA","734.6848"
"2012","BE",20240,"BE21","NA","638.5415"
"2012","BE",20257,"BE21","NA","1160.723"
"2012","BE",20269,"BE21","NA","985.6873"
"2012","BE",20275,"BE21","NA","1128.664"
"2012","BE",20286,"BE21","NA","669.2862"
"2012","BE",20290,"BE21","NA","694.8804"
"2012","BE",20308,"BE21","NA","365.8678"
"2012","BE",20313,"BE21","NA","453.5278"
"2012","BE",20330,"BE21","NA","900.4799"
"2012","BE",20373,"BE21","NA","547.1909"
"2012","BE",20397,"BE21","NA","957.8979"
"2012","BE",20400,"BE21","NA","1106.538"
"2012","BE",20440,"BE21","NA","453.0062"
"2012","BE",20454,"BE21","NA","1129.823"
"2012","BE",20473,"BE21","NA","294.414"
"2012","BE",20518,"BE21","NA","674.2538"
"2012","BE",20527,"BE21","NA","250.9685"
"2012","BE",20529,"BE21","NA","753.7416"
"2012","BE",20533,"BE21","NA","2087.726"
"2012","BE",20579,"BE21","NA","606.0728"
"2012","BE",20595,"BE21","NA","1871.811"
"2012","BE",20627,"BE21","NA","405.5988"
"2012","BE",20632,"BE21","NA","1226.991"
"2012","BE",20635,"BE21","NA","698.5502"
"2012","BE",20655,"BE21","NA","652.8407"
"2012","BE",20754,"BE21","NA","640.4389"
"2012","BE",20800,"BE21","NA","734.3448"
"2012","BE",20843,"BE21","NA","1351.502"
"2012","BE",20848,"BE21","NA","1182.903"
"2012","BE",20867,"BE21","NA","644.0525"
"2012","BE",20869,"BE21","NA","602.1584"
"2012","BE",20892,"BE21","NA","585.2921"
"2012","BE",20898,"BE21","NA","934.0447"
"2012","BE",20905,"BE21","NA","887.2304"
"2012","BE",20921,"BE21","NA","948.6337"
"2012","BE",20923,"BE21","NA","706.5393"
"2012","BE",20924,"BE21","NA","1495.844"
"2012","BE",20947,"BE21","NA","900.0623"
"2012","BE",21020,"BE21","NA","693.3629"
"2012","BE",21040,"BE21","NA","762.5308"
"2012","BE",21046,"BE21","NA","1025.776"
"2012","BE",21083,"BE21","NA","695.0376"
"2012","BE",21116,"BE21","NA","703.328"
"2012","BE",21129,"BE21","NA","1750.855"
"2012","BE",21147,"BE21","NA","556.5853"
"2012","BE",21151,"BE21","NA","1459.17"
"2012","BE",21290,"BE21","NA","492.83"
"2012","BE",21292,"BE21","NA","459.6289"
"2012","BE",21305,"BE21","NA","520.976"
"2012","BE",21324,"BE21","NA","609.16"
"2012","BE",21363,"BE21","NA","839.3758"
"2012","BE",21372,"BE21","NA","732.1087"
"2012","BE",21378,"BE21","NA","530.7506"
"2012","BE",21394,"BE21","NA","1088.89"
"2012","BE",21395,"BE21","NA","1093.627"
"2012","BE",21396,"BE21","NA","2548.696"
"2012","BE",21402,"BE21","NA","886.2105"
"2012","BE",21455,"BE21","NA","1154.337"
"2012","BE",21457,"BE21","NA","938.8869"
"2012","BE",21461,"BE21","NA","961.2789"
"2012","BE",21509,"BE21","NA","669.9761"
"2012","BE",21518,"BE21","NA","986.3998"
"2012","BE",21544,"BE21","NA","695.3394"
"2012","BE",21561,"BE21","NA","769.7942"
"2012","BE",21596,"BE21","NA","506.2049"
"2012","BE",21614,"BE21","NA","663.3498"
"2012","BE",21680,"BE21","NA","1443.083"
"2012","BE",21690,"BE21","NA","772.7183"
"2012","BE",21692,"BE21","NA","535.2994"
"2012","BE",21741,"BE21","NA","695.9166"
"2012","BE",21795,"BE21","NA","1032.546"
"2012","BE",21808,"BE21","NA","1481.292"
"2012","BE",21810,"BE21","NA","1195.664"
"2012","BE",21813,"BE21","NA","660.4635"
"2012","BE",21818,"BE21","NA","1149.123"
"2012","BE",21855,"BE21","NA","1989.198"
"2012","BE",21863,"BE21","NA","722.272"
"2012","BE",21864,"BE21","NA","1101.94"
"2012","BE",21876,"BE21","NA","747.2093"
"2012","BE",21878,"BE21","NA","761.1268"
"2012","BE",21899,"BE21","NA","767.5831"
"2012","BE",21926,"BE21","NA","699.2729"
"2012","BE",21928,"BE21","NA","2578.285"
"2012","BE",21945,"BE21","NA","754.3489"
"2012","BE",21958,"BE21","NA","617.4621"
"2012","BE",21959,"BE21","NA","661.8611"
"2012","BE",21981,"BE21","NA","1114.397"
"2012","BE",22000,"BE21","NA","1564.503"
"2012","BE",22010,"BE21","NA","503.6048"
"2012","BE",22023,"BE21","NA","784.4759"
"2012","BE",22027,"BE21","NA","852.0666"
"2012","BE",22082,"BE21","NA","777.0343"
"2012","BE",22112,"BE21","NA","670.6899"
"2012","BE",22114,"BE21","NA","695.2285"
"2012","BE",22147,"BE21","NA","2018.464"
"2012","BE",22186,"BE21","NA","1221.577"
"2012","BE",22216,"BE21","NA","557.9241"
"2012","BE",22219,"BE21","NA","651.931"
"2012","BE",22231,"BE21","NA","915.9477"
"2012","BE",22239,"BE21","NA","764.6835"
"2012","BE",22252,"BE21","NA","751.4493"
"2012","BE",22257,"BE21","NA","1279.652"
"2012","BE",22262,"BE21","NA","3545.507"
"2012","BE",22397,"BE21","NA","1167.911"
"2012","BE",22442,"BE21","NA","604.8066"
"2012","BE",22481,"BE21","NA","554.2278"
"2012","BE",22496,"BE21","NA","5849.687"
"2012","BE",22502,"BE21","NA","1846.472"
"2012","BE",22508,"BE21","NA","681.5331"
"2012","BE",22512,"BE21","NA","733.7932"
"2012","BE",22551,"BE21","NA","1444.253"
"2012","BE",22553,"BE21","NA","790.7427"
"2012","BE",22556,"BE21","NA","612.7448"
"2012","BE",22594,"BE21","NA","1225.341"
"2012","BE",22620,"BE21","NA","854.5764"
"2012","BE",22624,"BE21","NA","566.0186"
"2012","BE",22636,"BE21","NA","1053.199"
"2012","BE",22658,"BE21","NA","532.4893"
"2012","BE",22663,"BE21","NA","1172.346"
"2012","BE",22708,"BE21","NA","785.3783"
"2012","BE",22749,"BE21","NA","3359.886"
"2012","BE",22785,"BE21","NA","557.9241"
"2012","BE",22822,"BE21","NA","757.1244"
"2012","BE",22825,"BE21","NA","760.9696"
"2012","BE",22831,"BE21","NA","851.75"
"2012","BE",22864,"BE21","NA","674.0358"
"2012","BE",22909,"BE21","NA","856.7536"
"2012","BE",22920,"BE21","NA","1030.826"
"2012","BE",22964,"BE21","NA","444.4855"
"2012","BE",22967,"BE21","NA","587.0657"
"2012","BE",22990,"BE21","NA","790.0189"
"2012","BE",23053,"BE21","NA","892.5065"
"2012","BE",23078,"BE21","NA","734.3448"
"2012","BE",23085,"BE21","NA","1677.031"
"2012","BE",23119,"BE21","NA","571.0707"
"2012","BE",23122,"BE21","NA","621.9543"
"2012","BE",23123,"BE21","NA","1515.352"
"2012","BE",23132,"BE21","NA","997.8689"
"2012","BE",23148,"BE21","NA","819.6118"
"2012","BE",23199,"BE21","NA","424.0173"
"2012","BE",23219,"BE21","NA","578.8575"
"2012","BE",23221,"BE21","NA","1153.95"
"2012","BE",23222,"BE21","NA","2195.167"
"2012","BE",23229,"BE21","NA","865.8376"
"2012","BE",23232,"BE21","NA","642.8335"
"2012","BE",23278,"BE21","NA","2495.375"
"2012","BE",23281,"BE21","NA","2658.331"
"2012","BE",23285,"BE21","NA","972.0776"
"2012","BE",23288,"BE21","NA","886.3752"
"2012","BE",23345,"BE21","NA","819.4712"
"2012","BE",23362,"BE21","NA","545.3885"
"2012","BE",23375,"BE21","NA","974.3674"
"2012","BE",23402,"BE21","NA","2282.853"
"2012","BE",23427,"BE21","NA","813.8734"
"2012","BE",23479,"BE21","NA","702.1742"
"2012","BE",23499,"BE21","NA","1121.69"
"2012","BE",23520,"BE21","NA","472.4748"
"2012","BE",23522,"BE21","NA","857.1905"
"2012","BE",23566,"BE21","NA","727.8744"
"2012","BE",23580,"BE21","NA","1800.172"
"2012","BE",23613,"BE21","NA","627.5179"
"2012","BE",23622,"BE21","NA","662.3858"
"2012","BE",23652,"BE21","NA","465.9951"
"2012","BE",23653,"BE21","NA","489.964"
"2012","BE",23657,"BE21","NA","1057.476"
"2012","BE",23684,"BE21","NA","752.3118"
"2012","BE",23722,"BE21","NA","710.3875"
"2012","BE",23732,"BE21","NA","671.3423"
"2012","BE",23734,"BE21","NA","1184.534"
"2012","BE",23752,"BE21","NA","1049.8"
"2012","BE",23771,"BE21","NA","1759.345"
"2012","BE",23773,"BE21","NA","1879.456"
"2012","BE",23777,"BE21","NA","683.4791"
"2012","BE",23788,"BE21","NA","671.5466"
"2012","BE",23819,"BE21","NA","936.6708"
"2012","BE",23843,"BE21","NA","1319.54"
"2012","BE",23846,"BE21","NA","571.5661"
"2012","BE",23885,"BE21","NA","1840.298"
"2012","BE",23890,"BE21","NA","1389.744"
"2012","BE",23926,"BE21","NA","1076.478"
"2012","BE",23934,"BE21","NA","983.8414"
"2012","BE",23964,"BE21","NA","1174.015"
"2012","BE",23980,"BE21","NA","734.1962"
"2012","BE",23981,"BE21","NA","1652.782"
"2012","BE",23988,"BE21","NA","690.7987"
"2012","BE",24027,"BE21","NA","656.3242"
"2012","BE",24030,"BE21","NA","3724.037"
"2012","BE",24050,"BE21","NA","720.8364"
"2012","BE",24054,"BE21","NA","722.6981"
"2012","BE",24060,"BE21","NA","739.2087"
"2012","BE",24098,"BE21","NA","668.4747"
"2012","BE",24103,"BE21","NA","729.4379"
"2012","BE",24124,"BE21","NA","791.1478"
"2012","BE",24161,"BE21","NA","968.1523"
"2012","BE",24249,"BE21","NA","607.2818"
"2012","BE",24275,"BE21","NA","663.1805"
"2012","BE",24279,"BE21","NA","507.0011"
"2012","BE",24289,"BE21","NA","1070.065"
"2012","BE",24290,"BE21","NA","899.3713"
"2012","BE",24303,"BE21","NA","1061.522"
"2012","BE",24348,"BE21","NA","575.8165"
"2012","BE",24376,"BE21","NA","640.7769"
"2012","BE",24377,"BE21","NA","1011.83"
"2012","BE",24391,"BE21","NA","658.7939"
"2012","BE",24392,"BE21","NA","1398.806"
"2012","BE",24399,"BE21","NA","693.6326"
"2012","BE",24406,"BE21","NA","994.0181"
"2012","BE",24416,"BE21","NA","554.0702"
"2012","BE",24434,"BE21","NA","1557.864"
"2012","BE",24437,"BE21","NA","818.5687"
"2012","BE",24467,"BE21","NA","838.8168"
"2012","BE",24490,"BE21","NA","591.8547"
"2012","BE",24547,"BE21","NA","642.6737"
"2012","BE",24586,"BE21","NA","596.6551"
"2012","BE",24609,"BE21","NA","1093.741"
"2012","BE",24677,"BE21","NA","699.9283"
"2012","BE",24682,"BE21","NA","822.3905"
"2012","BE",24733,"BE21","NA","439.5524"
"2012","BE",24785,"BE21","NA","232.8781"
"2012","BE",24815,"BE21","NA","682.474"
"2012","BE",24817,"BE21","NA","1435.316"
"2012","BE",24821,"BE21","NA","746.084"
"2012","BE",24861,"BE21","NA","642.3743"
"2012","BE",24899,"BE21","NA","891.8213"
"2012","BE",24906,"BE21","NA","830.4146"
"2012","BE",24924,"BE21","NA","714.0956"
"2012","BE",24940,"BE21","NA","714.8882"
"2012","BE",24972,"BE21","NA","904.6066"
"2012","BE",25044,"BE21","NA","3724.037"
"2012","BE",25048,"BE21","NA","260.812"
"2012","BE",25070,"BE21","NA","923.96"
"2012","BE",25090,"BE21","NA","601.2085"
"2012","BE",25160,"BE21","NA","860.8583"
"2012","BE",25180,"BE21","NA","1813.177"
"2012","BE",25181,"BE21","NA","1649.348"
"2012","BE",25206,"BE21","NA","1456.083"
"2012","BE",25228,"BE21","NA","371.7469"
"2012","BE",25259,"BE21","NA","901.5009"
"2012","BE",25297,"BE21","NA","1334.374"
"2012","BE",25332,"BE21","NA","1654.797"
"2012","BE",25339,"BE21","NA","1675.743"
"2012","BE",25403,"BE21","NA","1067.523"
"2012","BE",25414,"BE21","NA","1191.432"
"2012","BE",25418,"BE21","NA","355.5855"
"2012","BE",25432,"BE21","NA","1311.22"
"2012","BE",25451,"BE21","NA","1453.671"
"2012","BE",25459,"BE21","NA","643.664"
"2012","BE",25460,"BE21","NA","604.076"
"2012","BE",25461,"BE21","NA","1721.736"
"2012","BE",25498,"BE21","NA","648.5839"
"2012","BE",25499,"BE21","NA","1150.494"
"2012","BE",25513,"BE21","NA","737.3151"
"2012","BE",25540,"BE21","NA","883.438"
"2012","BE",25569,"BE21","NA","467.6207"
"2012","BE",25603,"BE21","NA","480.0323"
"2012","BE",25619,"BE21","NA","657.4022"
"2012","BE",25623,"BE21","NA","563.5108"
"2012","BE",25626,"BE21","NA","762.5966"
"2012","BE",25633,"BE21","NA","444.4855"
"2012","BE",25647,"BE21","NA","1023.597"
"2012","BE",25681,"BE21","NA","1175.143"
"2012","BE",25694,"BE21","NA","716.5486"
"2012","BE",25736,"BE21","NA","689.3109"
"2012","BE",25747,"BE21","NA","326.1142"
"2012","BE",25772,"BE21","NA","773.3242"
"2012","BE",25773,"BE21","NA","3317.219"
"2012","BE",25774,"BE21","NA","734.0335"
"2012","BE",25794,"BE21","NA","2665.978"
"2012","BE",25815,"BE21","NA","933.5174"
"2012","BE",25832,"BE21","NA","936.6708"
"2012","BE",25851,"BE21","NA","757.1202"
"2012","BE",25855,"BE21","NA","1054.852"
"2012","BE",25952,"BE21","NA","1294.186"
"2012","BE",25979,"BE21","NA","656.2721"
"2012","BE",25984,"BE21","NA","686.4422"
"2012","BE",25993,"BE21","NA","885.3609"
"2012","BE",25995,"BE21","NA","462.8912"
"2012","BE",26032,"BE21","NA","739.6194"
"2012","BE",26043,"BE21","NA","729.6028"
"2012","BE",26048,"BE21","NA","785.989"
"2012","BE",26137,"BE21","NA","1528.317"
"2012","BE",26152,"BE21","NA","525.9949"
"2012","BE",26166,"BE21","NA","2331.069"
"2012","BE",26167,"BE21","NA","1508.065"
"2012","BE",26171,"BE21","NA","1496.617"
"2012","BE",26185,"BE21","NA","650.6023"
"2012","BE",26221,"BE21","NA","859.4775"
"2012","BE",26222,"BE21","NA","1504.037"
"2012","BE",26231,"BE21","NA","584.8567"
"2012","BE",26248,"BE21","NA","654.7833"
"2012","BE",26279,"BE21","NA","819.6132"
"2012","BE",26280,"BE21","NA","2069.114"
"2012","BE",26285,"BE21","NA","632.5846"
"2012","BE",26349,"BE21","NA","640.8706"
"2012","BE",26392,"BE21","NA","468.6952"
"2012","BE",26413,"BE21","NA","2850.888"
"2012","BE",26426,"BE21","NA","1055.986"
"2012","BE",26473,"BE21","NA","2241.136"
"2012","BE",26481,"BE21","NA","641.3905"
"2012","BE",26499,"BE21","NA","773.5031"
"2012","BE",26548,"BE21","NA","1734.591"
"2012","BE",26551,"BE21","NA","1013.626"
"2012","BE",26557,"BE21","NA","455.376"
"2012","BE",26567,"BE21","NA","586.2597"
"2012","BE",26582,"BE21","NA","868.4729"
"2012","BE",26604,"BE22","NA","857.1905"
"2012","BE",26618,"BE22","NA","2719.517"
"2012","BE",26621,"BE22","NA","727.1053"
"2012","BE",26659,"BE22","NA","940.6167"
"2012","BE",26666,"BE22","NA","1168.944"
"2012","BE",26673,"BE22","NA","472.5932"
"2012","BE",26698,"BE22","NA","382.8063"
"2012","BE",26720,"BE22","NA","733.7932"
"2012","BE",26741,"BE22","NA","603.7356"
"2012","BE",26751,"BE22","NA","703.8618"
"2012","BE",26785,"BE22","NA","444.7766"
"2012","BE",26803,"BE22","NA","1677.22"
"2012","BE",26840,"BE22","NA","958.148"
"2012","BE",26875,"BE22","NA","673.6668"
"2012","BE",26877,"BE22","NA","1053.778"
"2012","BE",26883,"BE22","NA","789.0254"
"2012","BE",26893,"BE22","NA","872.8751"
"2012","BE",26897,"BE22","NA","739.2087"
"2012","BE",26913,"BE22","NA","1288.035"
"2012","BE",26919,"BE22","NA","891.9827"
"2012","BE",26928,"BE22","NA","891.9827"
"2012","BE",26944,"BE22","NA","675.8617"
"2012","BE",26983,"BE22","NA","1275.267"
"2012","BE",26992,"BE22","NA","856.64"
"2012","BE",26993,"BE22","NA","957.1824"
"2012","BE",27002,"BE22","NA","687.9331"
"2012","BE",27003,"BE22","NA","1153.95"
"2012","BE",27030,"BE22","NA","846.6913"
"2012","BE",27048,"BE22","NA","751.737"
"2012","BE",27069,"BE22","NA","687.6543"
"2012","BE",27072,"BE22","NA","638.7286"
"2012","BE",27083,"BE22","NA","1162.032"
"2012","BE",27086,"BE22","NA","947.7343"
"2012","BE",27100,"BE22","NA","934.3539"
"2012","BE",27108,"BE22","NA","808.9336"
"2012","BE",27114,"BE22","NA","578.8575"
"2012","BE",27119,"BE22","NA","728.8463"
"2012","BE",27128,"BE22","NA","2748.407"
"2012","BE",27161,"BE22","NA","2319.841"
"2012","BE",27165,"BE22","NA","2087.762"
"2012","BE",27173,"BE22","NA","1161.241"
"2012","BE",27188,"BE22","NA","498.1098"
"2012","BE",27192,"BE22","NA","2863.627"
"2012","BE",27216,"BE22","NA","1980.198"
"2012","BE",27227,"BE22","NA","1390.689"
"2012","BE",27239,"BE22","NA","1217.384"
"2012","BE",27242,"BE22","NA","1165.682"
"2012","BE",27256,"BE22","NA","5238.715"
"2012","BE",27267,"BE22","NA","419.647"
"2012","BE",27269,"BE22","NA","980.3335"
"2012","BE",27273,"BE22","NA","2688.899"
"2012","BE",27280,"BE22","NA","883.1298"
"2012","BE",27282,"BE22","NA","704.0891"
"2012","BE",27311,"BE22","NA","743.7824"
"2012","BE",27333,"BE22","NA","1000.419"
"2012","BE",27335,"BE22","NA","854.5038"
"2012","BE",27367,"BE22","NA","1307.69"
"2012","BE",27389,"BE22","NA","842.54"
"2012","BE",27393,"BE22","NA","1495.844"
"2012","BE",27413,"BE22","NA","1087.061"
"2012","BE",27434,"BE22","NA","1420.553"
"2012","BE",27442,"BE22","NA","1603.166"
"2012","BE",27444,"BE22","NA","8189.915"
"2012","BE",27467,"BE22","NA","1009.296"
"2012","BE",27477,"BE22","NA","1093.138"
"2012","BE",27522,"BE22","NA","666.9649"
"2012","BE",27524,"BE22","NA","1317.709"
"2012","BE",27535,"BE22","NA","1452.198"
"2012","BE",27538,"BE22","NA","688.5569"
"2012","BE",27540,"BE22","NA","719.5242"
"2012","BE",27551,"BE22","NA","1329.127"
"2012","BE",27568,"BE22","NA","1496.492"
"2012","BE",27584,"BE22","NA","2765.053"
"2012","BE",27596,"BE22","NA","928.8126"
"2012","BE",27604,"BE22","NA","628.1168"
"2012","BE",27647,"BE22","NA","1223.606"
"2012","BE",27649,"BE22","NA","921.8177"
"2012","BE",27660,"BE22","NA","2688.899"
"2012","BE",27670,"BE22","NA","664.6874"
"2012","BE",27684,"BE22","NA","1271.019"
"2012","BE",27697,"BE22","NA","875.7961"
"2012","BE",27699,"BE22","NA","586.4973"
"2012","BE",27711,"BE22","NA","808.2358"
"2012","BE",27756,"BE22","NA","3849.351"
"2012","BE",27761,"BE22","NA","1610.555"
"2012","BE",27764,"BE22","NA","598.2044"
"2012","BE",27780,"BE22","NA","928.8126"
"2012","BE",27785,"BE22","NA","2195.167"
"2012","BE",27829,"BE22","NA","651.5435"
"2012","BE",27854,"BE22","NA","1575.531"
"2012","BE",27858,"BE22","NA","1340.837"
"2012","BE",27882,"BE22","NA","1112.17"
"2012","BE",27884,"BE22","NA","706.6134"
"2012","BE",27894,"BE22","NA","983.8158"
"2012","BE",27908,"BE22","NA","1211.903"
"2012","BE",27944,"BE22","NA","842.54"
"2012","BE",27953,"BE22","NA","1215.294"
"2012","BE",27955,"BE22","NA","617.4018"
"2012","BE",27957,"BE22","NA","904.3841"
"2012","BE",27991,"BE22","NA","1359.901"
"2012","BE",27998,"BE22","NA","445.9492"
"2012","BE",28000,"BE22","NA","974.7992"
"2012","BE",28011,"BE22","NA","1942.936"
"2012","BE",28025,"BE22","NA","776.6658"
"2012","BE",28027,"BE22","NA","1332.792"
"2012","BE",28054,"BE22","NA","1196.508"
"2012","BE",28101,"BE22","NA","919.2174"
"2012","BE",28102,"BE22","NA","719.7374"
"2012","BE",28110,"BE22","NA","597.4332"
"2012","BE",28115,"BE22","NA","928.3134"
"2012","BE",28172,"BE22","NA","1063.622"
"2012","BE",28180,"BE22","NA","800.5721"
"2012","BE",28190,"BE22","NA","919.541"
"2012","BE",28219,"BE22","NA","1097.541"
"2012","BE",28234,"BE22","NA","2615.112"
"2012","BE",28248,"BE22","NA","1703.809"
"2012","BE",28252,"BE22","NA","1227.746"
"2012","BE",28260,"BE22","NA","1071.18"
"2012","BE",28262,"BE22","NA","1610.817"
"2012","BE",28274,"BE22","NA","2825.366"
"2012","BE",28281,"BE22","NA","595.8618"
"2012","BE",28297,"BE22","NA","514.9216"
"2012","BE",28369,"BE22","NA","571.5661"
"2012","BE",28406,"BE22","NA","1009.615"
"2012","BE",28408,"BE22","NA","316.8877"
"2012","BE",28421,"BE22","NA","1472.772"
"2012","BE",28431,"BE22","NA","818.5687"
"2012","BE",28445,"BE22","NA","812.8777"
"2012","BE",28446,"BE22","NA","1607.618"
"2012","BE",28461,"BE22","NA","1156.879"
"2012","BE",28486,"BE22","NA","3317.219"
"2012","BE",28490,"BE22","NA","498.0271"
"2012","BE",28498,"BE22","NA","1407.943"
"2012","BE",28523,"BE22","NA","548.1198"
"2012","BE",28564,"BE22","NA","606.9076"
"2012","BE",28582,"BE22","NA","947.7365"
"2012","BE",28603,"BE22","NA","659.4315"
"2012","BE",28611,"BE22","NA","487.2494"
"2012","BE",28642,"BE22","NA","938.8784"
"2012","BE",28646,"BE22","NA","1032.637"
"2012","BE",28649,"BE22","NA","1629.064"
"2012","BE",28664,"BE22","NA","808.2118"
"2012","BE",28691,"BE22","NA","768.3652"
"2012","BE",28700,"BE22","NA","688.7547"
"2012","BE",28706,"BE22","NA","1750.855"
"2012","BE",28709,"BE22","NA","1344.757"
"2012","BE",28714,"BE22","NA","772.2338"
"2012","BE",28715,"BE22","NA","660.5119"
"2012","BE",28799,"BE22","NA","1726.404"
"2012","BE",28806,"BE22","NA","567.4484"
"2012","BE",28819,"BE22","NA","1811.785"
"2012","BE",28825,"BE22","NA","790.4147"
"2012","BE",28828,"BE22","NA","961.6031"
"2012","BE",28836,"BE22","NA","523.4756"
"2012","BE",28858,"BE22","NA","1184.534"
"2012","BE",28882,"BE22","NA","2748.407"
"2012","BE",28884,"BE22","NA","1556.432"
"2012","BE",28889,"BE22","NA","684.0936"
"2012","BE",28908,"BE22","NA","702.5575"
"2012","BE",28912,"BE22","NA","975.1641"
"2012","BE",28933,"BE22","NA","755.5953"
"2012","BE",28939,"BE22","NA","593.3016"
"2012","BE",28941,"BE22","NA","1244.906"
"2012","BE",28964,"BE22","NA","982.9784"
"2012","BE",28982,"BE22","NA","940.6167"
"2012","BE",28986,"BE22","NA","1078.105"
"2012","BE",28990,"BE22","NA","1882.44"
"2012","BE",29021,"BE22","NA","798.8695"
"2012","BE",29037,"BE22","NA","640.3161"
"2012","BE",29039,"BE22","NA","1783.035"
"2012","BE",29049,"BE22","NA","727.5149"
"2012","BE",29050,"BE22","NA","3359.886"
"2012","BE",29051,"BE22","NA","1110.906"
"2012","BE",29055,"BE22","NA","895.7937"
"2012","BE",29076,"BE22","NA","736.6554"
"2012","BE",29081,"BE22","NA","902.4267"
"2012","BE",29088,"BE22","NA","916.9534"
"2012","BE",29112,"BE22","NA","664.9646"
"2012","BE",29141,"BE22","NA","756.6744"
"2012","BE",29154,"BE22","NA","949.6744"
"2012","BE",29157,"BE22","NA","706.902"
"2012","BE",29160,"BE22","NA","733.3787"
"2012","BE",29163,"BE22","NA","1356.203"
"2012","BE",29176,"BE22","NA","703.4803"
"2012","BE",29189,"BE22","NA","969.9535"
"2012","BE",29208,"BE22","NA","405.7062"
"2012","BE",29246,"BE22","NA","617.4621"
"2012","BE",29248,"BE22","NA","478.9241"
"2012","BE",29250,"BE22","NA","1796.195"
"2012","BE",29292,"BE22","NA","1496.492"
"2012","BE",29318,"BE22","NA","436.2111"
"2012","BE",29325,"BE22","NA","949.6744"
"2012","BE",29327,"BE22","NA","1087.007"
"2012","BE",29355,"BE22","NA","571.357"
"2012","BE",29360,"BE22","NA","785.7783"
"2012","BE",29369,"BE22","NA","861.9954"
"2012","BE",29375,"BE22","NA","734.2259"
"2012","BE",29400,"BE22","NA","1532.865"
"2012","BE",29410,"BE22","NA","1892.875"
"2012","BE",29414,"BE22","NA","621.7571"
"2012","BE",29415,"BE22","NA","2165.595"
"2012","BE",29428,"BE22","NA","2376.103"
"2012","BE",29463,"BE22","NA","1059.349"
"2012","BE",29467,"BE22","NA","1639.59"
"2012","BE",29475,"BE22","NA","2432.244"
"2012","BE",29478,"BE22","NA","679.258"
"2012","BE",29524,"BE22","NA","591.4984"
"2012","BE",29570,"BE22","NA","3236.219"
"2012","BE",29587,"BE22","NA","1647.952"
"2012","BE",29669,"BE22","NA","530.8135"
"2012","BE",29715,"BE22","NA","621.6212"
"2012","BE",29734,"BE22","NA","1287.074"
"2012","BE",29736,"BE22","NA","1568.297"
"2012","BE",29757,"BE22","NA","2569.773"
"2012","BE",29761,"BE22","NA","802.6808"
"2012","BE",29815,"BE22","NA","994.1284"
"2012","BE",29824,"BE22","NA","1139.266"
"2012","BE",29836,"BE22","NA","1269.433"
"2012","BE",29851,"BE22","NA","776.3152"
"2012","BE",29862,"BE22","NA","1709.809"
"2012","BE",29865,"BE22","NA","425.6986"
"2012","BE",29870,"BE22","NA","2058.775"
"2012","BE",29875,"BE22","NA","1440.43"
"2012","BE",29937,"BE22","NA","940.6167"
"2012","BE",29959,"BE22","NA","1124.074"
"2012","BE",29984,"BE22","NA","1469.821"
"2012","BE",29988,"BE22","NA","397.5172"
"2012","BE",30003,"BE22","NA","2069.114"
"2012","BE",30014,"BE22","NA","1292.318"
"2012","BE",30044,"BE22","NA","1053.316"
"2012","BE",30046,"BE22","NA","815.8593"
"2012","BE",30050,"BE22","NA","429.5923"
"2012","BE",30093,"BE22","NA","1227.018"
"2012","BE",30097,"BE22","NA","851.995"
