,PB030: PERSONAL ID,PB020: COUNTRY,PB010: YEAR OF THE SURVEY,PB140: YEAR OF BIRTH,PB150: SEX,PB190: MARITAL STATUS,PB200: CONSENSUAL UNION,PB220A: CITIZENSHIP,PE010: CURRENT EDUCATION ACTIVITY,PE040: HIGHEST ISCED LEVEL ATTAINED,PL031: SELF-DEFINED CURRENT ECONOMIC STATUS,PL035: WORKED AT LEAST 1 HOUR DURING THE PREVIOUS WEEK,PL051: OCCUPATION (ISCO-08 (COM)),PL150: MANAGERIAL POSITION,PH010: GENERAL HEALTH,PH020: SUFFER FROM ANY A CHRONIC (LONG-STANDING) ILLNESS OR CONDITION,PH030: LIMITATION IN ACTIVITIES BECAUSE OF HEALTH PROBLEMS,PH040: UNMET NEED FOR MEDICAL EXAMINATION OR TREATMENT,PH060: UNMET NEED FOR DENTAL EXAMINATION OR TREATMENT,PY010G_PY020G_PY021G_PY050G: EMPLOYEE INCOME,PY035G: CONTRIBUTIONS TO INDIVIDUAL PRIVATE PENSION PLANS,PY080G: PENSION FROM INDIVIDUAL PRIVATE PLANS,PY090G++: SOCIAL BENEFITS,PY090G: UNEMPLOYMENT BENEFITS,PY100G: OLD-AGE BENEFITS,PY110G: SURVIVOR’ BENEFITS,PY120G: SICKNESS BENEFITS,PY130G: DISABILITY BENEFITS,PY140G: EDUCATION-RELATED ALLOWANCES,PD020: Replace worn-out clothes by some new (not second-hand) ones,PD030: Two pairs of properly fitting shoes,PD050: Get-together with friends/family (relatives) for a drink/meal at least once a month,PD060: Regularly participate in a leisure activity,PD070: Spend a small amount of money each week on yourself,PD080: Internet connection for personal use at home,PW130: TRUST IN THE POLITICAL SYSTEM
4570,92078302,DE,2013,1942,2,1.0,1,0,2,1.0,7.0,1,52.0,2.0,2.0,2.0,1.0,2,2,0.0,500,4298.44,8726.9,0.0,8726.9,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0
4572,92164102,DE,2013,1989,1,1.0,1,0,1,2.0,6.0,2,-1.0,-1.0,1.0,2.0,3.0,2,2,642.77,2240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0
4573,92181901,DE,2013,1987,2,1.0,1,0,1,2.0,6.0,2,-1.0,2.0,1.0,1.0,3.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0
4574,92181902,DE,2013,1986,1,1.0,1,0,2,3.0,5.0,1,41.0,2.0,2.0,1.0,3.0,2,2,2547.9,1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,-1.0
4575,92185701,DE,2013,1988,2,1.0,3,0,2,5.0,2.0,1,31.0,2.0,2.0,1.0,3.0,2,2,8085.23,0,0.0,1865.82,0.0,0.0,0.0,1865.82,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
4576,92221801,DE,2013,1949,1,5.0,1,0,2,5.0,7.0,2,25.0,2.0,2.0,2.0,2.0,2,2,0.0,1775,0.0,16552.52,0.0,16552.52,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0
4577,92221802,DE,2013,1986,1,1.0,3,0,2,5.0,1.0,2,24.0,2.0,3.0,2.0,3.0,2,2,29905.74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0
4580,92267801,DE,2013,1935,1,2.0,3,0,2,5.0,7.0,2,25.0,2.0,2.0,2.0,2.0,2,2,0.0,1400,0.0,20317.2,0.0,20317.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0
4581,92267802,DE,2013,1936,2,4.0,1,0,2,5.0,7.0,1,23.0,2.0,2.0,2.0,3.0,2,2,0.0,0,0.0,23188.91,0.0,23188.91,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0
4583,92296702,DE,2013,1932,2,2.0,1,0,2,5.0,7.0,2,23.0,2.0,2.0,1.0,1.0,2,2,0.0,0,0.0,10805.32,0.0,10805.32,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0
4584,92310601,DE,2013,1936,1,2.0,1,0,2,3.0,7.0,1,51.0,2.0,3.0,2.0,3.0,2,2,0.0,0,0.0,16197.5,0.0,16197.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,-1.0
4585,92310602,DE,2013,1937,2,2.0,1,0,2,2.0,7.0,1,51.0,2.0,2.0,1.0,1.0,2,2,0.0,2400,0.0,23476.0,0.0,23476.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0
4587,92315602,DE,2013,1936,2,2.0,3,0,2,3.0,7.0,1,81.0,2.0,3.0,2.0,3.0,1,2,0.0,0,0.0,20484.39,0.0,20484.39,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,-1.0
4589,92343602,DE,2013,1993,2,1.0,2,0,2,2.0,6.0,2,96.0,2.0,2.0,2.0,3.0,2,1,5586.99,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
4590,92403401,DE,2013,1973,2,4.0,3,0,2,2.0,11.0,1,83.0,2.0,2.0,1.0,3.0,-1,2,0.0,0,22889.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
4591,92403402,DE,2013,1991,1,3.0,3,0,2,3.0,6.0,2,-1.0,2.0,1.0,2.0,3.0,2,2,0.0,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,-1.0
4592,92415401,DE,2013,1989,2,1.0,1,0,1,2.0,2.0,1,21.0,1.0,3.0,2.0,-1.0,2,2,12502.91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0
4593,92415402,DE,2013,1989,1,1.0,3,0,2,2.0,2.0,1,24.0,2.0,3.0,2.0,3.0,2,1,10660.38,0,0.0,2944.86,0.0,2944.86,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,7.0
4594,92465801,DE,2013,1936,1,2.0,1,0,2,3.0,7.0,1,52.0,2.0,1.0,1.0,3.0,2,2,360.0,790,0.0,28167.53,0.0,28167.53,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0
4595,92465802,DE,2013,1937,2,2.0,3,0,2,3.0,7.0,1,44.0,-1.0,1.0,2.0,3.0,2,2,0.0,0,0.0,23976.2,0.0,23976.2,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0
4597,92496102,DE,2013,1945,2,5.0,1,0,1,1.0,7.0,2,51.0,2.0,3.0,2.0,2.0,2,2,0.0,1268,0.0,18933.83,0.0,18933.83,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0
4598,92525701,DE,2013,1935,1,2.0,1,0,2,3.0,7.0,1,61.0,2.0,2.0,1.0,3.0,2,2,21355.63,920,0.0,2797.97,0.0,0.0,0.0,0.0,2797.97,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0
4599,92525702,DE,2013,1936,2,4.0,1,0,2,2.0,7.0,2,83.0,1.0,3.0,2.0,3.0,2,1,0.0,4700,0.0,19844.11,0.0,19844.11,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0
4600,92610501,DE,2013,1973,2,2.0,3,1,2,3.0,1.0,1,31.0,2.0,2.0,2.0,3.0,1,2,32495.33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0
4601,92610502,DE,2013,1991,1,3.0,3,0,2,3.0,6.0,2,-1.0,2.0,2.0,2.0,3.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0
4602,92616301,DE,2013,1935,1,2.0,1,0,2,3.0,7.0,1,44.0,2.0,3.0,2.0,3.0,2,2,0.0,0,0.0,24547.48,0.0,24547.48,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0
4603,92616302,DE,2013,1936,2,2.0,3,0,2,5.0,7.0,1,32.0,2.0,2.0,2.0,3.0,2,2,0.0,0,0.0,36686.83,0.0,36686.83,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0
4604,92652601,DE,2013,1938,1,2.0,3,0,2,3.0,7.0,2,61.0,1.0,2.0,2.0,1.0,2,1,0.0,200,0.0,15479.94,0.0,15479.94,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
4605,92652602,DE,2013,1940,2,4.0,3,0,2,2.0,7.0,1,93.0,2.0,2.0,2.0,2.0,2,-1,0.0,0,0.0,9146.61,0.0,9146.61,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0
4606,92685001,DE,2013,1943,1,2.0,1,0,2,3.0,7.0,2,41.0,2.0,1.0,2.0,3.0,1,2,0.0,1036,0.0,12807.24,0.0,0.0,0.0,0.0,12807.24,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
4607,92685002,DE,2013,1946,2,2.0,1,0,2,3.0,7.0,1,44.0,2.0,1.0,2.0,2.0,2,2,0.0,1400,0.0,14313.19,0.0,14313.19,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,-1.0
4608,92708901,DE,2013,1977,1,1.0,1,0,2,3.0,1.0,1,41.0,2.0,2.0,2.0,3.0,2,2,64346.34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
4609,92708902,DE,2013,1986,2,1.0,1,0,2,5.0,1.0,1,26.0,2.0,2.0,1.0,3.0,2,2,4819.85,1633,0.0,7578.39,0.0,0.0,0.0,7578.39,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,7.0
4610,92710101,DE,2013,1983,2,1.0,3,0,2,2.0,1.0,1,31.0,1.0,2.0,1.0,1.0,1,2,40013.0,3404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0
4611,92710102,DE,2013,1980,1,2.0,1,0,2,3.0,1.0,1,74.0,1.0,1.0,-1.0,1.0,2,2,45788.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
4612,92754001,DE,2013,1962,1,2.0,1,0,2,2.0,5.0,2,22.0,2.0,3.0,1.0,3.0,2,2,0.0,0,0.0,11896.66,11896.66,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
4613,92754002,DE,2013,1959,2,2.0,1,0,2,3.0,2.0,2,31.0,2.0,2.0,1.0,3.0,2,2,9287.91,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,-1.0
4614,92823601,DE,2013,1975,1,2.0,1,0,2,5.0,1.0,1,23.0,1.0,3.0,1.0,3.0,2,2,55828.0,1207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0
4615,92823602,DE,2013,1979,2,2.0,1,0,2,5.0,1.0,1,94.0,2.0,2.0,1.0,3.0,2,2,27956.18,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,8.0
4616,92863701,DE,2013,1975,1,5.0,3,0,2,3.0,5.0,2,23.0,2.0,4.0,2.0,3.0,2,2,0.0,0,0.0,9976.69,9976.69,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0
4617,92863702,DE,2013,1979,2,2.0,1,0,2,5.0,2.0,1,44.0,1.0,2.0,-1.0,2.0,2,2,30230.05,3255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0
4618,92928801,DE,2013,1957,1,2.0,1,0,2,5.0,1.0,1,21.0,2.0,1.0,2.0,3.0,2,2,54484.96,1633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
4620,92928803,DE,2013,1990,1,1.0,3,0,2,4.0,1.0,1,33.0,2.0,3.0,2.0,3.0,2,2,24279.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,7.0
4621,92928901,DE,2013,1953,1,2.0,1,0,2,3.0,1.0,1,82.0,2.0,2.0,2.0,3.0,2,2,24300.16,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0
4622,92928902,DE,2013,1956,2,2.0,1,0,2,3.0,2.0,2,43.0,2.0,4.0,1.0,2.0,2,2,14042.67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
4623,92928903,DE,2013,1985,1,2.0,1,0,2,5.0,6.0,2,43.0,2.0,2.0,1.0,2.0,2,2,2485.68,4672,0.0,7779.65,0.0,0.0,0.0,0.0,0.0,7779.65,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
4624,93023401,DE,2013,1957,1,2.0,1,0,1,3.0,11.0,2,52.0,-1.0,2.0,2.0,3.0,2,2,0.0,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
4625,93023402,DE,2013,1958,2,2.0,1,0,2,3.0,2.0,1,83.0,2.0,2.0,2.0,3.0,2,2,26849.31,3052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0
4626,93023403,DE,2013,1990,1,1.0,1,0,2,3.0,6.0,2,-1.0,-1.0,2.0,2.0,3.0,2,2,1911.34,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,8.0
4627,93070601,DE,2013,1947,1,2.0,3,0,2,3.0,7.0,1,12.0,-1.0,2.0,2.0,3.0,2,2,0.0,0,0.0,22461.91,0.0,1611.39,20850.52,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0
4629,93070603,DE,2013,1932,2,2.0,3,0,2,2.0,7.0,2,81.0,2.0,2.0,2.0,3.0,2,2,1754.99,0,0.0,975.78,0.0,659.88,315.9,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
4630,93087301,DE,2013,1951,1,5.0,1,0,2,3.0,1.0,1,71.0,1.0,3.0,2.0,3.0,2,2,26148.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0
4631,93087302,DE,2013,1957,2,2.0,1,0,2,2.0,10.0,1,-1.0,-1.0,2.0,2.0,-1.0,2,2,0.0,3938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0
4632,93087303,DE,2013,1985,1,1.0,1,0,1,5.0,1.0,1,21.0,2.0,3.0,2.0,2.0,2,2,29591.89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0
4634,93111202,DE,2013,1990,1,1.0,1,0,2,3.0,6.0,2,22.0,2.0,1.0,2.0,3.0,2,2,1902.6,1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,7.0
4635,93111203,DE,2013,1992,1,1.0,3,0,1,2.0,2.0,2,96.0,1.0,2.0,2.0,3.0,2,2,4173.68,2340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0
4636,93116901,DE,2013,1962,1,1.0,3,0,2,2.0,5.0,2,93.0,2.0,2.0,2.0,3.0,2,2,0.0,1656,0.0,11650.35,11650.35,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,6.0
4639,93157802,DE,2013,1959,2,2.0,3,0,1,5.0,10.0,2,31.0,2.0,2.0,2.0,3.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0
4641,93193401,DE,2013,1983,2,1.0,3,0,2,5.0,1.0,1,34.0,2.0,3.0,2.0,3.0,2,2,27330.32,0,0.0,285.19,285.19,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
4642,93193402,DE,2013,1980,1,2.0,1,0,2,3.0,10.0,2,75.0,1.0,3.0,2.0,1.0,2,2,0.0,0,0.0,31273.91,31273.91,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,-1.0
4643,93223101,DE,2013,1970,1,2.0,3,0,2,3.0,5.0,2,31.0,2.0,2.0,2.0,3.0,2,2,0.0,1733,0.0,3977.39,3977.39,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
4644,93223102,DE,2013,1958,2,2.0,1,0,2,5.0,2.0,1,21.0,1.0,3.0,-1.0,2.0,2,2,5523.19,1319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
4645,93223103,DE,2013,1995,1,1.0,1,0,1,2.0,6.0,1,-1.0,2.0,2.0,1.0,3.0,2,2,0.0,0,0.0,4593.52,0.0,0.0,0.0,0.0,0.0,4593.52,2.0,1.0,3.0,1.0,1.0,1.0,5.0
4646,93243901,DE,2013,1962,1,2.0,1,0,2,3.0,1.0,1,73.0,2.0,2.0,1.0,2.0,2,2,63822.91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
4647,93243902,DE,2013,1965,2,2.0,1,1,2,2.0,1.0,2,32.0,2.0,2.0,1.0,2.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,9.0
4648,93331201,DE,2013,1961,1,5.0,3,1,2,5.0,1.0,1,25.0,1.0,2.0,2.0,2.0,2,2,59296.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0
4649,93331202,DE,2013,1963,2,2.0,1,0,2,5.0,2.0,2,32.0,2.0,3.0,2.0,3.0,2,2,30853.58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
4651,93334901,DE,2013,1961,2,2.0,3,0,2,3.0,1.0,1,12.0,2.0,1.0,2.0,3.0,2,1,29768.719999999998,1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
4652,93334902,DE,2013,1990,1,1.0,3,0,2,4.0,1.0,2,33.0,2.0,2.0,1.0,3.0,2,2,20488.0,1860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0
4653,93334903,DE,2013,1992,1,1.0,1,0,2,2.0,2.0,1,91.0,2.0,2.0,2.0,3.0,2,2,3523.95,2974,0.0,25.45,0.0,0.0,0.0,25.45,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
4654,93342001,DE,2013,1977,1,2.0,3,1,2,3.0,1.0,2,71.0,2.0,5.0,1.0,3.0,2,2,14447.97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
4655,93342002,DE,2013,1981,2,2.0,1,0,2,5.0,10.0,1,23.0,2.0,1.0,-1.0,3.0,2,2,28332.02,1493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0
4656,93367501,DE,2013,1951,1,2.0,1,0,2,3.0,3.0,1,61.0,1.0,2.0,1.0,3.0,2,2,186858.83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0
4657,93367502,DE,2013,1957,2,1.0,1,0,2,5.0,1.0,1,31.0,1.0,3.0,2.0,3.0,2,2,44448.98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,-1.0
4658,93367503,DE,2013,1985,1,2.0,3,0,2,5.0,6.0,2,41.0,2.0,2.0,2.0,3.0,2,2,14125.49,1880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0
4659,93481501,DE,2013,1977,1,1.0,1,0,2,3.0,1.0,1,33.0,2.0,2.0,2.0,3.0,2,2,43529.29,1335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0
4660,93481502,DE,2013,1980,2,2.0,1,0,1,5.0,10.0,2,23.0,2.0,2.0,2.0,3.0,2,2,0.0,5171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,8.0
4661,93551701,DE,2013,1962,1,2.0,2,0,2,5.0,1.0,1,23.0,2.0,2.0,2.0,3.0,2,2,60246.56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,-1.0
4663,93564701,DE,2013,1968,2,5.0,1,1,2,3.0,1.0,1,81.0,1.0,2.0,2.0,3.0,2,2,49892.07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,-1.0
4665,93567701,DE,2013,1983,2,2.0,3,0,2,2.0,1.0,2,24.0,1.0,2.0,2.0,3.0,2,2,32130.32,866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0
4666,93567702,DE,2013,1980,1,2.0,1,0,2,5.0,1.0,2,24.0,2.0,2.0,2.0,3.0,2,2,37491.92,2828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,8.0
4667,93568801,DE,2013,1978,2,2.0,1,0,2,5.0,10.0,2,26.0,1.0,3.0,1.0,3.0,2,2,2032.09,1300,0.0,22852.31,22852.31,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
4668,93568803,DE,2013,1968,1,5.0,1,1,2,3.0,1.0,1,81.0,2.0,2.0,2.0,2.0,2,2,77686.07,969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0
4669,93577301,DE,2013,1956,1,2.0,3,1,2,3.0,3.0,1,32.0,2.0,2.0,1.0,3.0,2,2,53489.21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
4670,93577302,DE,2013,1962,2,2.0,3,0,2,2.0,2.0,2,93.0,2.0,4.0,2.0,1.0,2,1,5774.43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4671,93577303,DE,2013,1986,1,1.0,1,0,2,5.0,1.0,1,41.0,2.0,4.0,2.0,3.0,2,2,7662.52,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
4672,93600301,DE,2013,1970,1,1.0,1,0,2,5.0,1.0,1,31.0,2.0,2.0,2.0,3.0,2,2,85158.68,0,0.0,4291.67,0.0,0.0,4291.67,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
4673,93600302,DE,2013,1958,2,2.0,3,0,2,2.0,2.0,1,22.0,2.0,2.0,2.0,3.0,2,2,26377.81,2542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0
4674,93600303,DE,2013,1995,1,1.0,1,0,2,3.0,6.0,1,-1.0,2.0,3.0,1.0,2.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0
4675,93615001,DE,2013,1953,1,2.0,3,0,2,3.0,1.0,1,81.0,1.0,3.0,2.0,3.0,2,2,40473.63,1832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
4676,93615002,DE,2013,1957,2,2.0,1,0,2,3.0,1.0,2,41.0,2.0,1.0,2.0,3.0,2,2,38979.89,1272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0
4677,93615003,DE,2013,1993,1,1.0,3,0,1,2.0,11.0,2,-1.0,2.0,1.0,2.0,2.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0
4678,93667301,DE,2013,1981,2,5.0,1,0,2,5.0,10.0,1,23.0,1.0,2.0,1.0,2.0,2,2,29231.71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
4679,93667302,DE,2013,1979,1,1.0,3,0,2,5.0,1.0,1,23.0,2.0,3.0,2.0,3.0,2,2,26146.57,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0
4680,93675401,DE,2013,1983,2,1.0,2,0,2,5.0,1.0,2,34.0,2.0,3.0,2.0,3.0,2,2,23669.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
4681,93675402,DE,2013,1980,1,2.0,3,0,2,3.0,1.0,1,13.0,1.0,1.0,2.0,3.0,2,2,60894.18,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,5.0
4685,93763401,DE,2013,1970,2,2.0,3,0,2,2.0,2.0,2,33.0,2.0,2.0,2.0,3.0,2,2,16275.23,0,0.0,2549.79,0.0,0.0,0.0,0.0,2549.79,0.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0
4686,93851301,DE,2013,1970,1,1.0,1,0,2,2.0,5.0,2,31.0,2.0,2.0,2.0,3.0,2,2,3801.61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0
4687,93851302,DE,2013,1974,2,2.0,3,0,2,3.0,1.0,1,42.0,1.0,2.0,2.0,2.0,2,2,37480.03,6520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0
4688,93853401,DE,2013,1980,1,2.0,1,0,2,5.0,1.0,1,72.0,2.0,1.0,-1.0,3.0,2,2,51747.71,1446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,7.0
4690,93873301,DE,2013,1970,2,5.0,1,0,1,1.0,5.0,2,52.0,-1.0,2.0,2.0,3.0,2,2,0.0,0,0.0,3677.37,3677.37,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0
