"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2012","BE",80891,616.136363636364,"1",1969,"1","1","1","1","11","NA","NA","NA","NA","0","NA","NA",43,42,8089,"99","2","0","0"
"2012","BE",80892,616.136363636364,"4",1981,"2","1","4","1","11","NA","NA","NA","NA","0","NA","NA",30,30,8089,"1","0","0","0"
"2012","BE",80893,616.136363636364,"1",2010,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",1,1,8089,"0.5","0","0","0"
"2012","BE",81211,616.136363636364,"4",1957,"2","1","3","4","11","NA","NA","NA","NA","NA","NA","NA",54,54,8121,"1","2","0","0"
"2012","BE",81212,616.136363636364,"2",1989,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",22,22,8121,"0","0","0","100"
"2012","BE",81213,616.136363636364,"3",1989,"2","1","4","4","11","NA","NA","NA","NA","NA","NA","0",22,22,8121,"0.5","0","0","101"
"2012","BE",81331,616.136363636364,"2",1952,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",59,59,8133,"99","2","0","0"
"2012","BE",81332,616.136363636364,"1",1957,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",54,54,8133,"0.625","0","0","0"
"2012","BE",81333,616.136363636364,"2",1996,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",15,15,8133,"0.8611111111","0","0","0"
"2012","BE",81451,616.136363636364,"1",1953,"2","1","4","1","11","NA","NA","32","0","NA","NA","0",58,58,8145,"0.8952380952","2","0","0"
"2012","BE",81452,616.136363636364,"2",1985,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","0",26,26,8145,"99","0","0","0"
"2012","BE",81453,616.136363636364,"3",1986,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",25,25,8145,"99","0","0","0"
"2012","BE",81461,616.136363636364,"2",1973,"1","2","1","1","11","NA","NA","NA","NA","0","NA","NA",38,38,8146,"1","0","0","0"
"2012","BE",81462,616.136363636364,"2",1976,"2","1","3","1","11","NA","NA","NA","NA","0","0","NA",35,35,8146,"0.8428571429","1","0","0"
"2012","BE",81463,616.136363636364,"3",1972,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",39,39,8146,"99","0","0","0"
"2012","BE",81661,616.136363636364,"1",1962,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","0",50,49,8166,"0.3571428571","0","0","0"
"2012","BE",81662,616.136363636364,"3",1952,"1","1","4","1","11","NA","NA","37","NA","NA","NA","NA",59,59,8166,"0.7777777778","0","0","0"
"2012","BE",81663,616.136363636364,"3",1987,"1","1","1","1","11","NA","34","NA","NA","NA","NA","NA",25,24,8166,"0.3611400512","0","0","0"
"2012","BE",81741,616.136363636364,"1",1959,"1","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",52,52,8174,"0.5","0","0","100"
"2012","BE",81742,616.136363636364,"2",1959,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",53,52,8174,"1","0","0","101"
"2012","BE",81743,616.136363636364,"1",1988,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","0",24,23,8174,"0.5","0","0","101"
"2012","BE",81841,616.136363636364,"2",1970,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",41,41,8184,"1","0","0","0"
"2012","BE",81842,616.136363636364,"2",1982,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",30,29,8184,"0","0","0","0"
"2012","BE",81843,616.136363636364,"4",2011,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",1,0,8184,"0.5","2","0","0"
"2012","BE",81991,616.136363636364,"2",1984,"1","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",28,27,8199,"0.8785857181","0","0","0"
"2012","BE",81992,616.136363636364,"1",1984,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",27,27,8199,"1","2","0","0"
"2012","BE",81993,616.136363636364,"4",2010,"1","NA","1","1","11","NA","NA","NA","NA","NA","NA","NA",1,1,8199,"1","0","0","0"
"2012","BE",82001,616.136363636364,"3",1936,"1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",76,75,8200,"0.5","2","0","0"
"2012","BE",82002,616.136363636364,"4",1947,"2","1","1","1","NA","NA","NA","NA","NA","32","NA","NA",64,64,8200,"0.5238095238","2","0","0"
"2012","BE",82003,616.136363636364,"4",1968,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",44,43,8200,"1","1","0","0"
"2012","BE",82041,616.136363636364,"3",1952,"1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",60,59,8204,"0.7571428571","0","0","0"
"2012","BE",82042,616.136363636364,"1",1952,"2","1","3","1","NA","NA","NA","NA","NA","0","NA","NA",59,59,8204,"0.5","0","0","100"
"2012","BE",82043,616.136363636364,"1",1988,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",24,23,8204,"0","0","0","100"
"2012","BE",82111,616.136363636364,"2",1982,"2","1","4","4","11","NA","NA","NA","NA","27","NA","NA",29,29,8211,"1","0","1","100"
"2012","BE",82112,616.136363636364,"3",1983,"1","1","1","1","11","NA","32","NA","NA","NA","NA","NA",28,28,8211,"0","0","0","0"
"2012","BE",82113,616.136363636364,"1",2010,"2","1","4","1","11","NA","NA","28","NA","NA","0","NA",1,1,8211,"1","0","0","0"
"2012","BE",82141,616.136363636364,"1",1973,"2","1","2","4","11","NA","NA","NA","0","NA","NA","NA",39,38,8214,"99","1","0","0"
"2012","BE",82142,616.136363636364,"1",1971,"1","1","4","1","NA","NA","NA","NA","NA","NA","0","NA",40,40,8214,"0.1863326895","2","0","0"
"2012","BE",82143,616.136363636364,"2",1988,"2","1","4","4","11","NA","NA","NA","NA","NA","0","3",24,23,8214,"1","0","0","111"
"2012","BE",82381,616.136363636364,"4",1978,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",33,33,8238,"0.9571428571","0","0","0"
"2012","BE",82382,616.136363636364,"3",1982,"1","1","1","1","11","NA","NA","NA","0","NA","NA","NA",29,29,8238,"0.8035714286","0","0","111"
"2012","BE",82383,616.136363636364,"2",2003,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","0",8,8,8238,"0.9285714286","0","0","0"
"2012","BE",82521,616.136363636364,"1",1983,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",28,28,8252,"0","0","0","0"
"2012","BE",82522,616.136363636364,"4",1961,"1","1","4","1","NA","NA","NA","NA","NA","0","NA","NA",50,50,8252,"1","2","0","0"
"2012","BE",82523,616.136363636364,"1",1996,"1","1","4","1","11","NA","NA","NA","NA","NA","0","NA",16,15,8252,"1","0","0","0"
"2012","BE",82801,616.136363636364,"3",1967,"1","1","4","1","11","NA","NA","NA","NA","NA","0","NA",45,44,8280,"1","2","1","1"
"2012","BE",82802,616.136363636364,"1",1978,"2","1","1","1","11","NA","NA","NA","NA","0","NA","NA",33,33,8280,"0.7197123543","2","0","100"
"2012","BE",82803,616.136363636364,"2",2005,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","0",6,6,8280,"1","0","0","111"
"2012","BE",82941,616.136363636364,"4",1946,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",65,65,8294,"0.6666666667","2","1","0"
"2012","BE",82942,616.136363636364,"2",1971,"1","1","3","1","NA","NA","NA","NA","NA","NA","NA","0",40,40,8294,"0.9555555556","0","0","100"
"2012","BE",82943,616.136363636364,"4",1965,"1","1","4","1","11","NA","NA","NA","NA","NA","0","NA",46,46,8294,"99","0","0","0"
"2012","BE",83081,616.136363636364,"4",1994,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",17,17,8308,"0","0","1","0"
"2012","BE",83082,616.136363636364,"1",1997,"1","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",14,14,8308,"1","1","0","101"
"2012","BE",83083,616.136363636364,"4",1965,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",46,46,8308,"0","2","0","0"
"2012","BE",83091,616.136363636364,"3",1978,"1","1","4","4","11","NA","NA","NA","NA","NA","0","NA",33,33,8309,"0.8142857143","2","0","0"
"2012","BE",83092,616.136363636364,"1",1977,"2","1","3","1","11","NA","34","NA","0","NA","0","NA",35,34,8309,"99","0","0","111"
"2012","BE",83093,616.136363636364,"2",2009,"2","1","1","1","11","NA","NA","NA","NA","NA","0","0",2,2,8309,"0.9166666667","2","0","0"
"2012","BE",83111,616.136363636364,"1",1968,"1","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",44,43,8311,"0.5","2","0","0"
"2012","BE",83112,616.136363636364,"4",1971,"2","1","4","1","11","NA","NA","NA","0","NA","NA","NA",41,40,8311,"99","2","0","0"
"2012","BE",83113,616.136363636364,"1",1994,"2","1","3","1","11","NA","NA","30","NA","NA","NA","NA",18,17,8311,"0.9285714286","1","0","0"
"2012","BE",83131,616.136363636364,"1",1972,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",39,39,8313,"99","2","0","0"
"2012","BE",83132,616.136363636364,"4",1995,"2","1","4","1","11","NA","NA","32","NA","NA","NA","NA",16,16,8313,"1","1","0","0"
"2012","BE",83133,616.136363636364,"2",1999,"2","1","3","1","11","NA","NA","NA","NA","NA","0","8",13,12,8313,"99","0","0","0"
"2012","BE",83351,616.136363636364,"1",1965,"2","1","2","1","11","NA","NA","NA","NA","NA","0","NA",47,46,8335,"1","0","0","0"
"2012","BE",83352,616.136363636364,"1",1988,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","0",24,23,8335,"99","0","0","0"
"2012","BE",83353,616.136363636364,"3",1990,"2","1","3","1","11","NA","NA","NA","NA","NA","0","NA",21,21,8335,"1","2","0","100"
"2012","BE",83401,616.136363636364,"2",1955,"2","1","4","1","11","NA","NA","NA","NA","NA","0","NA",57,56,8340,"0.6904761905","0","0","0"
"2012","BE",83402,616.136363636364,"2",1990,"1","2","3","1","11","NA","NA","NA","NA","NA","NA","NA",22,21,8340,"0","0","0","0"
"2012","BE",83403,616.136363636364,"1",1993,"2","1","1","1","14","NA","NA","NA","NA","0","NA","NA",19,18,8340,"99","1","0","1"
"2012","BE",83471,616.136363636364,"4",1974,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",37,37,8347,"99","2","0","0"
"2012","BE",83472,616.136363636364,"1",2008,"2","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA",3,3,8347,"1","0","0","0"
"2012","BE",83473,616.136363636364,"3",1977,"1","1","3","4","NA","NA","NA","NA","NA","NA","NA","NA",35,34,8347,"99","2","0","0"
"2012","BE",83731,616.136363636364,"3",1980,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",31,31,8373,"1","2","0","0"
"2012","BE",83732,616.136363636364,"4",1977,"1","1","3","1","11","NA","NA","NA","NA","NA","0","NA",35,34,8373,"0.9583333333","2","0","0"
"2012","BE",83733,616.136363636364,"1",2003,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",8,8,8373,"99","0","0","0"
"2012","BE",83971,616.136363636364,"4",1940,"1","1","3","1","11","NA","NA","NA","0","0","NA","NA",72,71,8397,"1","0","0","0"
"2012","BE",83972,616.136363636364,"4",1954,"2","1","4","1","11","NA","NA","NA","0","0","NA","NA",57,57,8397,"99","0","0","0"
"2012","BE",83973,616.136363636364,"3",1991,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",21,20,8397,"1","0","0","0"
"2012","BE",84161,616.136363636364,"4",1973,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",39,38,8416,"1","0","0","0"
"2012","BE",84162,616.136363636364,"1",1971,"1","1","1","1","11","NA","32","NA","NA","0","NA","NA",40,40,8416,"1","0","0","0"
"2012","BE",84163,616.136363636364,"1",1988,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",23,23,8416,"99","1","0","0"
"2012","BE",84351,616.136363636364,"3",1940,"1","1","2","1","11","NA","NA","NA","NA","NA","NA","NA",72,71,8435,"0.9583333333","0","0","0"
"2012","BE",84352,616.136363636364,"4",1954,"2","1","1","1","11","NA","NA","NA","0","0","NA","NA",57,57,8435,"0.619047619","0","0","1"
"2012","BE",84353,616.136363636364,"3",1991,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",21,20,8435,"0","2","0","0"
"2012","BE",84421,616.136363636364,"3",1977,"2","1","3","1","11","NA","NA","NA","NA","0","NA","NA",34,34,8442,"0","2","0","100"
"2012","BE",84422,616.136363636364,"4",1974,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",37,37,8442,"99","0","0","10"
"2012","BE",84423,616.136363636364,"2",2010,"1","1","4","1","NA","NA","NA","NA","NA","0","NA","NA",1,1,8442,"0.8412698413","0","0","111"
"2012","BE",84511,616.136363636364,"4",1956,"1","1","3","1","11","NA","NA","NA","NA","30","NA","NA",55,55,8451,"0.5678571429","2","0","0"
"2012","BE",84512,616.136363636364,"2",1956,"2","NA","1","1","11","NA","NA","NA","NA","NA","NA","0",56,55,8451,"1","0","0","0"
"2012","BE",84513,616.136363636364,"2",1998,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","0",14,13,8451,"1","0","0","0"
"2012","BE",84741,616.136363636364,"4",1982,"2","1","1","4","11","NA","NA","NA","0","NA","NA","NA",29,29,8474,"99","0","0","0"
"2012","BE",84742,616.136363636364,"2",1975,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","0",36,36,8474,"0.6380952381","0","0","0"
"2012","BE",84743,616.136363636364,"2",1984,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",27,27,8474,"99","0","0","100"
"2012","BE",84941,616.136363636364,"3",1980,"2","1","3","4","11","NA","27","NA","NA","NA","NA","NA",32,31,8494,"99","0","0","0"
"2012","BE",84942,616.136363636364,"4",1977,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","0",34,34,8494,"0.5306663448","0","0","1"
"2012","BE",84943,616.136363636364,"1",2003,"1","1","1","1","NA","NA","NA","NA","NA","0","NA","NA",8,8,8494,"0","0","0","0"
"2012","BE",84981,616.136363636364,"2",1973,"2","1","4","4","11","NA","NA","NA","NA","0","NA","NA",39,38,8498,"0","2","0","0"
"2012","BE",84982,616.136363636364,"2",2001,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","0",10,10,8498,"1","0","0","0"
"2012","BE",84983,616.136363636364,"2",2003,"1","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA",9,8,8498,"0.7714285714","0","0","0"
"2012","BE",85041,616.136363636364,"1",1994,"2","1","1","1","11","NA","NA","NA","0","47","NA","NA",17,17,8504,"0.9821428571","0","0","0"
"2012","BE",85042,616.136363636364,"2",1997,"1","1","4","1","11","NA","NA","NA","0","NA","NA","NA",15,14,8504,"99","0","0","100"
"2012","BE",85043,616.136363636364,"4",1965,"2","1","4","1","11","NA","NA","NA","0","NA","NA","NA",46,46,8504,"1","2","0","0"
"2012","BE",85061,616.136363636364,"2",1966,"2","1","1","4","11","NA","NA","32","NA","0","NA","NA",45,45,8506,"99","0","0","0"
"2012","BE",85062,616.136363636364,"1",1990,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","0",21,21,8506,"0","2","0","0"
"2012","BE",85063,616.136363636364,"3",1965,"1","1","4","1","11","NA","32","NA","4","NA","NA","NA",47,46,8506,"0.980952381","0","0","110"
"2012","BE",85091,616.136363636364,"2",1947,"1","1","2","4","11","NA","NA","NA","NA","NA","NA","NA",64,64,8509,"99","1","0","111"
"2012","BE",85092,616.136363636364,"2",1954,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",57,57,8509,"0.8857142857","0","0","0"
"2012","BE",85093,616.136363636364,"4",1981,"1","1","3","1","11","NA","NA","32","NA","NA","0","NA",31,30,8509,"1","0","0","100"
"2012","BE",85321,616.136363636364,"3",1968,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","0",43,43,8532,"1","2","0","0"
"2012","BE",85322,616.136363636364,"2",1995,"1","1","1","1","11","NA","NA","32","NA","NA","NA","NA",17,16,8532,"0.5","0","0","0"
"2012","BE",85323,616.136363636364,"4",1968,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",43,43,8532,"0.7619047619","0","0","0"
"2012","BE",85401,616.136363636364,"3",1957,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",55,54,8540,"1","0","0","0"
"2012","BE",85402,616.136363636364,"1",1979,"1","1","1","1","11","NA","NA","NA","NA","NA","0","NA",32,32,8540,"0.8","0","1","0"
"2012","BE",85403,616.136363636364,"3",1955,"1","1","2","1","11","NA","NA","NA","NA","NA","NA","NA",57,56,8540,"1","0","1","0"
"2012","BE",85431,616.136363636364,"3",1959,"1","1","4","1","11","NA","NA","NA","0","NA","36","NA",53,52,8543,"0.5","2","0","0"
"2012","BE",85432,616.136363636364,"1",1959,"2","1","4","1","11","NA","NA","NA","NA","NA","0","NA",52,52,8543,"1","0","0","0"
"2012","BE",85433,616.136363636364,"1",1988,"2","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA",23,23,8543,"0.5","0","0","0"
"2012","BE",85461,616.136363636364,"2",1966,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",45,45,8546,"1","1","0","0"
"2012","BE",85462,616.136363636364,"4",1990,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",22,21,8546,"0.5","2","0","0"
"2012","BE",85463,616.136363636364,"3",1965,"1","1","3","1","11","NA","NA","NA","NA","NA","0","NA",47,46,8546,"0","0","0","0"
"2012","BE",85911,616.136363636364,"3",1973,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","25",39,38,8591,"99","0","0","0"
"2012","BE",85912,616.136363636364,"3",1971,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","0",40,40,8591,"0.8476190476","0","0","0"
"2012","BE",85913,616.136363636364,"3",1988,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",24,23,8591,"0.9","2","0","0"
"2012","BE",85971,616.136363636364,"1",1955,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",56,56,8597,"0.8571428571","2","0","0"
"2012","BE",85972,616.136363636364,"3",1990,"1","1","3","1","11","NA","NA","NA","6","NA","NA","NA",22,21,8597,"99","0","0","0"
"2012","BE",85973,616.136363636364,"3",1993,"2","1","4","1","11","NA","NA","NA","NA","NA","0","NA",18,18,8597,"1","0","0","0"
"2012","BE",86041,616.136363636364,"2",1957,"2","1","1","1","11","NA","NA","32","NA","NA","0","NA",55,54,8604,"99","0","0","0"
"2012","BE",86042,616.136363636364,"1",1979,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",32,32,8604,"1","0","0","0"
"2012","BE",86043,616.136363636364,"4",1955,"1","1","2","1","11","NA","NA","NA","NA","NA","NA","NA",56,56,8604,"0","0","0","0"
"2012","BE",86151,616.136363636364,"2",1985,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",26,26,8615,"0.6142857143","0","0","0"
"2012","BE",86152,616.136363636364,"2",1982,"1","1","1","1","11","NA","NA","NA","NA","NA","0","NA",30,29,8615,"0.8666666667","2","0","0"
"2012","BE",86153,616.136363636364,"1",2007,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",4,4,8615,"99","0","0","0"
"2012","BE",86321,616.136363636364,"4",1977,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",34,34,8632,"1","0","0","0"
"2012","BE",86322,616.136363636364,"3",2000,"1","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",11,11,8632,"99","2","0","0"
"2012","BE",86323,616.136363636364,"2",2004,"1","1","1","1","11","NA","NA","36","NA","NA","NA","NA",7,7,8632,"99","2","0","0"
"2012","BE",86441,616.136363636364,"1",1969,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","0",42,42,8644,"0.4071428571","0","0","0"
"2012","BE",86442,616.136363636364,"3",2002,"1","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",9,9,8644,"0.875","2","0","0"
"2012","BE",86443,616.136363636364,"2",2004,"2","1","1","1","11","NA","NA","NA","0","NA","NA","NA",8,7,8644,"0","0","1","0"
"2012","BE",86501,616.136363636364,"2",1942,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",69,69,8650,"1","0","0","1"
"2012","BE",86502,616.136363636364,"2",1970,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",41,41,8650,"0","1","0","0"
"2012","BE",86503,616.136363636364,"3",1937,"1","1","1","1","11","NA","NA","NA","NA","0","NA","NA",75,74,8650,"0","0","0","0"
"2012","BE",86681,616.136363636364,"2",1959,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",53,52,8668,"0.4583333333","1","0","0"
"2012","BE",86682,616.136363636364,"4",1959,"2","1","1","1","14","NA","NA","NA","NA","NA","NA","NA",52,52,8668,"1","0","0","0"
"2012","BE",86683,616.136363636364,"3",1988,"2","1","4","1","11","NA","NA","NA","NA","0","NA","NA",24,23,8668,"99","0","0","0"
"2012","BE",86741,616.136363636364,"1",1967,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",44,44,8674,"0.5428571429","0","0","101"
"2012","BE",86742,616.136363636364,"2",2007,"1","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA",4,4,8674,"0.6666666667","0","0","100"
"2012","BE",86743,616.136363636364,"3",1962,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",50,49,8674,"0","0","0","1"
"2012","BE",86791,616.136363636364,"2",1973,"2","1","1","1","11","NA","NA","NA","5","0","NA","0",39,38,8679,"1","1","0","0"
"2012","BE",86792,616.136363636364,"2",1971,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",40,40,8679,"0.6571428571","0","0","0"
"2012","BE",86793,616.136363636364,"1",1988,"2","1","2","1","11","NA","NA","NA","NA","NA","NA","NA",23,23,8679,"0.9571428571","0","1","0"
"2012","BE",86831,616.136363636364,"1",1970,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","0",42,41,8683,"0.6857142857","0","0","10"
"2012","BE",86832,616.136363636364,"2",1957,"1","1","4","1","11","NA","NA","NA","NA","0","NA","NA",54,54,8683,"0.9583333333","0","0","0"
"2012","BE",86833,616.136363636364,"3",2006,"1","1","1","1","11","NA","NA","NA","NA","NA","0","NA",6,5,8683,"1","1","0","0"
"2012","BE",87161,616.136363636364,"4",1979,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",32,32,8716,"99","2","0","0"
"2012","BE",87162,616.136363636364,"1",1973,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",38,38,8716,"99","2","0","101"
"2012","BE",87163,616.136363636364,"1",2009,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",3,2,8716,"0.5","2","0","0"
"2012","BE",87301,616.136363636364,"1",1974,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",37,37,8730,"1","0","0","0"
"2012","BE",87302,616.136363636364,"2",1979,"2","1","4","1","NA","NA","NA","NA","NA","0","NA","NA",32,32,8730,"1","0","0","101"
"2012","BE",87303,616.136363636364,"2",2011,"1","1","1","4","11","NA","NA","NA","NA","NA","NA","0",1,0,8730,"0.8333333333","2","0","0"
"2012","BE",87471,616.136363636364,"1",1947,"1","1","1","1","11","NA","32","NA","NA","NA","NA","NA",64,64,8747,"99","0","0","0"
"2012","BE",87472,616.136363636364,"3",1954,"2","1","3","4","11","NA","NA","NA","NA","0","NA","NA",57,57,8747,"0.7595238095","1","0","0"
"2012","BE",87473,616.136363636364,"3",1981,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",31,30,8747,"0.7857142857","0","0","0"
"2012","BE",87541,616.136363636364,"2",1966,"2","1","3","1","11","NA","NA","NA","0","NA","NA","NA",46,45,8754,"99","1","0","0"
"2012","BE",87542,616.136363636364,"4",1990,"2","1","4","1","NA","NA","NA","NA","NA","NA","0","0",22,21,8754,"0.6666666667","0","0","0"
"2012","BE",87543,616.136363636364,"3",1965,"1","1","4","4","11","NA","NA","NA","NA","0","NA","NA",46,46,8754,"1","0","0","0"
"2012","BE",87581,616.136363636364,"3",1967,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",45,44,8758,"99","0","1","0"
"2012","BE",87582,616.136363636364,"2",1978,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",33,33,8758,"1","0","1","100"
"2012","BE",87583,616.136363636364,"2",2005,"1","1","1","1","NA","NA","NA","NA","NA","NA","0","NA",7,6,8758,"0.9583333333","2","0","0"
"2012","BE",87651,616.136363636364,"1",1942,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",69,69,8765,"0.5","1","0","0"
"2012","BE",87652,616.136363636364,"3",1970,"1","1","1","1","NA","NA","NA","NA","NA","0","NA","0",42,41,8765,"1","1","0","0"
"2012","BE",87653,616.136363636364,"4",1937,"1","1","2","4","11","NA","NA","NA","NA","NA","NA","NA",74,74,8765,"0.5","0","0","0"
"2012","BE",87711,616.136363636364,"3",1976,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",36,35,8771,"99","0","0","0"
"2012","BE",87712,616.136363636364,"4",1974,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",37,37,8771,"99","0","0","0"
"2012","BE",87713,616.136363636364,"1",2010,"1","1","1","4","11","NA","NA","NA","NA","NA","NA","0",1,1,8771,"99","1","0","0"
"2012","BE",87741,616.136363636364,"2",1957,"1","1","1","1","11","NA","NA","NA","2","NA","NA","NA",55,54,8774,"99","1","0","0"
"2012","BE",87742,616.136363636364,"3",1978,"2","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",34,33,8774,"1","0","0","0"
"2012","BE",87743,616.136363636364,"2",2009,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",2,2,8774,"0.0919990343","2","0","0"
"2012","BE",87901,616.136363636364,"2",1953,"1","1","1","1","11","NA","NA","NA","4","NA","NA","NA",59,58,8790,"99","0","0","0"
"2012","BE",87902,616.136363636364,"3",1952,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",60,59,8790,"99","0","0","0"
"2012","BE",87903,616.136363636364,"3",1979,"1","1","1","4","11","NA","NA","NA","NA","NA","NA","0",32,32,8790,"99","0","0","110"
"2012","BE",87931,616.136363636364,"4",1965,"1","1","2","1","11","NA","NA","NA","NA","NA","0","NA",46,46,8793,"0.625","0","0","100"
"2012","BE",87932,616.136363636364,"3",1975,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",36,36,8793,"0.7261904762","0","0","0"
"2012","BE",87933,616.136363636364,"2",2000,"2","1","1","1","11","NA","NA","32","NA","NA","NA","NA",12,11,8793,"0.5509500427","0","0","0"
"2012","BE",87951,616.136363636364,"2",1963,"1","1","3","1","11","NA","NA","NA","NA","NA","0","NA",49,48,8795,"0.5","0","0","0"
"2012","BE",87952,616.136363636364,"3",1979,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",32,32,8795,"99","2","0","0"
"2012","BE",87953,616.136363636364,"3",2008,"1","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",4,3,8795,"1","0","0","11"
"2012","BE",88191,616.136363636364,"2",1964,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",48,47,8819,"0.8428571429","0","0","0"
"2012","BE",88192,616.136363636364,"3",1991,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",20,20,8819,"0.5","0","0","0"
"2012","BE",88193,616.136363636364,"1",1962,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",49,49,8819,"0.7488095238","0","0","0"
