"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2013","BE",7827,"2","2013","20",62493,46477,5438,5438,,,,,,,,5438,4562,0,0,0,,0,,0,0,0,,16016,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1500","1","NA","2","2","2","2","4","2","5","2","1","NA","NA","312.33","500","1","1","3","NA","NA","1","NA","1","1","NA","3","NA","1","NA","1","NA",,"3",1.8,,,,,
"2013","BE",7835,"2","2013","17",19305,6398,0,0,,,,,,,,0,1015,0,0,0,,509,,0,0,0,,12906,,"3","3","NA","1","1","1","1","1","3","1","1","5","1500","2","1","2","2","2","1","2","1","6","2","1","NA","NA","458","248","1","1","2","1","1","1","NA","NA","1","NA","NA","1","NA","NA","NA","1",,"3",1.6,,,,,
"2013","BE",7854,"2","2013","14",22285,22245,2331,2331,,,,,,,,2331,1956,0,0,0,,0,,0,0,0,,40,,"NA","3","NA","1","1","1","1","1","1","1","1","5","3500","3","NA","2","2","2","1","2","1","3","2","1","500","NA","167.37","NA","1","1","3","NA","1","NA","1","1","1","NA","NA","1","2","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",7875,"2","2013","25",10789,-19703,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,30492,,"NA","3","3","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","4","1","6","2","1","NA","NA","621.25","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA",,"3",1.8,,,,,
"2013","BE",7879,"2","2013","18",277491,296819,0,0,,,,,,,,0,48019,0,0,24010,,0,,0,0,0,,-19328,,"3","3","NA","1","1","1","1","1","1","1","1","6","2000","3","NA","2","2","2","1","1","1","6","2","1","NA","NA","427.82","803","1","1","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",7891,"2","2013","13",50594,43145,3074,3074,,,,,,,,3074,922,0,0,0,,769,,0,0,2166,,5283,,"3","3","3","1","1","2","1","1","1","1","1","6","4300","1","NA","2","2","2","2","2","2","6","2","1","NA","NA","688.25","580","1","1","2","NA","NA","NA","1","1","NA","1","NA","1","NA","NA","2","NA",,"3",2,,,,,
"2013","BE",7904,"2","2013","25",42457,41876,0,0,,,,,,,,0,3911,0,0,4562,,0,,0,0,0,,580,,"NA","3","NA","1","1","1","1","1","1","1","1","1","8569","1","3","2","2","1","2","2","2","6","2","1","NA","NA","1328","NA","1","1","1","1","1","NA","1","1","NA","1","1","NA","1","1","NA","NA",,"3",2,,,,,
"2013","BE",7918,"2","2013","16",85436,84202,0,0,,,,,,,,0,13227,0,0,0,,0,,0,0,0,,1234,,"NA","3","3","1","1","1","1","1","1","1","1","4","2500","3","NA","2","2","1","2","4","1","6","2","1","NA","NA","659.29","NA","1","1","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",,"3",1.8,,,,,
"2013","BE",7926,"2","2013","28",116609,116154,8513,8513,,,,,,,,8513,2554,0,0,0,,2128,,0,0,0,,455,,"3","3","NA","1","1","1","1","1","1","1","1","6","5000","3","NA","1","2","2","2","1","1","3","1","1","NA","NA","345.67","NA","1","1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",7936,"2","2013","23",28977,27748,0,0,,,,,,,,0,0,0,0,0,,17,,0,0,413,,816,,"3","3","3","2","1","2","1","1","1","1","1","5","2800","1","NA","2","2","2","1","2","2","6","2","1","NA","NA","334.73","1245","1","1","1","1","NA","1","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"3",1.6,,,,,
"2013","BE",7944,"2","2013","8",56008,39515,0,0,,,,,,,,0,1286,0,0,0,,96,,0,0,0,,16493,,"NA","3","3","2","1","1","1","1","1","1","1","4","4000","1","2","2","2","2","2","1","2","5","2","2","NA","NA","425.42","NA","1","1","1","NA","1","NA","1","NA","NA","NA","1","NA","2","NA","1","NA",,"3",1.8,,,,,
"2013","BE",7945,"2","2013","13",56545,41701,0,0,,,,,,,,0,0,0,0,0,,87,,0,0,0,,14844,,"NA","3","NA","1","1","1","1","1","1","1","1","6","4000","1","NA","2","2","2","1","4","3","6","2","1","1020","NA","658.67","NA","1","1","1","NA","NA","1","1","NA","NA","1","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",7953,"2","2013","17",24936,16250,0,0,,,,,,,,0,5639,0,0,0,,0,,0,0,0,,8685,,"NA","3","NA","1","1","1","1","1","1","1","1","4","1500","3","NA","2","2","1","1","1","2","6","2","1","NA","NA","486.16","NA","1","1","3","1","1","1","NA","1","NA","1","NA","NA","NA","NA","1","1",,"3",1.8,,,,,
"2013","BE",7956,"2","2013","27",14197,6267,0,0,,,,,,,,0,8684,0,0,0,,0,,0,0,0,,7930,,"NA","3","NA","1","1","1","1","1","1","1","1","4","2000","1","NA","2","2","1","2","4","1","4","2","1","NA","NA","427.82","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",,"3",1.6,,,,,
"2013","BE",7967,"2","2013","26",34165,17597,0,0,,,,,,,,0,0,0,0,0,,497,,0,0,6892,,9676,,"3","3","NA","1","1","2","1","1","3","1","1","6","3000","3","NA","2","1","2","2","4","2","4","2","1","NA","NA","468.39","NA","1","1","1","1","1","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",7978,"2","2013","28",74756,162068,0,0,,,,,,,,0,318,0,0,0,,0,,0,0,0,,-87311,,"3","3","3","2","1","2","1","1","1","1","1","4","2500","1","NA","2","2","1","1","1","2","6","1","1","NA","NA","473.14","NA","1","1","1","NA","NA","NA","1","NA","2","NA","NA","1","NA","1","NA","NA",,"3",2,,,,,
"2013","BE",7997,"2","2013","13",59136,56892,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2244,,"NA","3","NA","2","1","2","1","1","1","1","1","4","2500","3","NA","2","2","2","2","2","2","6","1","1","NA","NA","838.9","NA","1","1","1","NA","1","1","NA","NA","NA","1","1","NA","1","NA","NA","1",,"3",1.6,,,,,
"2013","BE",8020,"3","2013","21",28865,31014,0,0,,,,,,,,0,6133,8874,0,0,,0,,0,0,0,,-2149,,"3","3","NA","1","1","1","1","1","1","1","1","2","1300","1","NA","2","2","2","2","2","3","6","2","1","NA","NA","313.59","NA","1","1","1","NA","NA","NA","1","NA","1","1","NA","1","NA","NA","NA","NA",,"3",1.6,,,,,
"2013","BE",8038,"2","2013","16",96451,80361,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,16089,,"3","2","NA","1","1","1","1","1","1","1","1","6","1700","3","NA","2","2","2","2","2","1","6","2","1","875","NA","404.41","1041","1","1","1","NA","1","NA","NA","1","1","1","1","1","NA","NA","1","NA",,"3",2,,,,,
"2013","BE",8052,"3","2013","22",31425,23290,6279,6279,,,,,,,,6279,1175,0,0,462,,0,,0,0,0,,8136,,"NA","3","NA","1","1","1","1","1","1","1","2","1","1500","3","NA","2","2","1","2","2","2","4","2","1","NA","NA","461.04","NA","1","1","1","NA","1","1","2","NA","1","1","NA","NA","NA","1","1","NA",,"3",2,,,,,
"2013","BE",8069,"3","2013","8",72153,71622,0,0,,,,,,,,0,1283,0,0,0,,0,,0,0,531,,0,,"NA","3","NA","1","1","1","1","1","3","1","1","6","3500","3","3","2","2","2","2","2","1","6","2","1","NA","NA","696.68","NA","1","1","1","NA","1","NA","1","NA","1","NA","NA","NA","1","1","NA","NA",,"3",2,,,,,
"2013","BE",8074,"3","2013","25",22957,22019,0,0,,,,,,,,0,0,0,0,0,,108,,0,0,0,,938,,"NA","3","NA","1","1","1","1","1","3","1","1","6","NA","3","NA","2","2","2","2","2","3","6","2","1","NA","NA","643.76","NA","1","1","1","NA","NA","NA","1","NA","NA","1","NA","1","1","1","NA","NA",,"3",2,,,,,
"2013","BE",8089,"2","2013","22",68655,44105,8656,8656,,,,,,,,8656,0,0,0,0,,0,,0,0,0,,24550,,"NA","3","NA","1","1","1","3","1","1","1","3","5","NA","3","NA","2","2","2","2","2","1","1","1","1","650","NA","738","800","1","1","2","1","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",8102,"2","2013","7",102984,80663,0,0,,,,,,,,0,10238,0,0,0,,0,,0,0,0,,22320,,"NA","3","NA","1","1","1","1","1","1","1","1","6","5000","3","NA","2","2","2","1","2","3","6","2","1","NA","NA","427.82","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",8106,"2","2013","6",25694,15120,0,0,,,,,,,,0,297,0,0,0,,243,,0,0,0,,10574,,"NA","3","3","1","1","1","1","1","1","1","1","5","5500","3","3","2","2","1","2","1","1","6","2","1","NA","NA","223","NA","1","1","1","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",8111,"2","2013","14",45985,36059,0,0,,,,,,,,0,0,0,0,0,,23,,0,0,0,,9926,,"3","1","NA","1","1","1","1","1","1","3","1","5","5000","3","3","2","2","2","2","4","2","3","2","1","NA","NA","473.67","NA","1","1","3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2",,"3",1.8,,,,,
"2013","BE",8112,"2","2013","14",60414,43989,0,0,,,,,,,,0,3643,0,0,0,,0,,0,0,4776,,11648,,"3","3","3","1","1","2","1","1","1","1","1","6","4500","3","1","2","2","2","2","1","1","6","2","1","NA","NA","158.67","NA","1","1","1","1","NA","NA","NA","1","NA","1","1","1","NA","NA","1","NA",,"3",2,,,,,
"2013","BE",8117,"2","2013","42",51028,43413,0,0,,,,,,,,0,2213,0,0,0,,998,,0,0,0,,7614,,"NA","3","3","1","1","1","1","1","1","1","1","5","3500","3","NA","2","2","2","1","2","2","6","2","1","NA","NA","714.17","NA","1","1","1","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","1","1",,"3",1.8,,,,,
"2013","BE",8122,"3","2013","5",70474,70905,0,0,,,,,,,,0,843,0,0,0,,7981,,0,0,0,,-431,,"NA","3","NA","1","1","1","1","1","1","1","1","3","2500","3","3","1","2","1","2","1","3","6","2","1","NA","NA","227.17","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",8140,"2","2013","12",149018,120458,0,0,,,,,,,,0,1355,0,0,0,,1043,,0,0,0,,28560,,"NA","3","3","1","1","1","1","1","1","1","1","6","4000","3","3","2","1","2","2","1","1","6","2","1","NA","NA","621.25","NA","1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",8158,"2","2013","12",27035,-3957,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,30993,,"NA","3","3","1","1","1","1","1","1","1","1","6","2500","3","2","2","1","2","1","1","3","6","2","1","700","NA","678.64","NA","1","1","1","NA","1","1","2","1","1","NA","NA","1","NA","1","2","1",,"3",1.8,,,,,
"2013","BE",8172,"2","2013","28",111970,119126,0,0,,,,,,,,0,3568,0,0,0,,49,,0,0,0,,-7156,,"NA","3","NA","1","1","1","1","1","1","1","1","6","2500","3","NA","2","2","2","2","1","5","6","1","1","NA","NA","345.67","NA","1","1","1","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",8184,"4","2013","21",43350,43274,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,76,,"NA","2","3","1","1","2","1","1","1","1","1","5","1500","1","1","2","2","2","2","2","4","4","2","1","NA","NA","388","NA","1","1","1","1","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA",,"3",1.6,,,,,
"2013","BE",8197,"4","2013","14",129617,126043,0,0,,,,,,,,0,0,0,0,0,,20,,0,0,801,,2773,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1700","1","3","2","2","2","2","1","2","6","2","1","NA","NA","478.2","NA","1","1","1","NA","1","1","NA","NA","NA","1","NA","1","1","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",8200,"4","2013","25",37624,29286,0,0,,,,,,,,0,0,0,0,0,,31,,0,0,0,,8338,,"3","3","NA","1","1","2","1","1","1","1","1","1","3100","2","NA","2","2","2","2","4","1","5","2","1","NA","NA","436.45","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","1",,"3",2,,,,,
"2013","BE",8220,"4","2013","10",33730,-15984,0,0,,,,,,,,0,0,0,0,0,,744,,0,0,3056,,46659,,"3","3","NA","1","1","1","1","1","1","1","2","6","3000","3","NA","2","1","1","2","1","2","4","2","1","NA","NA","658.67","803","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",8225,"2","2013","6",48436,48832,0,0,,,,,,,,0,575,0,0,0,,0,,0,0,0,,-397,,"3","3","3","2","1","1","1","1","2","1","1","4","3200","1","3","2","2","2","1","2","3","5","2","1","450","NA","653.35","NA","1","1","1","NA","NA","NA","NA","NA","1","1","NA","NA","NA","1","NA","2",,"3",1.8,,,,,
"2013","BE",8236,"2","2013","6",63069,62582,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,488,,"NA","3","3","1","1","1","1","1","1","1","1","4","2500","1","3","2","2","2","2","1","1","6","1","1","NA","NA","227.17","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA",,"3",2,,,,,
"2013","BE",8250,"2","2013","13",82500,82945,0,0,,,,,,,,0,1390,0,0,0,,139,,0,0,0,,-445,,"3","3","3","1","1","1","1","1","1","1","1","6","4000","3","NA","2","2","1","2","1","2","6","2","1","NA","NA","458","NA","1","1","1","NA","1","1","NA","NA","1","NA","1","1","1","NA","1","NA",,"3",2,,,,,
"2013","BE",8253,"2","2013","20",124104,123691,0,0,,,,,,,,0,1094,0,0,0,,146,,0,0,75,,338,,"NA","3","NA","1","1","1","1","1","1","1","1","6","3000","3","NA","2","2","1","2","1","1","6","2","1","NA","NA","658.67","NA","1","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",8257,"3","2013","19",26127,7671,0,0,,,,,,,,0,291,0,0,0,,0,,0,0,0,,18456,,"NA","3","3","2","1","2","1","1","1","1","3","3","1250","1","1","2","2","2","2","1","1","5","2","1","480","NA","309.33","440","3","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA",,"3",1.8,,,,,
"2013","BE",8264,"2","2013","2",80067,78462,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1605,,"3","3","NA","1","1","1","1","3","3","1","1","4","3000","2","3","2","2","1","2","2","3","5","2","1","NA","NA","887.17","2800","1","1","3","NA","NA","NA","NA","NA","1","1","1","NA","NA","1","1","1",,"3",1.8,,,,,
"2013","BE",8266,"2","2013","26",35453,33542,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1911,,"3","3","NA","1","1","1","1","1","1","1","1","4","3000","2","NA","2","2","1","1","1","1","6","2","1","NA","NA","387.52","803","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",8291,"2","2013","27",17437,10090,0,0,,,,,,,,0,1400,16037,0,0,,0,,0,0,0,,7347,,"3","3","3","1","1","2","1","1","1","2","3","4","800","2","NA","2","2","2","2","2","3","5","2","1","NA","NA","711.23","249","1","1","2","NA","NA","NA","NA","1","1","NA","1","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",8306,"2","2013","38",58335,57124,0,0,,,,,,,,0,0,0,0,0,,15,,0,0,0,,1211,,"3","3","NA","1","1","1","1","1","1","1","1","5","2000","3","NA","2","1","2","1","1","2","4","2","1","700","NA","424.25","NA","1","1","2","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",8315,"3","2013","21",72184,61211,0,0,,,,,,,,0,1794,0,0,1097,,17,,0,0,0,,10973,,"NA","3","3","1","2","1","1","1","1","1","1","4","2000","3","3","2","2","2","2","3","2","6","2","1","700","NA","1180","680","1","1","2","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1",,"3",2,,,,,
"2013","BE",8333,"4","2013","37",55162,52853,0,0,,,,,,,,0,4341,0,0,2653,,40,,0,0,0,,2308,,"NA","3","NA","1","1","1","1","1","1","1","1","4","3000","2","NA","2","1","2","1","1","1","6","2","1","NA","NA","838.9","NA","1","1","1","NA","1","NA","1","1","1","1","NA","NA","1","NA","1","1",,"3",2,,,,,
"2013","BE",8347,"2","2013","21",28258,30344,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-2086,,"NA","3","NA","1","1","1","1","1","1","1","1","4","3000","3","NA","2","2","1","2","3","2","6","2","1","399","NA","643.76","NA","1","1","1","NA","1","1","1","1","NA","NA","NA","1","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",8360,"4","2013","18",36006,35516,0,0,,,,,,,,0,11232,0,0,1697,,0,,0,0,0,,490,,"3","3","3","1","1","1","1","3","1","1","1","4","3000","3","3","2","2","1","2","1","2","6","2","1","NA","NA","373.43","NA","1","1","1","NA","1","1","NA","NA","NA","NA","NA","1","1","1","1","1",,"3",2,,,,,
"2013","BE",8365,"2","2013","7",47960,35994,0,0,,,,,,,,0,453,0,0,0,,118,,0,0,0,,11967,,"3","3","NA","1","1","1","1","1","1","1","1","5","2500","1","1","2","2","2","1","2","1","6","2","1","NA","NA","1180","NA","1","1","3","1","1","NA","NA","NA","NA","NA","1","1","NA","1","NA","NA",,"3",1.8,,,,,
"2013","BE",8366,"2","2013","20",22926,-9708,4764,4764,,,,,,,,4764,0,0,0,0,,2,,0,0,0,,32634,,"NA","3","NA","1","1","1","1","1","1","1","3","3","NA","3","3","2","2","2","2","4","1","6","2","1","NA","NA","621.25","NA","1","1","1","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",,"3",1.8,,,,,
"2013","BE",8367,"2","2013","18",42660,41773,0,0,,,,,,,,0,14100,0,0,0,,0,,0,0,0,,886,,"3","3","3","1","1","1","1","1","1","1","1","6","4000","1","NA","2","2","1","2","4","1","4","2","1","NA","NA","387.52","803","1","1","1","NA","NA","NA","NA","1","NA","NA","NA","1","1","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",8388,"3","2013","6",49108,48077,0,0,,,,,,,,0,2352,0,0,14698,,0,,0,0,0,,1031,,"3","3","3","1","1","1","1","1","1","1","1","6","2000","2","3","2","2","2","2","1","2","6","2","1","NA","NA","643.76","NA","1","1","1","NA","NA","NA","NA","1","1","NA","1","NA","1","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",8392,"2","2013","10",75780,37109,0,0,,,,,,,,0,1971,0,0,1700,,0,,0,0,13649,,25023,,"NA","3","3","1","1","1","1","1","1","1","1","5","2000","3","NA","2","2","2","2","2","1","4","1","1","NA","NA","1180","NA","1","1","1","NA","NA","NA","NA","1","3","NA","NA","NA","2","NA","NA","NA",,"3",2,,,,,
"2013","BE",8402,"2","2013","49",36674,35765,0,0,,,,,,,,0,7551,0,0,0,,0,,0,0,0,,909,,"NA","3","NA","1","1","1","1","1","1","1","1","6","2000","1","NA","2","2","2","1","1","2","6","2","1","NA","NA","487.01","NA","1","1","1","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","1",,"3",2,,,,,
"2013","BE",8406,"3","2013","11",13873,-7237,0,0,,,,,,,,0,438,0,0,0,,0,,0,0,0,,21110,,"3","3","NA","1","1","1","1","1","1","1","1","2","3700","3","NA","2","2","1","1","1","4","3","2","1","NA","NA","491","NA","1","1","1","NA","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",8427,"4","2013","7",31056,30408,0,0,,,,,,,,0,301,0,0,0,,8,,0,0,0,,648,,"3","3","NA","2","1","1","1","1","1","1","1","5","2500","2","NA","2","2","2","2","2","1","6","2","1","480","NA","617.81","NA","1","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",8429,"2","2013","9",746,645,0,0,,,,,,,,0,746,0,0,0,,0,,0,0,0,,102,,"3","3","NA","1","1","1","1","1","1","1","3","6","2000","3","NA","2","2","2","2","1","2","6","1","1","NA","NA","696.68","NA","1","1","1","NA","NA","1","1","1","1","NA","NA","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",8450,"4","2013","28",44917,39025,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5893,,"NA","3","NA","1","1","1","1","1","1","1","1","5","2500","3","3","1","2","2","2","1","1","6","2","1","NA","NA","227.17","NA","1","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",8471,"2","2013","4",18979,32689,0,0,,,,,,,,0,668,0,0,628,,224,,0,0,0,,-13710,,"NA","3","3","1","1","1","1","1","1","1","1","3","NA","3","NA","2","2","2","2","3","5","6","2","1","NA","NA","622.28","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",8489,"2","2013","27",74186,71811,13496,13496,,,,,,,,13496,0,0,0,0,,0,,0,0,0,,2375,,"NA","3","3","1","1","1","1","1","1","1","1","2","3000","3","NA","2","2","2","2","2","2","5","2","1","NA","NA","612.29","NA","1","1","1","1","NA","NA","1","NA","NA","NA","3","1","NA","1","NA","2",,"3",1.8,,,,,
"2013","BE",8495,"3","2013","9",18419,17633,0,0,,,,,,,,0,1099,0,0,0,,15,,0,0,0,,786,,"NA","3","NA","1","1","1","1","1","1","1","1","3","2200","1","1","2","2","2","1","1","3","6","2","1","NA","NA","899.16","1554.59","1","1","1","NA","NA","1","1","NA","1","1","1","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",8508,"3","2013","14",59719,68013,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-8294,,"3","3","NA","1","1","1","1","1","1","1","1","5","1500","2","NA","2","2","2","2","2","2","6","2","1","NA","NA","2273.36","NA","1","1","1","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA","1",,"3",2,,,,,
"2013","BE",8529,"2","2013","6",37258,12518,0,0,,,,,,,,0,5486,0,0,0,,0,,0,0,0,,24740,,"NA","3","NA","1","1","1","1","1","1","1","1","2","2000","2","NA","2","2","2","2","1","1","5","2","1","NA","NA","659.29","NA","1","1","1","NA","NA","NA","1","1","1","NA","NA","NA","NA","1","NA","NA",,"3",1.8,,,,,
"2013","BE",8547,"2","2013","17",36453,35665,0,0,,,,,,,,0,1775,0,0,12174,,0,,0,0,187,,601,,"NA","3","NA","1","1","1","1","1","1","1","1","6","5000","3","3","2","2","1","2","1","3","6","2","1","NA","NA","666.69","NA","1","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",,"3",2,,,,,
"2013","BE",8554,"2","2013","23",3834,-72427,0,0,,,,,,,,0,1268,0,0,0,,0,,0,0,0,,76261,,"2","3","NA","1","1","1","1","1","1","1","1","6","2500","3","NA","2","1","2","2","2","2","5","2","1","790","NA","256.64","NA","1","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","1","1","NA","NA",,"3",2,,,,,
"2013","BE",8559,"2","2013","32",15017,14634,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,383,,"3","3","NA","1","1","1","1","1","1","1","1","3","1500","3","2","2","2","2","2","1","1","3","1","1","NA","NA","468.39","NA","1","1","1","NA","NA","1","NA","NA","NA","1","1","1","NA","1","1","1",,"3",2,,,,,
"2013","BE",8561,"2","2013","34",123749,99756,0,0,,,,,,,,0,42425,0,0,0,,862,,0,0,0,,23994,,"NA","3","NA","1","1","1","1","1","1","1","1","4","2000","2","3","2","2","2","2","4","2","4","2","1","NA","NA","658.67","NA","1","1","1","1","NA","1","1","NA","NA","NA","NA","1","NA","NA","NA","1",,"3",2,,,,,
"2013","BE",8564,"3","2013","19",0,-836,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,836,,"3","3","3","1","1","1","1","1","1","1","1","6","2500","3","NA","2","2","2","1","2","1","6","2","1","NA","NA","1106","NA","1","1","1","2","NA","NA","1","NA","1","NA","NA","NA","NA","NA","2","2",,"3",1.6,,,,,
"2013","BE",8588,"3","2013","10",73795,72756,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1039,,"NA","3","NA","1","1","1","1","1","1","1","1","6","3000","1","NA","2","2","2","2","2","2","4","2","1","NA","NA","666.69","110","1","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",8594,"2","2013","29",27586,2772,3336,3336,,,,,,,,3336,2799,0,0,0,,0,,0,0,0,,24814,,"3","3","NA","2","1","1","1","1","1","3","1","5","2000","3","NA","2","2","2","2","1","3","6","2","1","NA","NA","1114","NA","1","1","1","1","1","NA","NA","1","3","NA","3","NA","1","NA","1","2",,"3",2,,,,,
"2013","BE",8597,"3","2013","3",51594,50792,0,0,,,,,,,,0,2004,0,0,0,,5567,,0,0,0,,802,,"NA","3","NA","1","1","1","1","1","1","1","1","6","20000","2","NA","2","2","2","2","1","1","4","2","1","NA","NA","774.67","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA",,"3",1.8,,,,,
"2013","BE",8599,"2","2013","21",42205,14329,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,27876,,"NA","3","NA","1","1","1","1","1","1","1","1","5","2500","3","3","1","2","2","2","4","1","6","2","1","NA","NA","659.29","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA",,"3",1.8,,,,,
"2013","BE",8603,"2","2013","21",18322,18935,0,0,,,,,,,,0,0,0,0,0,,33,,0,0,0,,-613,,"NA","3","3","1","1","1","1","1","1","1","2","2","2500","3","NA","2","2","2","2","3","1","6","2","1","NA","NA","1180","NA","1","1","1","1","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","1",,"3",1.8,,,,,
"2013","BE",8648,"2","2013","15",10523,-4256,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,14780,,"NA","3","NA","1","1","1","1","1","1","1","1","5","2500","1","NA","1","2","2","1","1","1","3","2","1","NA","NA","621.25","NA","1","1","1","1","NA","NA","NA","1","NA","1","1","NA","NA","NA","NA","NA",,"3",2,,,,,
"2013","BE",8650,"2","2013","33",57717,41915,0,0,,,,,,,,0,5242,0,0,0,,0,,0,0,0,,15801,,"NA","3","3","1","1","1","1","1","1","1","1","3","5500","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","223","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",,"3",1.8,,,,,
