"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2013","BE",220201,928.937947494033,"3",1958,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",54,54,22020,"0.7072252548","1","0","111"
"2013","BE",220202,928.937947494033,"3",1958,"2","1","4","1","NA","5","42","NA","NA","NA","NA","NA",54,54,22020,"1","0","0","0"
"2013","BE",220203,928.937947494033,"3",1989,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",23,23,22020,"99","0","0","0"
"2013","BE",220241,928.937947494033,"1",1963,"1","1","1","1","11","2","NA","26","NA","0","NA","NA",49,49,22024,"0.8747441861","0","0","100"
"2013","BE",220242,928.937947494033,"1",1976,"2","1","1","1","11","NA","NA","NA","0","NA","NA","NA",37,36,22024,"0.7714285714","1","0","0"
"2013","BE",220243,928.937947494033,"4",1990,"2","1","4","1","11","NA","NA","NA","0","NA","NA","NA",23,22,22024,"1","0","0","100"
"2013","BE",220781,928.937947494033,"2",1970,"1","1","4","1","11","2","NA","NA","0","NA","NA","16",42,42,22078,"1","2","0","100"
"2013","BE",220782,928.937947494033,"3",1973,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",40,39,22078,"0.5","0","0","0"
"2013","BE",220783,928.937947494033,"4",2007,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",6,5,22078,"0.856704319","0","0","0"
"2013","BE",220811,928.937947494033,"4",1973,"1","1","1","1","11","5","NA","NA","8","NA","NA","NA",39,39,22081,"1","0","0","0"
"2013","BE",220812,928.937947494033,"4",1977,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","0",36,35,22081,"0.7714285714","0","0","0"
"2013","BE",220813,928.937947494033,"4",2001,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",11,11,22081,"1","1","0","1"
"2013","BE",221081,928.937947494033,"1",1955,"1","1","1","1","11","5","NA","NA","NA","NA","NA","NA",58,57,22108,"1","0","0","0"
"2013","BE",221082,928.937947494033,"2",1959,"2","1","1","1","11","5","NA","NA","NA","0","NA","NA",54,53,22108,"0.1428571429","0","0","0"
"2013","BE",221083,928.937947494033,"4",1989,"1","1","1","1","NA","2","NA","NA","15","NA","NA","0",23,23,22108,"0.2857142857","2","0","0"
"2013","BE",221261,928.937947494033,"1",1940,"2","1","4","1","11","5","NA","NA","NA","NA","NA","NA",73,72,22126,"0.7857142857","0","0","0"
"2013","BE",221262,928.937947494033,"3",1993,"1","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",20,19,22126,"0.5","0","0","0"
"2013","BE",221263,928.937947494033,"1",1941,"1","1","4","1","11","NA","NA","NA","NA","NA","0","NA",71,71,22126,"0.5","2","0","1"
"2013","BE",221731,928.937947494033,"1",1973,"1","1","3","4","NA","2","NA","NA","NA","NA","NA","NA",39,39,22173,"0.9571428571","0","0","1"
"2013","BE",221732,928.937947494033,"3",1979,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",34,33,22173,"99","0","0","0"
"2013","BE",221733,928.937947494033,"1",2009,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",3,3,22173,"0.9","0","0","101"
"2013","BE",221831,928.937947494033,"2",1968,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",44,44,22183,"0.8035714286","0","0","0"
"2013","BE",221832,928.937947494033,"2",1989,"1","1","4","1","11","2","NA","36","NA","NA","NA","NA",24,23,22183,"0.6111111111","0","0","0"
"2013","BE",221833,928.937947494033,"4",1968,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",45,44,22183,"0.7972535992","0","0","111"
"2013","BE",222141,928.937947494033,"3",1978,"2","1","1","1","NA","5","NA","NA","NA","NA","NA","0",34,34,22214,"0","2","0","0"
"2013","BE",222142,928.937947494033,"1",2002,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",10,10,22214,"99","0","0","0"
"2013","BE",222143,928.937947494033,"2",2004,"2","1","1","4","11","2","NA","NA","NA","0","NA","NA",9,8,22214,"99","0","1","0"
"2013","BE",222161,928.937947494033,"2",1982,"1","1","4","1","11","2","NA","NA","NA","NA","0","NA",31,30,22216,"0.5","0","0","100"
"2013","BE",222162,928.937947494033,"3",1988,"2","1","3","1","NA","2","NA","NA","NA","0","NA","NA",24,24,22216,"0","0","0","0"
"2013","BE",222163,928.937947494033,"1",2011,"1","1","1","4","NA","2","NA","NA","NA","NA","NA","4",1,1,22216,"0.9642857143","0","0","0"
"2013","BE",222281,928.937947494033,"4",1983,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",30,29,22228,"0.6666666667","0","0","0"
"2013","BE",222282,928.937947494033,"3",1984,"1","1","3","1","NA","2","NA","36","NA","NA","NA","NA",28,28,22228,"0","1","0","0"
"2013","BE",222283,928.937947494033,"4",2012,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1,0,22228,"0.5142857143","0","0","0"
"2013","BE",222351,928.937947494033,"4",1971,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",41,41,22235,"1","2","0","0"
"2013","BE",222352,928.937947494033,"1",1969,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",43,43,22235,"99","2","0","0"
"2013","BE",222353,928.937947494033,"3",1996,"1","1","1","1","11","2","NA","NA","0","NA","NA","NA",16,16,22235,"99","0","0","0"
"2013","BE",222491,928.937947494033,"1",1955,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",58,57,22249,"0","0","0","0"
"2013","BE",222492,928.937947494033,"2",1964,"1","1","1","1","NA","2","NA","NA","0","NA","0","NA",49,48,22249,"1","0","0","0"
"2013","BE",222493,928.937947494033,"4",1962,"1","1","2","1","11","2","NA","NA","NA","NA","NA","NA",50,50,22249,"0","0","0","0"
"2013","BE",222531,928.937947494033,"4",1962,"2","1","3","4","NA","2","NA","NA","NA","NA","NA","NA",51,50,22253,"99","0","0","100"
"2013","BE",222532,928.937947494033,"2",1999,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",14,13,22253,"99","0","0","0"
"2013","BE",222533,928.937947494033,"3",1996,"2","1","3","4","11","2","NA","NA","NA","16","NA","NA",16,16,22253,"0","0","0","0"
"2013","BE",222581,928.937947494033,"1",1961,"1","1","4","4","11","5","NA","NA","6","0","NA","NA",51,51,22258,"0.9142857143","0","0","0"
"2013","BE",222582,928.937947494033,"3",1955,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",57,57,22258,"0.8805869325","0","0","0"
"2013","BE",222583,928.937947494033,"4",1991,"1","1","3","4","NA","2","NA","NA","4","NA","0","NA",22,21,22258,"0.6666666667","0","0","0"
"2013","BE",222961,928.937947494033,"1",1951,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",62,61,22296,"99","1","0","0"
"2013","BE",222962,928.937947494033,"4",1989,"1","1","3","4","11","5","NA","NA","NA","NA","NA","NA",24,23,22296,"99","1","0","0"
"2013","BE",222963,928.937947494033,"2",1990,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",23,22,22296,"0.0594507198","0","0","0"
"2013","BE",223931,928.937947494033,"2",1973,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",40,39,22393,"1","0","0","0"
"2013","BE",223932,928.937947494033,"2",1979,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",34,33,22393,"0.5833333333","0","0","0"
"2013","BE",223933,928.937947494033,"2",2009,"1","1","3","1","11","NA","NA","NA","NA","NA","0","NA",3,3,22393,"0","2","0","0"
"2013","BE",224381,928.937947494033,"4",1966,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",47,46,22438,"1","0","0","110"
"2013","BE",224382,928.937947494033,"1",1969,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",43,43,22438,"0","0","0","0"
"2013","BE",224383,928.937947494033,"4",2005,"2","1","3","4","11","NA","NA","32","0","NA","NA","NA",7,7,22438,"99","2","0","0"
"2013","BE",224911,928.937947494033,"1",1955,"1","1","1","1","NA","2","NA","NA","0","NA","NA","NA",58,57,22491,"0","0","0","0"
"2013","BE",224912,928.937947494033,"3",1959,"2","1","1","4","11","2","NA","NA","NA","0","NA","NA",54,53,22491,"0.8285289074","2","0","0"
"2013","BE",224913,928.937947494033,"1",1989,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",23,23,22491,"99","0","0","0"
"2013","BE",224981,928.937947494033,"4",1947,"1","2","3","4","11","2","NA","NA","NA","NA","NA","NA",66,65,22498,"0.7714285714","0","0","101"
"2013","BE",224982,928.937947494033,"2",1948,"2","1","3","1","11","NA","NA","NA","0","NA","NA","0",65,64,22498,"0","0","0","0"
"2013","BE",224983,928.937947494033,"1",1981,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",31,31,22498,"1","2","0","0"
"2013","BE",225001,928.937947494033,"1",1958,"2","1","4","4","11","2","NA","28","0","NA","NA","NA",54,54,22500,"1","0","0","0"
"2013","BE",225002,928.937947494033,"1",1992,"1","1","4","1","11","2","NA","NA","NA","NA","NA","0",21,20,22500,"0.5","0","0","0"
"2013","BE",225003,928.937947494033,"1",1995,"1","1","4","1","11","NA","NA","NA","NA","0","NA","5",17,17,22500,"0.9285714286","2","0","0"
"2013","BE",225061,928.937947494033,"4",1983,"1","1","1","1","11","2","32","NA","NA","NA","0","NA",30,29,22506,"0.5","2","0","0"
"2013","BE",225062,928.937947494033,"4",1987,"2","1","3","1","NA","2","32","NA","NA","NA","NA","NA",26,25,22506,"0.3047619048","0","0","0"
"2013","BE",225063,928.937947494033,"1",2011,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2,1,22506,"0","0","0","100"
"2013","BE",225221,928.937947494033,"2",1978,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",35,34,22522,"1","2","0","0"
"2013","BE",225222,928.937947494033,"3",1981,"2","1","4","1","11","2","NA","NA","NA","0","NA","NA",31,31,22522,"99","1","0","0"
"2013","BE",225223,928.937947494033,"4",2012,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1,0,22522,"0.5","1","0","0"
"2013","BE",225451,928.937947494033,"1",1965,"1","1","3","4","11","2","NA","NA","NA","NA","NA","NA",47,47,22545,"1","0","1","0"
"2013","BE",225452,928.937947494033,"1",1961,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",52,51,22545,"0.5","0","0","101"
"2013","BE",225453,928.937947494033,"4",1990,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",23,22,22545,"0.7857142857","0","0","0"
"2013","BE",225481,928.937947494033,"1",1960,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",53,52,22548,"99","2","0","0"
"2013","BE",225482,928.937947494033,"3",1961,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",52,51,22548,"0.7142857143","0","0","0"
"2013","BE",225483,928.937947494033,"4",1990,"1","1","1","1","11","2","NA","NA","12","NA","NA","NA",22,22,22548,"0.6666666667","0","0","0"
"2013","BE",225491,928.937947494033,"3",1966,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",46,46,22549,"0.0416666667","0","0","0"
"2013","BE",225492,928.937947494033,"2",1965,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",48,47,22549,"99","2","0","0"
"2013","BE",225493,928.937947494033,"1",1998,"1","1","4","1","11","2","NA","28","0","NA","NA","NA",15,14,22549,"0","2","0","0"
"2013","BE",225891,928.937947494033,"2",1954,"1","1","1","1","14","2","NA","32","NA","NA","0","NA",59,58,22589,"1","0","0","0"
"2013","BE",225892,928.937947494033,"1",1953,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",60,59,22589,"0.5","0","0","0"
"2013","BE",225893,928.937947494033,"3",1986,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",27,26,22589,"0","2","0","0"
"2013","BE",226131,928.937947494033,"2",1967,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",46,45,22613,"0.5110860416","2","0","0"
"2013","BE",226132,928.937947494033,"3",1995,"1","1","1","4","NA","2","NA","NA","NA","NA","NA","9",18,17,22613,"0.7571428571","1","0","0"
"2013","BE",226133,928.937947494033,"4",1999,"1","1","4","4","NA","2","NA","NA","0","NA","NA","NA",13,13,22613,"0","0","0","0"
"2013","BE",226161,928.937947494033,"4",1975,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",37,37,22616,"1","0","1","0"
"2013","BE",226162,928.937947494033,"4",1979,"2","1","1","4","11","5","NA","NA","NA","0","NA","0",33,33,22616,"99","0","0","100"
"2013","BE",226163,928.937947494033,"4",2012,"1","1","1","4","11","NA","NA","NA","NA","NA","0","NA",1,0,22616,"0.5","0","0","0"
"2013","BE",226311,928.937947494033,"1",1971,"1","1","4","1","11","2","NA","NA","NA","NA","0","0",41,41,22631,"1","0","0","101"
"2013","BE",226312,928.937947494033,"2",2006,"1","1","1","1","11","2","NA","NA","NA","NA","NA","0",7,6,22631,"0.6130952381","0","0","0"
"2013","BE",226313,928.937947494033,"2",1974,"2","1","3","1","11","2","NA","NA","0","NA","0","NA",38,38,22631,"1","0","0","0"
"2013","BE",226521,928.937947494033,"1",1983,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",30,29,22652,"99","2","0","0"
"2013","BE",226522,928.937947494033,"2",1987,"2","1","4","4","11","5","NA","NA","NA","NA","NA","NA",26,25,22652,"0.7428571429","0","0","10"
"2013","BE",226523,928.937947494033,"4",2011,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1,1,22652,"1","0","0","101"
"2013","BE",226561,928.937947494033,"3",1971,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",42,41,22656,"0.2571428571","0","0","0"
"2013","BE",226562,928.937947494033,"1",2006,"1","1","4","1","11","2","NA","NA","NA","NA","NA","0",6,6,22656,"0.1428571429","0","0","0"
"2013","BE",226563,928.937947494033,"2",1974,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",38,38,22656,"0.875","2","0","0"
"2013","BE",227021,928.937947494033,"2",1983,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",29,29,22702,"0.5","0","0","0"
"2013","BE",227022,928.937947494033,"4",1981,"1","1","1","1","11","2","NA","32","NA","NA","NA","NA",31,31,22702,"99","0","0","0"
"2013","BE",227023,928.937947494033,"2",2010,"2","1","3","1","11","NA","NA","NA","NA","0","NA","NA",2,2,22702,"0.4642857143","0","0","0"
"2013","BE",227431,928.937947494033,"3",1978,"1","1","1","1","11","NA","NA","NA","NA","0","NA","NA",34,34,22743,"0","2","0","10"
"2013","BE",227432,928.937947494033,"4",1981,"2","1","1","4","11","2","NA","NA","NA","0","NA","15",32,31,22743,"1","0","0","0"
"2013","BE",227433,928.937947494033,"4",2012,"1","1","1","1","11","5","32","NA","NA","NA","0","NA",1,0,22743,"0.5","0","0","0"
"2013","BE",227771,928.937947494033,"2",1960,"1","1","3","1","11","NA","NA","NA","NA","0","NA","0",52,52,22777,"1","2","0","111"
"2013","BE",227772,928.937947494033,"2",1961,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",51,51,22777,"99","1","0","111"
"2013","BE",227773,928.937947494033,"1",1990,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",23,22,22777,"0.1666666667","0","0","0"
"2013","BE",228141,928.937947494033,"4",1974,"1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",39,38,22814,"1","0","0","100"
"2013","BE",228142,928.937947494033,"4",1981,"2","1","2","1","11","NA","NA","NA","NA","NA","NA","15",31,31,22814,"0.9571428571","0","1","0"
"2013","BE",228143,928.937947494033,"2",2001,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",12,11,22814,"99","0","0","0"
"2013","BE",228231,928.937947494033,"2",1943,"1","1","1","1","11","2","NA","NA","NA","NA","0","0",70,69,22823,"0","0","0","1"
"2013","BE",228232,928.937947494033,"2",1942,"2","1","4","4","11","2","NA","38","NA","NA","NA","NA",71,70,22823,"0.9285714286","1","0","100"
"2013","BE",228233,928.937947494033,"3",1970,"1","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",43,42,22823,"99","0","0","0"
"2013","BE",228381,928.937947494033,"1",1959,"2","1","1","1","11","2","NA","NA","0","NA","NA","NA",54,53,22838,"0.5714285714","2","0","0"
"2013","BE",228382,928.937947494033,"3",1956,"1","1","4","1","11","NA","NA","NA","NA","NA","0","NA",57,56,22838,"0.5","0","0","0"
"2013","BE",228383,928.937947494033,"4",1996,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",16,16,22838,"99","2","0","1"
"2013","BE",228401,928.937947494033,"1",1955,"1","1","2","1","NA","NA","NA","NA","NA","NA","NA","NA",58,57,22840,"99","0","0","0"
"2013","BE",228402,928.937947494033,"3",1959,"2","1","4","1","11","2","NA","NA","0","NA","NA","5",53,53,22840,"1","0","0","0"
"2013","BE",228403,928.937947494033,"2",1985,"1","1","4","1","11","NA","NA","NA","NA","18","NA","NA",28,27,22840,"0.6666666667","2","0","111"
"2013","BE",228581,928.937947494033,"1",1984,"2","1","4","4","NA","NA","NA","NA","NA","NA","NA","NA",28,28,22858,"1","0","0","0"
"2013","BE",228582,928.937947494033,"4",2007,"1","1","1","1","11","2","NA","NA","NA","NA","0","NA",6,5,22858,"99","2","0","0"
"2013","BE",228583,928.937947494033,"2",1986,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",27,26,22858,"0.6428571429","0","0","0"
"2013","BE",229001,928.937947494033,"1",1980,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",33,32,22900,"0.4714285714","2","0","0"
"2013","BE",229002,928.937947494033,"4",1985,"2","1","1","1","11","2","NA","NA","NA","NA","0","0",28,27,22900,"0.75","0","0","0"
"2013","BE",229003,928.937947494033,"4",2012,"1","1","3","4","11","2","NA","28","0","NA","0","NA",0,0,22900,"0.4166666667","2","1","0"
"2013","BE",229111,928.937947494033,"1",1977,"1","1","1","1","11","5","NA","NA","NA","NA","NA","NA",36,35,22911,"1","0","0","0"
"2013","BE",229112,928.937947494033,"4",1977,"2","1","4","1","11","NA","NA","NA","3","NA","NA","NA",36,35,22911,"1","0","0","100"
"2013","BE",229113,928.937947494033,"4",2010,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",3,2,22911,"0","0","0","0"
"2013","BE",229571,928.937947494033,"2",1975,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","0",38,37,22957,"99","0","0","0"
"2013","BE",229572,928.937947494033,"3",1979,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",33,33,22957,"1","0","1","10"
"2013","BE",229573,928.937947494033,"4",2012,"1","1","4","1","11","NA","NA","NA","NA","0","NA","NA",1,0,22957,"1","0","0","0"
"2013","BE",229591,928.937947494033,"4",1958,"1","1","4","4","11","NA","NA","NA","NA","0","NA","NA",55,54,22959,"1","2","0","0"
"2013","BE",229592,928.937947494033,"4",1956,"2","1","3","4","NA","2","NA","NA","NA","0","NA","NA",57,56,22959,"0.5","1","0","0"
"2013","BE",229593,928.937947494033,"2",1985,"2","1","1","1","11","NA","NA","NA","0","NA","NA","NA",27,27,22959,"0.7714285714","0","0","1"
"2013","BE",229821,928.937947494033,"2",1982,"1","1","1","1","NA","2","36","31","0","NA","NA","0",31,30,22982,"0","2","0","0"
"2013","BE",229822,928.937947494033,"4",1988,"2","1","3","4","NA","2","NA","NA","NA","NA","0","NA",25,24,22982,"1","0","0","0"
"2013","BE",229823,928.937947494033,"3",2011,"1","1","4","4","11","NA","NA","NA","20","NA","NA","NA",2,1,22982,"0.8805869325","0","0","0"
"2013","BE",230701,928.937947494033,"1",1971,"1","1","1","1","11","2","NA","32","NA","NA","NA","NA",42,41,23070,"0.6666666667","0","0","0"
"2013","BE",230702,928.937947494033,"3",1972,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",41,40,23070,"0.5","0","0","0"
"2013","BE",230703,928.937947494033,"4",2004,"2","1","3","1","11","5","NA","NA","NA","NA","NA","NA",8,8,23070,"99","2","0","0"
"2013","BE",230751,928.937947494033,"3",1968,"1","1","1","1","11","2","NA","NA","NA","NA","NA","0",44,44,23075,"99","0","0","0"
"2013","BE",230752,928.937947494033,"3",1980,"2","1","4","1","11","2","NA","NA","NA","0","NA","0",32,32,23075,"0.6666666667","0","0","0"
"2013","BE",230753,928.937947494033,"4",2009,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",3,3,23075,"0.625","0","0","0"
"2013","BE",231081,928.937947494033,"1",1981,"1","1","4","1","11","2","NA","NA","0","0","NA","NA",32,31,23108,"0.2426196282","0","0","101"
"2013","BE",231082,928.937947494033,"3",1982,"2","1","2","1","11","NA","NA","NA","NA","NA","NA","NA",31,30,23108,"0.5","2","0","0"
"2013","BE",231083,928.937947494033,"2",2010,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",2,2,23108,"0.856704319","0","0","0"
"2013","BE",231131,928.937947494033,"4",1983,"1","1","1","1","11","2","NA","28","NA","NA","0","0",29,29,23113,"0","0","0","0"
"2013","BE",231132,928.937947494033,"2",1982,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","0",30,30,23113,"99","0","0","0"
"2013","BE",231133,928.937947494033,"1",2008,"2","1","4","1","NA","5","NA","NA","NA","NA","NA","NA",5,4,23113,"99","0","0","0"
"2013","BE",231141,928.937947494033,"1",1983,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",29,29,23114,"0.9285714286","2","0","0"
"2013","BE",231142,928.937947494033,"1",1982,"2","1","3","1","11","NA","NA","28","NA","NA","0","0",31,30,23114,"0.5","0","1","0"
"2013","BE",231143,928.937947494033,"2",2008,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",4,4,23114,"0","0","0","0"
"2013","BE",231241,928.937947494033,"2",1958,"1","1","4","1","11","2","NA","NA","NA","NA","0","NA",54,54,23124,"1","0","0","0"
"2013","BE",231242,928.937947494033,"1",1958,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","0",54,54,23124,"99","0","0","0"
"2013","BE",231243,928.937947494033,"2",1989,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",24,23,23124,"99","0","0","0"
"2013","BE",231901,928.937947494033,"1",1951,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",62,61,23190,"0.8428571429","0","0","111"
"2013","BE",231902,928.937947494033,"1",1989,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",23,23,23190,"1","0","0","0"
"2013","BE",231903,928.937947494033,"2",1990,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",22,22,23190,"99","1","0","0"
"2013","BE",232061,928.937947494033,"3",1958,"1","1","4","4","NA","5","NA","NA","NA","0","NA","NA",54,54,23206,"99","0","0","0"
"2013","BE",232062,928.937947494033,"2",1958,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",55,54,23206,"0.8428571429","0","0","0"
"2013","BE",232063,928.937947494033,"2",1989,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",23,23,23206,"0.25","0","0","100"
"2013","BE",232111,928.937947494033,"4",1955,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",57,57,23211,"1","0","0","0"
"2013","BE",232112,928.937947494033,"3",1959,"2","1","3","1","11","2","32","NA","NA","NA","NA","NA",53,53,23211,"0.9571428571","0","0","0"
"2013","BE",232113,928.937947494033,"4",1989,"1","1","4","1","NA","NA","NA","NA","0","NA","NA","NA",23,23,23211,"0.5857142857","0","0","0"
"2013","BE",232121,928.937947494033,"2",1977,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",36,35,23212,"1","0","0","0"
"2013","BE",232122,928.937947494033,"3",1977,"2","1","2","4","11","2","NA","NA","0","NA","NA","NA",35,35,23212,"0.5","2","0","0"
"2013","BE",232123,928.937947494033,"2",2010,"1","1","3","4","11","2","NA","32","NA","NA","NA","0",3,2,23212,"0.8535714286","2","0","0"
"2013","BE",232201,928.937947494033,"3",1954,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",59,58,23220,"1","0","0","0"
"2013","BE",232202,928.937947494033,"1",1955,"2","1","1","4","11","5","NA","32","NA","NA","NA","NA",57,57,23220,"99","0","0","10"
"2013","BE",232203,928.937947494033,"3",1987,"2","1","1","1","11","2","NA","32","NA","NA","NA","NA",26,25,23220,"99","0","1","100"
"2013","BE",232751,928.937947494033,"2",1971,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",41,41,23275,"0.9225094131","1","0","0"
"2013","BE",232752,928.937947494033,"4",1969,"1","1","1","1","11","2","NA","29","NA","0","NA","NA",43,43,23275,"99","2","0","0"
"2013","BE",232753,928.937947494033,"4",1996,"1","1","1","1","11","2","NA","38","NA","NA","0","NA",17,16,23275,"1","2","0","0"
"2013","BE",232791,928.937947494033,"4",1959,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",54,53,23279,"0.5142857143","0","0","100"
"2013","BE",232792,928.937947494033,"4",1987,"1","1","4","1","11","2","NA","32","NA","NA","NA","NA",25,25,23279,"1","0","0","0"
"2013","BE",232793,928.937947494033,"3",1953,"1","1","4","4","11","2","29","NA","NA","0","NA","NA",59,59,23279,"1","0","0","0"
"2013","BE",233331,928.937947494033,"4",1983,"1","1","2","1","11","2","NA","NA","NA","0","NA","NA",30,29,23333,"0.8857142857","0","0","0"
"2013","BE",233332,928.937947494033,"2",1982,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",31,30,23333,"0.5","0","0","0"
"2013","BE",233333,928.937947494033,"1",2008,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",4,4,23333,"1","0","0","0"
"2013","BE",233531,928.937947494033,"4",1973,"1","1","4","4","11","5","NA","31","NA","NA","NA","NA",40,39,23353,"0.9","0","1","101"
"2013","BE",233532,928.937947494033,"1",1977,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",36,35,23353,"99","0","0","0"
"2013","BE",233533,928.937947494033,"4",2001,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",12,11,23353,"99","0","1","100"
"2013","BE",233651,928.937947494033,"4",1945,"1","1","4","4","11","5","NA","NA","NA","NA","NA","NA",67,67,23365,"0.5142857143","2","0","0"
"2013","BE",233652,928.937947494033,"3",1950,"2","1","1","4","11","NA","NA","NA","NA","NA","0","NA",63,62,23365,"0.9142857143","0","0","0"
"2013","BE",233653,928.937947494033,"2",1972,"1","1","1","4","11","5","NA","NA","NA","NA","NA","NA",40,40,23365,"1","1","0","101"
"2013","BE",233901,928.937947494033,"3",1947,"1","1","1","1","11","2","NA","NA","NA","NA","0","NA",66,65,23390,"1","2","0","0"
"2013","BE",233902,928.937947494033,"2",1948,"2","1","1","1","NA","2","NA","NA","NA","0","NA","NA",64,64,23390,"0.7714285714","0","1","0"
"2013","BE",233903,928.937947494033,"1",1981,"2","1","3","1","11","2","NA","NA","NA","NA","0","0",32,31,23390,"1","0","0","0"
"2013","BE",234161,928.937947494033,"3",1983,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",30,29,23416,"0.3333333333","0","0","0"
"2013","BE",234162,928.937947494033,"3",1981,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",32,31,23416,"0.9641760798","0","0","0"
"2013","BE",234163,928.937947494033,"1",2010,"2","1","4","1","11","2","NA","NA","0","NA","NA","NA",3,2,23416,"99","2","0","0"
"2013","BE",234701,928.937947494033,"1",1968,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",44,44,23470,"1","0","0","0"
"2013","BE",234702,928.937947494033,"1",1995,"1","1","1","1","11","5","NA","NA","NA","NA","NA","NA",17,17,23470,"99","1","0","0"
