"DB010","DB020","DB030","DB040","DB062","DB090"
"2013","BE",15752,"BE21","NA","631.8371"
"2013","BE",15793,"BE21","NA","999.2273"
"2013","BE",15820,"BE21","NA","991.0426"
"2013","BE",15838,"BE21","NA","375.5635"
"2013","BE",15846,"BE21","NA","1216.235"
"2013","BE",15902,"BE21","NA","1526.647"
"2013","BE",15914,"BE21","NA","585.191"
"2013","BE",15958,"BE21","NA","609.7017"
"2013","BE",15996,"BE21","NA","982.7826"
"2013","BE",16024,"BE21","NA","1192.805"
"2013","BE",16034,"BE21","NA","427.1785"
"2013","BE",16078,"BE21","NA","869.7685"
"2013","BE",16079,"BE21","NA","1727.065"
"2013","BE",16154,"BE21","NA","620.8601"
"2013","BE",16207,"BE21","NA","2024.486"
"2013","BE",16221,"BE21","NA","555.1116"
"2013","BE",16231,"BE21","NA","997.3323"
"2013","BE",16234,"BE21","NA","2954.26"
"2013","BE",16239,"BE21","NA","930.3448"
"2013","BE",16282,"BE21","NA","1775.184"
"2013","BE",16301,"BE21","NA","1025.004"
"2013","BE",16304,"BE21","NA","752.7427"
"2013","BE",16341,"BE21","NA","268.662"
"2013","BE",16349,"BE21","NA","553.8524"
"2013","BE",16389,"BE21","NA","475.4352"
"2013","BE",16407,"BE21","NA","1219.001"
"2013","BE",16417,"BE21","NA","962.3636"
"2013","BE",16458,"BE21","NA","1376.467"
"2013","BE",16473,"BE21","NA","544.5023"
"2013","BE",16495,"BE21","NA","493.1018"
"2013","BE",16511,"BE21","NA","776.4763"
"2013","BE",16513,"BE21","NA","650.6673"
"2013","BE",16536,"BE21","NA","864.4169"
"2013","BE",16544,"BE21","NA","1054.026"
"2013","BE",16558,"BE21","NA","894.8834"
"2013","BE",16587,"BE21","NA","372.1374"
"2013","BE",16588,"BE21","NA","779.7232"
"2013","BE",16595,"BE21","NA","1869.181"
"2013","BE",16601,"BE21","NA","896.2195"
"2013","BE",16602,"BE21","NA","4678.957"
"2013","BE",16627,"BE21","NA","592.0547"
"2013","BE",16634,"BE21","NA","818.6292"
"2013","BE",16677,"BE21","NA","2273.535"
"2013","BE",16680,"BE21","NA","931.5487"
"2013","BE",16681,"BE21","NA","1170.089"
"2013","BE",16685,"BE21","NA","956.571"
"2013","BE",16697,"BE21","NA","713.1132"
"2013","BE",16703,"BE21","NA","884.7395"
"2013","BE",16709,"BE21","NA","1732.686"
"2013","BE",16723,"BE21","NA","700.3427"
"2013","BE",16753,"BE21","NA","1017.654"
"2013","BE",16771,"BE21","NA","247.7918"
"2013","BE",16797,"BE21","NA","727.5613"
"2013","BE",16804,"BE21","NA","410.2389"
"2013","BE",16821,"BE21","NA","848.6972"
"2013","BE",16871,"BE21","NA","686.7866"
"2013","BE",16888,"BE21","NA","757.427"
"2013","BE",16893,"BE21","NA","2688.244"
"2013","BE",16917,"BE21","NA","1763.615"
"2013","BE",16957,"BE21","NA","767.504"
"2013","BE",16961,"BE21","NA","1734.434"
"2013","BE",16967,"BE21","NA","807.8529"
"2013","BE",16982,"BE21","NA","538.2063"
"2013","BE",16985,"BE21","NA","734.3639"
"2013","BE",17002,"BE21","NA","838.6114"
"2013","BE",17047,"BE21","NA","955.7839"
"2013","BE",17123,"BE21","NA","699.1959"
"2013","BE",17135,"BE21","NA","833.8634"
"2013","BE",17145,"BE21","NA","501.8325"
"2013","BE",17171,"BE21","NA","762.0456"
"2013","BE",17219,"BE21","NA","954.783"
"2013","BE",17248,"BE21","NA","737.9359"
"2013","BE",17252,"BE21","NA","565.2897"
"2013","BE",17254,"BE21","NA","562.658"
"2013","BE",17255,"BE21","NA","780.4964"
"2013","BE",17262,"BE21","NA","878.0742"
"2013","BE",17266,"BE21","NA","1177.798"
"2013","BE",17281,"BE21","NA","1403.198"
"2013","BE",17312,"BE21","NA","4025.477"
"2013","BE",17318,"BE21","NA","1469.846"
"2013","BE",17326,"BE21","NA","1210.936"
"2013","BE",17351,"BE21","NA","1110.679"
"2013","BE",17383,"BE21","NA","788.8829"
"2013","BE",17404,"BE21","NA","643.8835"
"2013","BE",17428,"BE21","NA","420.693"
"2013","BE",17430,"BE21","NA","587.332"
"2013","BE",17439,"BE21","NA","857.0779"
"2013","BE",17477,"BE21","NA","801.6053"
"2013","BE",17485,"BE21","NA","891.2852"
"2013","BE",17486,"BE21","NA","443.4755"
"2013","BE",17532,"BE21","NA","747.6323"
"2013","BE",17574,"BE21","NA","952.2892"
"2013","BE",17584,"BE21","NA","495.5762"
"2013","BE",17590,"BE21","NA","570.3709"
"2013","BE",17603,"BE21","NA","1139.571"
"2013","BE",17699,"BE21","NA","2185.711"
"2013","BE",17704,"BE21","NA","1087.788"
"2013","BE",17706,"BE21","NA","1977.476"
"2013","BE",17708,"BE21","NA","663.0298"
"2013","BE",17716,"BE21","NA","1388.749"
"2013","BE",17719,"BE21","NA","1436.267"
"2013","BE",17721,"BE21","NA","2203.234"
"2013","BE",17745,"BE21","NA","934.3732"
"2013","BE",17759,"BE21","NA","514.53"
"2013","BE",17781,"BE21","NA","814.5492"
"2013","BE",17783,"BE21","NA","705.0456"
"2013","BE",17791,"BE21","NA","1599.891"
"2013","BE",17794,"BE21","NA","704.7981"
"2013","BE",17834,"BE21","NA","540.2558"
"2013","BE",17882,"BE21","NA","917.7714"
"2013","BE",17894,"BE21","NA","1074.993"
"2013","BE",17900,"BE21","NA","836.2548"
"2013","BE",17902,"BE21","NA","7805.467"
"2013","BE",17942,"BE21","NA","600.5901"
"2013","BE",17973,"BE21","NA","861.6156"
"2013","BE",18015,"BE21","NA","960.3941"
"2013","BE",18030,"BE21","NA","2091.321"
"2013","BE",18063,"BE21","NA","1175.008"
"2013","BE",18067,"BE21","NA","625.3722"
"2013","BE",18082,"BE21","NA","927.1024"
"2013","BE",18126,"BE21","NA","776.7645"
"2013","BE",18177,"BE21","NA","996.5096"
"2013","BE",18194,"BE21","NA","818.5346"
"2013","BE",18216,"BE21","NA","347.1659"
"2013","BE",18218,"BE21","NA","606.8965"
"2013","BE",18219,"BE21","NA","348.4596"
"2013","BE",18244,"BE21","NA","1069.397"
"2013","BE",18264,"BE21","NA","885.5084"
"2013","BE",18273,"BE21","NA","535.4079"
"2013","BE",18307,"BE21","NA","1081.807"
"2013","BE",18318,"BE21","NA","308.7019"
"2013","BE",18323,"BE21","NA","704.5207"
"2013","BE",18331,"BE21","NA","606.2293"
"2013","BE",18340,"BE21","NA","245.9705"
"2013","BE",18379,"BE21","NA","604.5985"
"2013","BE",18382,"BE21","NA","2667.012"
"2013","BE",18433,"BE21","NA","726.8437"
"2013","BE",18447,"BE21","NA","790.0429"
"2013","BE",18454,"BE21","NA","438.2917"
"2013","BE",18458,"BE21","NA","1434.825"
"2013","BE",18464,"BE21","NA","1202.523"
"2013","BE",18471,"BE21","NA","617.2625"
"2013","BE",18490,"BE21","NA","1060.92"
"2013","BE",18497,"BE21","NA","853.807"
"2013","BE",18519,"BE21","NA","493.478"
"2013","BE",18540,"BE21","NA","852.5674"
"2013","BE",18560,"BE21","NA","2446.915"
"2013","BE",18569,"BE21","NA","1372.559"
"2013","BE",18570,"BE21","NA","914.7877"
"2013","BE",18620,"BE21","NA","537.7896"
"2013","BE",18656,"BE21","NA","633.7799"
"2013","BE",18661,"BE21","NA","1049.851"
"2013","BE",18671,"BE21","NA","1100.755"
"2013","BE",18735,"BE21","NA","2096.228"
"2013","BE",18738,"BE21","NA","481.8082"
"2013","BE",18742,"BE21","NA","673.4359"
"2013","BE",18748,"BE21","NA","579.0453"
"2013","BE",18781,"BE21","NA","1110.627"
"2013","BE",18787,"BE21","NA","907.4436"
"2013","BE",18799,"BE21","NA","1157.244"
"2013","BE",18833,"BE21","NA","617.0426"
"2013","BE",18849,"BE21","NA","644.1274"
"2013","BE",18851,"BE21","NA","1258.448"
"2013","BE",18860,"BE21","NA","982.8128"
"2013","BE",18889,"BE21","NA","4025.477"
"2013","BE",18947,"BE21","NA","880.4824"
"2013","BE",18948,"BE21","NA","593.159"
"2013","BE",18972,"BE21","NA","1282.443"
"2013","BE",18973,"BE21","NA","740.917"
"2013","BE",19004,"BE21","NA","943.3721"
"2013","BE",19031,"BE21","NA","1540.839"
"2013","BE",19069,"BE21","NA","1217.313"
"2013","BE",19099,"BE21","NA","430.7823"
"2013","BE",19138,"BE21","NA","636.9905"
"2013","BE",19145,"BE21","NA","1362.325"
"2013","BE",19189,"BE21","NA","164.3176"
"2013","BE",19204,"BE21","NA","1704.121"
"2013","BE",19206,"BE21","NA","821.101"
"2013","BE",19233,"BE21","NA","991.2937"
"2013","BE",19292,"BE21","NA","764.3927"
"2013","BE",19296,"BE21","NA","509.8699"
"2013","BE",19310,"BE21","NA","1175.18"
"2013","BE",19313,"BE21","NA","871.3259"
"2013","BE",19318,"BE21","NA","1462.587"
"2013","BE",19321,"BE21","NA","3953.436"
"2013","BE",19333,"BE21","NA","469.6926"
"2013","BE",19336,"BE21","NA","490.3407"
"2013","BE",19341,"BE21","NA","1091.344"
"2013","BE",19345,"BE21","NA","556.4822"
"2013","BE",19358,"BE21","NA","1134.55"
"2013","BE",19378,"BE21","NA","661.393"
"2013","BE",19380,"BE21","NA","2389.648"
"2013","BE",19413,"BE21","NA","3360.019"
"2013","BE",19414,"BE21","NA","775.1041"
"2013","BE",19440,"BE21","NA","1444.19"
"2013","BE",19483,"BE21","NA","411.0814"
"2013","BE",19501,"BE21","NA","458.2429"
"2013","BE",19518,"BE21","NA","521.1459"
"2013","BE",19538,"BE21","NA","893.815"
"2013","BE",19547,"BE21","NA","1170.089"
"2013","BE",19551,"BE21","NA","558.7524"
"2013","BE",19586,"BE21","NA","532.6003"
"2013","BE",19612,"BE21","NA","910.6595"
"2013","BE",19615,"BE21","NA","1141.404"
"2013","BE",19643,"BE21","NA","448.8796"
"2013","BE",19687,"BE21","NA","1178.524"
"2013","BE",19693,"BE21","NA","578.8849"
"2013","BE",19705,"BE21","NA","2238.233"
"2013","BE",19718,"BE21","NA","894.2887"
"2013","BE",19741,"BE21","NA","869.7685"
"2013","BE",19749,"BE21","NA","686.3183"
"2013","BE",19783,"BE21","NA","477.7623"
"2013","BE",19812,"BE21","NA","805.3425"
"2013","BE",19832,"BE21","NA","1885.048"
"2013","BE",19842,"BE21","NA","575.7072"
"2013","BE",19874,"BE21","NA","547.9584"
"2013","BE",19884,"BE21","NA","2599.542"
"2013","BE",19893,"BE21","NA","1149.881"
"2013","BE",19910,"BE21","NA","676.8974"
"2013","BE",19928,"BE21","NA","12881.1"
"2013","BE",19935,"BE21","NA","396.3232"
"2013","BE",19948,"BE21","NA","1325.461"
"2013","BE",19952,"BE21","NA","655.0589"
"2013","BE",19962,"BE21","NA","716.0415"
"2013","BE",19982,"BE21","NA","1503.559"
"2013","BE",20014,"BE21","NA","711.5461"
"2013","BE",20031,"BE21","NA","432.9078"
"2013","BE",20094,"BE21","NA","470.9536"
"2013","BE",20117,"BE21","NA","429.9686"
"2013","BE",20120,"BE21","NA","1167.683"
"2013","BE",20153,"BE21","NA","592.0126"
"2013","BE",20168,"BE21","NA","757.46"
"2013","BE",20179,"BE21","NA","640.4057"
"2013","BE",20203,"BE21","NA","707.03"
"2013","BE",20244,"BE21","NA","562.5542"
"2013","BE",20248,"BE21","NA","894.8834"
"2013","BE",20265,"BE21","NA","4601.758"
"2013","BE",20277,"BE21","NA","1142.445"
"2013","BE",20282,"BE21","NA","1099.406"
"2013","BE",20294,"BE21","NA","730.5854"
"2013","BE",20299,"BE21","NA","533.7787"
"2013","BE",20316,"BE21","NA","1050.815"
"2013","BE",20320,"BE21","NA","815.7688"
"2013","BE",20339,"BE21","NA","989.0895"
"2013","BE",20361,"BE21","NA","705.3739"
"2013","BE",20366,"BE21","NA","658.8538"
"2013","BE",20380,"BE21","NA","1479.984"
"2013","BE",20381,"BE21","NA","1286.883"
"2013","BE",20405,"BE21","NA","1556.062"
"2013","BE",20408,"BE21","NA","842.6298"
"2013","BE",20448,"BE21","NA","822.1606"
"2013","BE",20460,"BE21","NA","854.4381"
"2013","BE",20480,"BE21","NA","940.8696"
"2013","BE",20526,"BE21","NA","883.3624"
"2013","BE",20535,"BE21","NA","1513.251"
"2013","BE",20536,"BE21","NA","880.2467"
"2013","BE",20540,"BE21","NA","405.9852"
"2013","BE",20579,"BE21","NA","1329.497"
"2013","BE",20584,"BE21","NA","1374.568"
"2013","BE",20602,"BE21","NA","528.0354"
"2013","BE",20634,"BE21","NA","819.0859"
"2013","BE",20640,"BE21","NA","7086.266"
"2013","BE",20641,"BE21","NA","1087.436"
"2013","BE",20662,"BE21","NA","741.0133"
"2013","BE",20697,"BE21","NA","378.8538"
"2013","BE",20758,"BE21","NA","739.8115"
"2013","BE",20804,"BE21","NA","449.5269"
"2013","BE",20852,"BE21","NA","628.9203"
"2013","BE",20873,"BE21","NA","955.3654"
"2013","BE",20884,"BE21","NA","542.8543"
"2013","BE",20896,"BE21","NA","1096.203"
"2013","BE",20901,"BE21","NA","1000.485"
"2013","BE",20909,"BE21","NA","1073.99"
"2013","BE",20926,"BE21","NA","595.8198"
"2013","BE",20928,"BE21","NA","477.7623"
"2013","BE",20950,"BE21","NA","1204.761"
"2013","BE",20994,"BE21","NA","1274.429"
"2013","BE",21025,"BE21","NA","520.4427"
"2013","BE",21044,"BE21","NA","1203.106"
"2013","BE",21048,"BE21","NA","981.6585"
"2013","BE",21087,"BE21","NA","1369.664"
"2013","BE",21120,"BE21","NA","1077.908"
"2013","BE",21134,"BE21","NA","998.8696"
"2013","BE",21245,"BE21","NA","1170.816"
"2013","BE",21292,"BE21","NA","1075.498"
"2013","BE",21293,"BE21","NA","843.5895"
"2013","BE",21307,"BE21","NA","893.815"
"2013","BE",21324,"BE21","NA","833.1249"
"2013","BE",21366,"BE21","NA","723.1342"
"2013","BE",21374,"BE21","NA","873.5052"
"2013","BE",21396,"BE21","NA","942.8902"
"2013","BE",21398,"BE21","NA","317.0502"
"2013","BE",21402,"BE21","NA","1005.653"
"2013","BE",21456,"BE21","NA","506.8236"
"2013","BE",21459,"BE21","NA","739.7885"
"2013","BE",21462,"BE21","NA","1483.656"
"2013","BE",21509,"BE21","NA","646.537"
"2013","BE",21518,"BE21","NA","1284.963"
"2013","BE",21545,"BE21","NA","781.0374"
"2013","BE",21560,"BE21","NA","1173.287"
"2013","BE",21615,"BE21","NA","744.6397"
"2013","BE",21679,"BE21","NA","1076.375"
"2013","BE",21689,"BE21","NA","1036.929"
"2013","BE",21692,"BE21","NA","1411.811"
"2013","BE",21741,"BE21","NA","812.6012"
"2013","BE",21793,"BE21","NA","7077.635"
"2013","BE",21809,"BE21","NA","754.1883"
"2013","BE",21812,"BE21","NA","581.6738"
"2013","BE",21818,"BE21","NA","497.8487"
"2013","BE",21828,"BE21","NA","2187.763"
"2013","BE",21854,"BE21","NA","1045.553"
"2013","BE",21862,"BE21","NA","1156.726"
"2013","BE",21864,"BE21","NA","867.656"
"2013","BE",21873,"BE21","NA","1675.741"
"2013","BE",21875,"BE21","NA","735.9177"
"2013","BE",21896,"BE21","NA","331.5301"
"2013","BE",21910,"BE21","NA","1020.027"
"2013","BE",21926,"BE21","NA","1211.5"
"2013","BE",21942,"BE21","NA","1746.709"
"2013","BE",21956,"BE21","NA","451.4593"
"2013","BE",21979,"BE21","NA","1813.567"
"2013","BE",21998,"BE21","NA","286.3348"
"2013","BE",22007,"BE21","NA","1349.833"
"2013","BE",22020,"BE21","NA","933.8006"
"2013","BE",22024,"BE21","NA","884.8709"
"2013","BE",22078,"BE21","NA","1223.276"
"2013","BE",22081,"BE21","NA","633.2909"
"2013","BE",22108,"BE21","NA","1680.028"
"2013","BE",22126,"BE21","NA","1035.679"
"2013","BE",22173,"BE21","NA","679.7963"
"2013","BE",22183,"BE21","NA","1120.254"
"2013","BE",22214,"BE21","NA","1842.305"
"2013","BE",22216,"BE21","NA","1007.051"
"2013","BE",22228,"BE21","NA","957.9763"
"2013","BE",22235,"BE21","NA","877.106"
"2013","BE",22249,"BE21","NA","812.1499"
"2013","BE",22253,"BE21","NA","2145.088"
"2013","BE",22258,"BE21","NA","896.6633"
"2013","BE",22296,"BE21","NA","266.3636"
"2013","BE",22393,"BE21","NA","3953.436"
"2013","BE",22438,"BE21","NA","590.9643"
"2013","BE",22491,"BE21","NA","263.5008"
"2013","BE",22498,"BE21","NA","737.9359"
"2013","BE",22500,"BE21","NA","1007.976"
"2013","BE",22506,"BE21","NA","1192.457"
"2013","BE",22522,"BE21","NA","1651.068"
"2013","BE",22545,"BE21","NA","1374.857"
"2013","BE",22548,"BE21","NA","607.8869"
"2013","BE",22549,"BE21","NA","1149.881"
"2013","BE",22589,"BE21","NA","895.5113"
"2013","BE",22613,"BE21","NA","867.5385"
"2013","BE",22616,"BE21","NA","3360.019"
"2013","BE",22631,"BE21","NA","473.4484"
"2013","BE",22652,"BE21","NA","791.9019"
"2013","BE",22656,"BE21","NA","612.0352"
"2013","BE",22702,"BE21","NA","1383.311"
"2013","BE",22743,"BE21","NA","921.7528"
"2013","BE",22777,"BE21","NA","1412.769"
"2013","BE",22814,"BE21","NA","621.7638"
"2013","BE",22823,"BE21","NA","703.8104"
"2013","BE",22838,"BE21","NA","930.4643"
"2013","BE",22840,"BE21","NA","892.3473"
"2013","BE",22858,"BE21","NA","760.299"
"2013","BE",22900,"BE21","NA","547.7799"
"2013","BE",22911,"BE21","NA","500.8412"
"2013","BE",22957,"BE21","NA","683.9453"
"2013","BE",22959,"BE21","NA","700.9507"
"2013","BE",22982,"BE21","NA","784.2977"
"2013","BE",23070,"BE21","NA","443.3706"
"2013","BE",23075,"BE21","NA","1488.421"
"2013","BE",23108,"BE21","NA","744.063"
"2013","BE",23113,"BE21","NA","1140.358"
"2013","BE",23114,"BE21","NA","1283.462"
"2013","BE",23124,"BE21","NA","477.6272"
"2013","BE",23190,"BE21","NA","959.8192"
"2013","BE",23206,"BE21","NA","1198.258"
"2013","BE",23211,"BE21","NA","1027.402"
"2013","BE",23212,"BE21","NA","601.1607"
"2013","BE",23220,"BE21","NA","1192.354"
"2013","BE",23275,"BE21","NA","1503.559"
"2013","BE",23279,"BE21","NA","651.0352"
"2013","BE",23333,"BE21","NA","338.0733"
"2013","BE",23353,"BE21","NA","1304.659"
"2013","BE",23365,"BE21","NA","940.298"
"2013","BE",23390,"BE21","NA","543.3291"
"2013","BE",23416,"BE21","NA","618.7606"
"2013","BE",23470,"BE21","NA","1497.686"
"2013","BE",23481,"BE21","NA","777.6782"
"2013","BE",23487,"BE21","NA","676.9482"
"2013","BE",23508,"BE21","NA","742.0898"
"2013","BE",23509,"BE21","NA","418.1559"
"2013","BE",23555,"BE21","NA","434.0955"
"2013","BE",23600,"BE21","NA","620.4204"
"2013","BE",23611,"BE21","NA","2845.629"
"2013","BE",23642,"BE21","NA","1317.493"
"2013","BE",23646,"BE21","NA","6234.53"
"2013","BE",23659,"BE21","NA","760.299"
"2013","BE",23663,"BE21","NA","935.7277"
"2013","BE",23669,"BE21","NA","1126.218"
"2013","BE",23710,"BE21","NA","691.3218"
"2013","BE",23719,"BE21","NA","788.6987"
"2013","BE",23720,"BE21","NA","563.6538"
"2013","BE",23740,"BE21","NA","590.2433"
"2013","BE",23757,"BE21","NA","986.2917"
"2013","BE",23760,"BE21","NA","921.5797"
"2013","BE",23764,"BE21","NA","839.4844"
"2013","BE",23776,"BE21","NA","747.379"
"2013","BE",23807,"BE21","NA","1167.407"
"2013","BE",23828,"BE21","NA","860.0014"
"2013","BE",23832,"BE21","NA","581.2691"
"2013","BE",23870,"BE21","NA","895.1097"
"2013","BE",23872,"BE21","NA","1913.323"
"2013","BE",23877,"BE21","NA","827.5806"
"2013","BE",23912,"BE21","NA","581.5707"
"2013","BE",23950,"BE21","NA","1265.812"
"2013","BE",23967,"BE21","NA","897.0184"
"2013","BE",23968,"BE21","NA","1229.157"
"2013","BE",23973,"BE21","NA","856.3747"
"2013","BE",24000,"BE21","NA","702.3328"
"2013","BE",24011,"BE21","NA","1230.603"
"2013","BE",24015,"BE21","NA","873.1652"
"2013","BE",24037,"BE21","NA","1256.702"
"2013","BE",24038,"BE21","NA","675.5451"
"2013","BE",24082,"BE21","NA","2435.171"
"2013","BE",24108,"BE21","NA","1119.099"
"2013","BE",24145,"BE21","NA","1158.597"
"2013","BE",24234,"BE21","NA","999.6964"
"2013","BE",24259,"BE21","NA","606.8965"
"2013","BE",24264,"BE21","NA","620.5347"
"2013","BE",24272,"BE21","NA","679.361"
"2013","BE",24276,"BE21","NA","643.447"
"2013","BE",24287,"BE21","NA","733.2985"
"2013","BE",24333,"BE21","NA","1541.213"
"2013","BE",24357,"BE21","NA","885.8641"
"2013","BE",24361,"BE21","NA","982.8128"
"2013","BE",24374,"BE21","NA","1192.805"
"2013","BE",24376,"BE21","NA","1002.939"
"2013","BE",24382,"BE21","NA","877.4768"
"2013","BE",24388,"BE21","NA","589.5446"
"2013","BE",24397,"BE21","NA","866.22"
"2013","BE",24415,"BE21","NA","692.9621"
"2013","BE",24421,"BE21","NA","519.2276"
"2013","BE",24441,"BE21","NA","1745.347"
"2013","BE",24449,"BE21","NA","1161.006"
"2013","BE",24451,"BE21","NA","888.9029"
"2013","BE",24473,"BE21","NA","1393.79"
"2013","BE",24528,"BE21","NA","1064.003"
"2013","BE",24568,"BE21","NA","227.2321"
"2013","BE",24589,"BE21","NA","1029.839"
"2013","BE",24591,"BE21","NA","607.1378"
"2013","BE",24628,"BE21","NA","2403.04"
"2013","BE",24659,"BE21","NA","808.1725"
"2013","BE",24662,"BE21","NA","706.0542"
"2013","BE",24714,"BE21","NA","1540.839"
"2013","BE",24723,"BE21","NA","365.4783"
"2013","BE",24766,"BE21","NA","605.4524"
"2013","BE",24796,"BE21","NA","986.5191"
"2013","BE",24803,"BE21","NA","555.9026"
"2013","BE",24807,"BE21","NA","779.7232"
"2013","BE",24839,"BE21","NA","970.1856"
"2013","BE",24877,"BE21","NA","768.2057"
"2013","BE",24879,"BE21","NA","1508.31"
"2013","BE",24884,"BE21","NA","895.5113"
"2013","BE",24906,"BE21","NA","782.3983"
"2013","BE",24920,"BE21","NA","563.9094"
"2013","BE",24951,"BE21","NA","642.4593"
"2013","BE",25021,"BE21","NA","1359.625"
"2013","BE",25026,"BE21","NA","1686.442"
"2013","BE",25028,"BE21","NA","1406.61"
"2013","BE",25048,"BE21","NA","557.4544"
"2013","BE",25070,"BE21","NA","576.1872"
"2013","BE",25140,"BE21","NA","1357.382"
"2013","BE",25158,"BE21","NA","672.5175"
"2013","BE",25159,"BE21","NA","691.5735"
"2013","BE",25184,"BE21","NA","804.0577"
"2013","BE",25205,"BE21","NA","370.0112"
"2013","BE",25238,"BE21","NA","2686.219"
"2013","BE",25246,"BE21","NA","2182.942"
"2013","BE",25247,"BE21","NA","1523.312"
"2013","BE",25273,"BE21","NA","1459.596"
"2013","BE",25303,"BE21","NA","898.9473"
"2013","BE",25317,"BE21","NA","728.9816"
"2013","BE",25379,"BE21","NA","514.1974"
"2013","BE",25391,"BE21","NA","681.1884"
"2013","BE",25396,"BE21","NA","599.7941"
"2013","BE",25408,"BE21","NA","643.5381"
"2013","BE",25427,"BE21","NA","736.7075"
"2013","BE",25433,"BE21","NA","856.933"
"2013","BE",25434,"BE21","NA","354.1064"
"2013","BE",25435,"BE21","NA","402.888"
"2013","BE",25472,"BE21","NA","635.7436"
"2013","BE",25474,"BE21","NA","736.0827"
"2013","BE",25487,"BE21","NA","1078.208"
"2013","BE",25490,"BE21","NA","1387.418"
"2013","BE",25500,"BE21","NA","513.2187"
"2013","BE",25515,"BE21","NA","612.7296"
"2013","BE",25544,"BE21","NA","579.7257"
"2013","BE",25547,"BE21","NA","848.6972"
"2013","BE",25557,"BE21","NA","500.713"
"2013","BE",25569,"BE21","NA","811.6499"
"2013","BE",25572,"BE21","NA","617.983"
"2013","BE",25577,"BE21","NA","526.9534"
"2013","BE",25597,"BE21","NA","1012.506"
"2013","BE",25601,"BE21","NA","1915.43"
"2013","BE",25609,"BE21","NA","501.2921"
"2013","BE",25620,"BE21","NA","835.91"
"2013","BE",25621,"BE21","NA","744.8655"
"2013","BE",25624,"BE21","NA","464.4926"
"2013","BE",25654,"BE21","NA","580.8044"
"2013","BE",25667,"BE21","NA","686.0789"
"2013","BE",25668,"BE21","NA","917.7714"
"2013","BE",25709,"BE21","NA","968.5401"
"2013","BE",25720,"BE21","NA","736.9436"
"2013","BE",25746,"BE21","NA","1494.303"
"2013","BE",25747,"BE21","NA","912.9069"
"2013","BE",25766,"BE21","NA","672.6839"
"2013","BE",25804,"BE21","NA","556.0252"
"2013","BE",25825,"BE21","NA","629.9251"
"2013","BE",25826,"BE21","NA","2708.245"
"2013","BE",25830,"BE21","NA","700.4534"
"2013","BE",25954,"BE21","NA","954.783"
"2013","BE",25956,"BE21","NA","327.7725"
"2013","BE",25967,"BE21","NA","861.983"
"2013","BE",25968,"BE21","NA","500.0925"
"2013","BE",25969,"BE21","NA","664.8084"
"2013","BE",26007,"BE21","NA","1023.663"
"2013","BE",26015,"BE21","NA","562.1235"
"2013","BE",26020,"BE21","NA","702.9411"
"2013","BE",26117,"BE21","NA","720.0048"
"2013","BE",26122,"BE21","NA","547.7654"
"2013","BE",26133,"BE21","NA","380.0618"
"2013","BE",26139,"BE21","NA","1210.978"
"2013","BE",26143,"BE21","NA","1039.854"
"2013","BE",26158,"BE21","NA","1020.019"
"2013","BE",26159,"BE21","NA","1120.982"
"2013","BE",26164,"BE21","NA","1369.272"
"2013","BE",26179,"BE21","NA","1317.978"
"2013","BE",26188,"BE21","NA","2599.542"
"2013","BE",26193,"BE21","NA","630.4387"
"2013","BE",26194,"BE21","NA","531.6212"
"2013","BE",26204,"BE21","NA","548.0277"
"2013","BE",26213,"BE21","NA","284.391"
"2013","BE",26220,"BE21","NA","249.7648"
"2013","BE",26224,"BE21","NA","375.6008"
"2013","BE",26240,"BE21","NA","604.3828"
"2013","BE",26251,"BE21","NA","589.5446"
"2013","BE",26253,"BE21","NA","571.3574"
"2013","BE",26281,"BE21","NA","861.6259"
"2013","BE",26299,"BE21","NA","1362.325"
"2013","BE",26341,"BE21","NA","1025.004"
"2013","BE",26359,"BE21","NA","1686.442"
"2013","BE",26381,"BE21","NA","671.8914"
"2013","BE",26385,"BE21","NA","710.7291"
"2013","BE",26398,"BE21","NA","2161.968"
"2013","BE",26445,"BE21","NA","923.5151"
"2013","BE",26448,"BE21","NA","534.6951"
"2013","BE",26452,"BE21","NA","587.332"
"2013","BE",26494,"BE22","NA","451.9759"
"2013","BE",26509,"BE22","NA","861.1861"
"2013","BE",26512,"BE22","NA","917.6309"
"2013","BE",26520,"BE22","NA","676.0073"
"2013","BE",26545,"BE22","NA","1149.002"
"2013","BE",26553,"BE22","NA","788.5255"
"2013","BE",26567,"BE22","NA","448.519"
"2013","BE",26577,"BE22","NA","1210.936"
"2013","BE",26594,"BE22","NA","869.5545"
"2013","BE",26603,"BE22","NA","767.9971"
"2013","BE",26640,"BE22","NA","495.6227"
"2013","BE",26642,"BE22","NA","576.6009"
"2013","BE",26651,"BE22","NA","274.4624"
"2013","BE",26687,"BE22","NA","828.2614"
"2013","BE",26707,"BE22","NA","1574.226"
"2013","BE",26758,"BE22","NA","754.4567"
"2013","BE",26776,"BE22","NA","1372.706"
"2013","BE",26784,"BE22","NA","962.8986"
"2013","BE",26786,"BE22","NA","1135.584"
"2013","BE",26792,"BE22","NA","516.1626"
"2013","BE",26796,"BE22","NA","1452.698"
"2013","BE",26800,"BE22","NA","543.5802"
"2013","BE",26803,"BE22","NA","613.992"
"2013","BE",26806,"BE22","NA","764.032"
"2013","BE",26831,"BE22","NA","764.7255"
"2013","BE",26858,"BE22","NA","1710.629"
"2013","BE",26899,"BE22","NA","2826.392"
